,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
87,پيزد,مجتمع صنايع لاستيك يزد,856,125683,6581738803,55086,52334,52332,-2754,-5,53790,-1296,-2.35,52332,52520
88,كگل,معدني و صنعتي گل گهر,856,4339826,57266156310,13490,13230,12950,-540,-4,13340,-150,-1.11,12900,13900
89,اخابر,مخابرات ايران,853,12203137,85311672820,7340,6980,6980,-360,-4.9,7070,-270,-3.68,6980,7250
90,وملل,اعتباري ملل,824,44804453,560014302894,12499,12499,12501,2,0.02,12499,0,0,11885,12539
91,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,821,7274727,69920343360,10020,9700,9540,-480,-4.79,9760,-260,-2.59,9530,9900
92,افق,فروشگاههاي زنجيره اي افق كوروش,814,849176,54662456150,65770,62810,63090,-2680,-4.07,64780,-990,-1.51,62810,65840
93,ومهان,گروه توسعه مالي مهر آيندگان,808,6951856,80738147972,12107,11733,11590,-517,-4.27,11614,-493,-4.07,11502,12090
94,ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,786,19162883,77684892801,4266,4065,4053,-213,-4.99,4054,-212,-4.97,4053,4110
95,سهگمت,سيمان‌هگمتان‌,772,2950720,55925891790,22100,18700,19040,-3060,-13.85,18950,-3150,-14.25,18700,19490
96,شفن,پتروشيمي فناوران,759,239243,66634675670,292150,285820,277550,-14600,-5,282330,-9820,-3.36,277550,285820
97,تسه9912,امتياز تسهيلات مسكن اسفند99,741,10877,6220734402,580656,572000,578000,-2656,-0.46,571916,-8740,-1.51,551624,609688
98,شغدير,پتروشيمي غدير,723,1189704,74060961920,64940,64000,61710,-3230,-4.97,62250,-2690,-4.14,61700,64900
99,زاگرس,پتروشيمي زاگرس,690,197526,38001864988,196273,190300,191000,-5273,-2.69,194710,-1563,-0.8,189510,196100
100,وصنعت,سرمايه گذاري توسعه صنعت وتجارت,683,7931823,39745575210,5160,5060,5000,-160,-3.1,5010,-150,-2.91,4910,5150
101,البرز,بيمه البرز,652,8237158,27624623683,3390,3271,3350,-40,-1.18,3354,-36,-1.06,3271,3445
102,وسينا,بانك سينا,650,35825140,78360030988,2298,2185,2184,-114,-4.96,2187,-111,-4.83,2184,2240
103,درازك,دارويي‌ رازك‌,648,1874136,48780278260,25770,24520,25990,220,0.85,26030,260,1.01,24520,26510
104,سرچشمه,سرمايه گذاري مس سرچشمه,641,5933599,36769669520,6349,6300,6299,-50,-0.79,6197,-152,-2.39,6050,6370
105,ضسپا3003,اختيارخ خساپا-2000-1400/03/26,633,33050,712912000,31,31,19,-12,-38.71,22,-9,-29.03,18,31
106,هرمز,فولاد هرمزگان جنوب,613,7632458,111447800846,15352,14585,14585,-767,-5,14602,-750,-4.89,14585,15000
107,رانفور,خدمات‌انفورماتيك‌,595,6432750,37925003510,6150,5950,5850,-300,-4.88,6000,-150,-2.44,5850,6140
108,سيدكو,سرمايه گذاري توسعه صنايع سيمان,586,7176781,41636885690,5560,5770,5830,270,4.86,5800,240,4.32,5540,5830
109,فنورد,نوردوقطعات‌ فولادي‌,583,170204,25711884410,151060,146000,152100,1040,0.69,151070,10,0.01,144420,156840
110,سپ,پرداخت الكترونيك سامان كيش,580,1175839,27525137780,23650,22600,23700,50,0.21,23510,-140,-0.59,22470,24100
111,والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,576,2879595,33908840250,12370,11800,11760,-610,-4.93,11780,-590,-4.77,11760,11940
112,فباهنر,مس‌ شهيدباهنر,569,1616937,32601459370,21170,20210,20120,-1050,-4.96,20160,-1010,-4.77,20120,21000
113,آوا,صندوق س.سهام آواي معيار-س,569,4456735,27747049124,6503,6400,6180,-323,-4.97,6226,-277,-4.26,6123,6400
114,وپست,پست بانك ايران,552,6036127,112663702210,19640,18660,18660,-980,-4.99,18660,-980,-4.99,18660,19560
115,حفاري,حفاري شمال,551,3704378,19592307290,5530,5300,5260,-270,-4.88,5290,-240,-4.34,5260,5440
116,ورازي,بيمه رازي,550,4280127,30990289509,7230,7230,7160,-70,-0.97,7241,11,0.15,7119,7402
117,سكرما,سيمان‌ كرمان‌,545,1892303,23834428780,12820,12180,12590,-230,-1.79,12600,-220,-1.72,12180,13210
118,ارزش,صندوق س ارزش آفرين بيدار-سهام,535,6928204,56245103030,8400,8170,7990,-410,-4.88,8120,-280,-3.33,7990,8300
119,وگردش,بانك گردشگري,530,2346531,35149740048,15093,14644,15080,-13,-0.09,15049,-44,-0.29,14644,15129
120,وسكاب,س.ص.بازنشستگي كاركنان بانكها,530,4787276,20845446793,4454,4420,4400,-54,-1.21,4354,-100,-2.25,4261,4454
121,وشهر,بانك شهر,520,16218891,80961299734,5058,5000,5001,-57,-1.13,4992,-66,-1.3,4856,5030
122,آكورد,صندوق س. آرمان آتي كوثر-د,520,9989132,321811320336,32200,32220,32216,16,0.05,32216,16,0.05,32215,32220
123,كگلح,ح . معدني و صنعتي گل گهر,513,3024612,30765070530,10410,10010,10090,-320,-3.07,10170,-240,-2.31,10010,10500
124,شبهرن,نفت‌ بهران‌,506,3702716,38454907390,10920,10380,10380,-540,-4.95,10510,-410,-3.75,10380,10500
125,دابور,داروسازي‌ ابوريحان‌,503,1764936,41987076040,24980,23740,24000,-980,-3.92,23790,-1190,-4.76,23740,24700
126,شسپا,نفت سپاهان,500,3540043,50018683440,14850,14110,14110,-740,-4.98,14180,-670,-4.51,14110,14390
127,جوين,كشت و صنعت جوين,499,4928011,23539799353,4769,4860,4779,10,0.21,4777,8,0.17,4769,4860
128,ضخود7074,اختيارخ خودرو-1800-1400/07/07,499,17090,3014011000,195,200,160,-35,-17.95,176,-19,-9.74,154,210
129,غبشهر,صنعتي‌ بهشهر,490,3165605,58938263880,19580,18610,18610,-970,-4.95,18620,-960,-4.9,18610,19170
130,فسپا,گروه‌صنعتي‌سپاهان‌,481,1816572,56152874010,32430,30810,30810,-1620,-5,30910,-1520,-4.69,30810,31870
131,تسه9911,امتياز تسهيلات مسكن بهمن99,471,6289,3610028015,578166,607074,552000,-26166,-4.53,574023,-4143,-0.72,549258,607074
132,ياقوت,صندوق س ياقوت آگاه-ثابت,463,2304996,28512494294,12368,12390,12361,-7,-0.06,12370,2,0.02,12361,12390
133,گوهران,سرمايه گذاري توسعه گوهران اميد,460,1076038,7432687168,6989,6760,6950,-39,-0.56,6948,-41,-0.59,6760,7089
134,تسه9908,امتياز تسهيلات مسكن آبان99,450,9420,5319762895,575746,562222,546959,-28787,-5,564731,-11015,-1.91,546959,600000
135,مدير,ص.س.مديريت ثروت ص.بازنشستگي-س,448,1947260,14282463695,7450,7440,7194,-256,-3.44,7335,-115,-1.54,7188,7458
136,پرديس,سرمايه گذاري پرديس,437,3829358,16088009410,4401,4193,4181,-220,-5,4201,-200,-4.54,4181,4369
137,تصميم,صندوق س با درآمد ثابت تصميم,436,7948035,130262243190,16388,16393,16389,1,0.01,16389,1,0.01,16365,16394
138,ضسپا3004,اختيارخ خساپا-2500-1400/03/26,426,23840,128835000,7,17,6,-1,-14.29,5,-2,-28.57,4,17
139,بموتو,موتوژن‌,421,612751,25922557080,44070,42440,41900,-2170,-4.92,42310,-1760,-3.99,41870,43900
140,خكرمان,گروه اقتصادي كرمان خودرو,419,12740341,38707914194,3131,3038,3038,-93,-2.97,3038,-93,-2.97,3038,3068
141,كارين,صندوق س نگين سامان-ثابت,418,12360495,123802282714,10007,10011,10026,19,0.19,10016,9,0.09,10011,10026
142,پارسان,گسترش نفت و گاز پارسيان,408,3087615,52807668130,17840,17300,17050,-790,-4.43,17500,-340,-1.91,16990,17490
143,وتوسم,سرمايه‌گذاري‌توسعه‌ملي‌,400,1718042,10747528780,6220,5930,6350,130,2.09,6250,30,0.48,5930,6430
144,كيان2,صندوق س. با درآمد ثابت كيان,396,39600000,39600000,28517,1,1,-28516,-100,1,-28516,-100,1,1
145,كاردان,صندوق س تجارت شاخصي كاردان,393,347584,47131800330,139890,137200,133460,-6430,-4.6,135600,-4290,-3.07,125920,138490
146,فايرا,آلومينيوم‌ايران‌,392,1769066,30114419390,17880,17840,16990,-890,-4.98,17490,-390,-2.18,16990,17840
147,معيار,سرمايه گذاري معيار صنعت پارس,390,991002,56816101601,57667,59397,55937,-1730,-3,57332,-335,-0.58,55937,59397
148,ضخود7077,اختيارخ خودرو-3000-1400/07/07,389,24083,684843000,31,29,28,-3,-9.68,28,-3,-9.68,26,34
149,طلا,صندوق س.پشتوانه طلاي لوتوس,384,472078,34124435057,70760,71117,72100,1340,1.89,72286,1526,2.16,71117,72990
150,قشرين,قند شيرين خراسان,384,3028455,31935784692,10814,10492,10820,6,0.06,10545,-269,-2.49,10490,10999
151,جم پيلن,پلي پروپيلن جم - جم پيلن,370,565264,36013426920,65890,62650,63450,-2440,-3.7,64350,-1540,-2.34,62650,67740
152,وسلرستا,شركت س استان لرستان,370,25106323,17725064038,743,706,706,-37,-4.98,718,-25,-3.36,706,706
153,تسه9910,امتياز تسهيلات مسكن دي99,370,4073,2340132210,578304,558000,563900,-14404,-2.49,574548,-3756,-0.65,549389,607219
154,لوتوس,تامين سرمايه لوتوس پارسيان,361,4768432,30120489950,6540,6260,6270,-270,-4.13,6320,-220,-3.36,6250,6490
155,فپنتا,سپنتا,358,57359,18177013900,331900,331890,315330,-16570,-4.99,316900,-15000,-4.52,315310,331900
156,شپديس,پتروشيمي پرديس,358,487332,44858832060,93100,91100,91550,-1550,-1.66,92620,-480,-0.52,91100,93500
157,بگيلان,توسعه مسير برق گيلان,346,61871,1118191317,19010,18100,18060,-950,-5,18976,-34,-0.18,18060,18277
158,تيپيكو,سرمايه گذاري دارويي تامين,319,1312263,44023746050,33560,32040,33600,40,0.12,33550,-10,-0.03,32040,33800
159,واعتبار,سرمايه گذاري اعتبار ايران,319,4848748,42098457670,9130,8680,8680,-450,-4.93,8680,-450,-4.93,8680,8930
160,تاصيكو,سرمايه گذاري صدرتامين,313,3040650,28288407800,9780,9300,9300,-480,-4.91,9660,-120,-1.23,9300,9450
161,بپاس,بيمه پاسارگاد,312,284493,27235945703,100236,99997,95225,-5011,-5,99011,-1225,-1.22,95225,99997
162,بترانس,ايران‌ ترانسفو,308,5189375,11338784375,2300,2185,2185,-115,-5,2259,-41,-1.78,2185,2185
163,تسه9909,امتياز تسهيلات مسكن آذر99,306,4317,2475799820,581034,600000,580000,-1034,-0.18,573500,-7534,-1.3,551983,610085
164,دعبيد,لابراتوارداروسازي‌  دكترعبيدي‌,301,379286,9232654210,25050,25660,24500,-550,-2.2,24900,-150,-0.6,24000,25660
165,خراسان,پتروشيمي خراسان,300,155404,9753290360,65550,62320,62310,-3240,-4.94,64940,-610,-0.93,62280,64980
166,ضخود7075,اختيارخ خودرو-2000-1400/07/07,298,8831,1120293000,132,140,119,-13,-9.85,127,-5,-3.79,116,140
167,سكه0012پ01,سكه تمام بهارتحويلي 1روزه رفاه,295,224700,226633017000,996009,1000111,1010105,14096,1.42,1008603,12594,1.26,1000111,1013900
168,پارتا,مجتمع‌صنعتي‌آرتاويل‌تاير,285,709945,23132483698,31635,32584,32584,949,3,32400,765,2.42,32250,32584
169,پاكشو,گروه صنعتي پاكشو,283,3572471,20961809580,6140,5840,5840,-300,-4.89,6090,-50,-0.81,5840,6000
170,فنوال,نورد آلومينيوم‌,281,1187301,28746037600,25460,24190,24190,-1270,-4.99,24210,-1250,-4.91,24190,25130
171,پارسيان,بيمه پارسيان,277,4628865,33756273650,7660,7280,7280,-380,-4.96,7290,-370,-4.83,7280,7490
172,شنفت,نفت‌ پارس‌,275,859279,38726055540,47250,44890,44890,-2360,-4.99,45380,-1870,-3.96,44890,48000
173,كرماشا,صنايع پتروشيمي كرمانشاه,271,734357,21660774050,30920,29420,29380,-1540,-4.98,30180,-740,-2.39,29380,30300
174,كروي,توسعه‌ معادن‌ روي‌ ايران‌,267,1740528,34325652560,20750,19720,19720,-1030,-4.96,19720,-1030,-4.96,19720,19960
175,كنور,توسعه معدني و صنعتي صبانور,266,510525,24223888360,48970,48840,46870,-2100,-4.29,48310,-660,-1.35,46650,48840
176,وصنا,گروه‌صنايع‌بهشهرايران‌,266,2109645,8950770940,4452,4251,4240,-212,-4.76,4317,-135,-3.03,4230,4439
177,پرداخت,به پرداخت ملت,266,1038639,22109004310,21980,20970,20890,-1090,-4.96,21380,-600,-2.73,20890,21700
178,پارس,پتروشيمي پارس,264,201128,28574572110,145380,142600,141900,-3480,-2.39,144410,-970,-0.67,141200,145300
179,جم,پتروشيمي جم,263,1010918,33762460440,33980,32500,32700,-1280,-3.77,33780,-200,-0.59,32500,34000
180,زگلدشتح,ح.كشت و دام گلدشت نمونه اصفهان,261,1209696,6462577158,5564,5310,5286,-278,-5,5342,-222,-3.99,5286,5546
181,وبشهر,توسعه‌ صنايع‌ بهشهر(هلدينگ,258,2144115,19234685760,9290,8840,9050,-240,-2.58,9080,-210,-2.26,8830,9150
182,ضملي3003,اختيارخ فملي-12000-1400/03/02,258,12087,37306000,32,7,1,-31,-96.88,3,-29,-90.63,1,29
183,پكرمان,گروه‌ صنعتي‌ بارز,257,710260,14753370310,21510,20440,20440,-1070,-4.97,20990,-520,-2.42,20440,22000
184,حكشتي,كشتيراني جمهوري اسلامي ايران,251,1061981,14315503880,14180,13480,13480,-700,-4.94,14090,-90,-0.63,13480,13480
185,رمپنا,گروه مپنا (سهامي عام),249,4323910,53746201300,13080,12430,12430,-650,-4.97,12770,-310,-2.37,12430,12430
186,كاريس,صندوق س.سپهر كاريزما-س,247,1846140,18673452954,10281,10290,10099,-182,-1.77,10115,-166,-1.61,10099,10310
187,شخارك,پتروشيمي‌ خارك‌,243,302386,12096541660,42090,39990,39990,-2100,-4.99,41820,-270,-0.64,39990,40300
188,مبين,مبين انرژي خليج فارس,239,1665822,24407809060,15380,14620,14620,-760,-4.94,15220,-160,-1.04,14620,15320
189,آريان,سرمايه گذاري پارس آريان,238,3337433,34344360780,10592,10401,10275,-317,-2.99,10465,-127,-1.2,10275,10500
190,ونفت,سرمايه‌گذاري‌ صنعت‌ نفت‌,230,1228977,15930334970,13640,12960,12960,-680,-4.99,12960,-680,-4.99,12960,13140
191,وثنو,سرمايه گذاري ساختماني نوين,230,3614716,14121230603,4021,4047,3901,-120,-2.98,3907,-114,-2.84,3901,4100
192,نمرينو,ايران‌ مرينوس‌,229,237070,18434778550,74500,77800,78220,3720,4.99,77760,3260,4.38,74550,78220
193,شرانل,نفت ايرانول,224,384541,15118706193,38839,37970,38980,141,0.36,39068,229,0.59,37970,40000
194,اطلس,صندوق س.توسعه اندوخته آينده-س,222,141423,26595166050,191964,191000,187850,-4114,-2.14,188054,-3910,-2.04,187000,191000
195,واحيا,م .صنايع و معادن احياء سپاهان,220,226163,32211333566,144632,141000,142500,-2132,-1.47,143384,-1248,-0.86,141000,144000
196,تسه9803,امتياز تسهيلات مسكن خرداد98,219,3501,1877997886,549339,576805,526000,-23339,-4.25,536418,-12921,-2.35,522000,576805
197,واتي,سرمايه‌ گذاري‌ آتيه‌ دماوند,216,2261476,19637030480,9070,8990,8620,-450,-4.96,8680,-390,-4.3,8620,8990
198,شوينده,مديريت صنعت شوينده ت.ص.بهشهر,214,712443,13485219250,19860,19000,19200,-660,-3.32,18940,-920,-4.63,18870,19650
199,آساميد,صندوق س.مشترك آسمان اميد -د,213,10823137,130517317425,12055,12063,12057,2,0.02,12059,4,0.03,12057,12064
200,تسه9907,امتياز تسهيلات مسكن مهر99,209,2246,1273816587,577094,589999,555604,-21490,-3.72,567149,-9945,-1.72,548240,605948
201,پاسار04,اجاره انرژي پاسارگاد14040302,209,13500000,13500000000000,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
202,عيار,صندوق س. پشتوانه طلاي مفيد,208,319756,8136786117,25142,25580,25555,413,1.64,25447,305,1.21,25142,25900
203,ضسپا3002,اختيارخ خساپا-1800-1400/03/26,207,9391,496095000,64,51,48,-16,-25,53,-11,-17.19,45,89
