,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
16,شتران,پالايش نفت تهران,8257,73554492,596885336380,8360,8110,8110,-250,-2.99,8110,-250,-2.99,8110,8250
17,خبهمن,گروه‌بهمن‌,8130,343953042,484090020372,1403,1380,1421,18,1.28,1407,4,0.29,1361,1458
18,كرمان,س. توسعه و عمران استان كرمان,7445,245619140,294290997629,1201,1185,1186,-15,-1.25,1198,-3,-0.25,1171,1238
19,وبصادر,بانك صادرات ايران,6967,207460545,459529954764,2203,2161,2222,19,0.86,2215,12,0.54,2161,2270
20,بوعلي,پتروشيمي بوعلي سينا,6828,3082484,131151089970,42010,41510,42300,290,0.69,42550,540,1.29,41510,42860
21,پترول,گروه پتروشيمي س. ايرانيان,5583,26283764,212755544450,8030,8000,8120,90,1.12,8090,60,0.75,8000,8230
22,وپاسار,بانك  پاسارگاد,5341,53423082,855902029700,15130,16000,16100,970,6.41,16020,890,5.88,16000,16100
23,امين,تامين سرمايه امين,4941,4665179,32643593610,7010,7000,6990,-20,-0.29,7000,-10,-0.14,6990,7060
24,وكبهمن,مديريت سرمايه گذاري كوثربهمن,4820,2074374,21019090338,10377,10102,10162,-215,-2.07,10270,-107,-1.03,10075,10230
25,بپيوند,برق و انرژي پيوندگستر پارس,4519,3034076,33695126165,11302,11000,11008,-294,-2.6,11160,-142,-1.26,10964,11479
26,ومعادنح,ح . توسعه‌معادن‌وفلزات‌,4442,25123775,126842997400,4810,4730,5090,280,5.82,5050,240,4.99,4730,5150
27,كمند,صندوق س. با درآمد ثابت كمند,4418,180437177,1835096151645,10160,10170,10172,12,0.12,10170,10,0.1,10170,10172
28,آريا,پليمر آريا ساسول,4410,1548124,134028425365,85367,83700,86090,723,0.85,86575,1208,1.42,83700,88000
29,شبندر,پالايش نفت بندرعباس,4404,22603033,458805873660,20900,20280,20280,-620,-2.97,20300,-600,-2.87,20280,20710
30,سيتا,سرمايه گذاري سيمان تامين,4307,6758356,101379188430,15000,15000,15000,0,0,15000,0,0,15000,15010
31,شگويا,پتروشيمي تندگويان,4215,17012530,146444724214,8526,8739,8542,16,0.19,8608,82,0.96,8481,8739
32,امين يكم,صندوق درآمد ثابت امين يكم فردا,3916,135676924,1370033341233,10097,10099,10101,4,0.04,10098,1,0.01,10095,10102
33,ذوب,سهامي ذوب آهن  اصفهان,3595,65115018,206961120494,3274,3176,3176,-98,-2.99,3178,-96,-2.93,3176,3217
34,دماوند,توليد نيروي برق دماوند,3433,6316508,175836047642,26915,27799,27800,885,3.29,27838,923,3.43,27100,28490
35,بگيلان,توسعه مسير برق گيلان,3010,397985,7818920070,20223,19627,19620,-603,-2.98,20129,-94,-0.46,19617,19752
36,فارس,صنايع پتروشيمي خليج فارس,2904,15425921,131397708930,8430,8500,8470,40,0.47,8520,90,1.07,8430,8640
37,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,2673,14413294,140050243480,9500,9530,9800,300,3.16,9720,220,2.32,9480,9930
38,ومعادن,توسعه‌معادن‌وفلزات‌,2390,26214327,191020639550,7410,7190,7270,-140,-1.89,7290,-120,-1.62,7190,7550
39,ثاميد,توسعه و عمران اميد,2362,22188413,30926352695,1432,1400,1390,-42,-2.93,1405,-27,-1.89,1390,1430
40,وساپا,سرمايه‌گذاري‌ سايپا,2197,23938754,108485196173,4404,4540,4537,133,3.02,4532,128,2.91,4430,4600
41,صبا,سرمايه گذاري صبا تامين,1983,5810948,43651752932,7503,7330,7465,-38,-0.51,7506,3,0.04,7308,7650
42,وخارزمح,ح.سرمايه گذاري خوارزمي,1940,5588199,16117424308,2888,2835,2904,16,0.55,2884,-4,-0.14,2827,2994
43,نوري,پتروشيمي نوري,1884,1762401,100970800110,56190,55510,57270,1080,1.92,57290,1100,1.96,55510,58930
44,فايرا,آلومينيوم‌ايران‌,1875,15674433,284560656920,17200,16710,18230,1030,5.99,18150,950,5.52,16710,18230
45,كيان,صندوق س. با درآمد ثابت كيان,1820,24158581,683524046772,28257,28292,28293,36,0.13,28293,36,0.13,28292,28296
46,ونوين,بانك‌اقتصادنوين‌,1813,26045917,116987442743,4396,4480,4470,74,1.68,4492,96,2.18,4400,4548
47,تسه0001,امتيازتسهيلات مسكن فروردين1400,1777,43083,22794543421,528893,530111,539000,10107,1.91,529084,191,0.04,517000,548990
48,تملت,تامين سرمايه بانك ملت,1748,8304230,41475328702,4990,5000,4951,-39,-0.78,4994,4,0.08,4913,5089
49,جم پيلن,پلي پروپيلن جم - جم پيلن,1690,2232248,187705070990,80220,80000,84700,4480,5.58,84090,3870,4.82,79100,85030
50,فخوز,فولاد  خوزستان,1662,8462175,122887070320,14180,14180,14500,320,2.26,14520,340,2.4,14180,14750
51,غگل,گلوكوزان‌,1660,21685863,60690545732,2884,2798,2798,-86,-2.98,2799,-85,-2.95,2798,2840
52,وپارس,بانك‌پارسيان‌,1652,55744462,135255140019,2392,2448,2406,14,0.59,2426,34,1.42,2401,2450
53,بجهرم,توسعه مولد نيروگاهي جهرم,1649,24471753,54512694893,2291,2223,2223,-68,-2.97,2228,-63,-2.75,2223,2268
54,اعتماد,صندوق س.اعتماد آفرين پارسيان-د,1592,32692920,1185290643110,36216,36248,36259,43,0.12,36255,39,0.11,36248,36270
55,سرو,صندوق س سروسودمند مدبران-سهام,1529,1580005,98229863590,61710,61310,61970,260,0.42,62170,460,0.75,61000,63200
56,فباهنرح,ح . مس‌ شهيدباهنر,1516,4318708,71771629900,15600,15750,16620,1020,6.54,16620,1020,6.54,15750,17070
57,تاصيكو,سرمايه گذاري صدرتامين,1371,15902514,157248826840,10180,9880,9880,-300,-2.95,9890,-290,-2.85,9880,10120
58,سفارس,سيمان فارس و خوزستان,1347,5281470,77432706580,14780,14350,14370,-410,-2.77,14660,-120,-0.81,14350,15100
59,وتوس,توسعه‌شهري‌توس‌گستر,1326,3770321,52301387150,13290,13360,14080,790,5.94,13870,580,4.36,13350,14080
60,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,1320,8613614,87004327360,10160,9910,10170,10,0.1,10110,-50,-0.49,9910,10300
61,فاسمين,كالسيمين‌,1313,8490188,118666444430,14370,13940,13940,-430,-2.99,13980,-390,-2.71,13940,14840
62,كاوه,فولاد كاوه جنوب كيش,1306,4798232,95835076340,19970,19700,19600,-370,-1.85,19970,0,0,19500,20890
63,سمازن,سيمان‌مازندران‌,1304,4547884,55377436210,12260,12020,11980,-280,-2.28,12180,-80,-0.65,11920,12590
64,آگاس,صندوق س.هستي بخش آگاه-س,1299,1836095,116264599192,62662,63320,63070,408,0.65,63322,660,1.05,62662,64010
65,ارمغان,ص سرمايه گذاري ارمغان ايرانيان,1297,54219085,551053338959,10187,10185,10172,-15,-0.15,10163,-24,-0.24,10147,10190
66,دعبيد,لابراتوارداروسازي‌  دكترعبيدي‌,1243,2317667,57165234820,23400,24360,24800,1400,5.98,24660,1260,5.38,23750,24800
67,فباهنر,مس‌ شهيدباهنر,1207,3417428,81989097640,24690,23950,23950,-740,-3,23990,-700,-2.84,23950,24840
68,وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,1175,1803633,83889729790,47500,46090,46350,-1150,-2.42,46510,-990,-2.08,46080,48410
69,ورازي,بيمه رازي,1161,7335169,64132886050,8508,8450,8600,92,1.08,8743,235,2.76,8450,8921
70,بپاس,بيمه پاسارگاد,1125,1173532,103480103627,88154,88155,88187,33,0.04,88178,24,0.03,88155,88280
71,كچاد,معدني‌وصنعتي‌چادرملو,1087,4229982,87271537860,20450,20130,20400,-50,-0.24,20590,140,0.68,20130,21000
72,آوا,صندوق س.سهام آواي معيار-س,1071,8140416,52345039976,6344,6350,6420,76,1.2,6430,86,1.36,6350,6530
73,ضسپا3002,اختيارخ خساپا-1800-1400/03/26,1066,57671,8413681000,146,146,141,-5,-3.42,146,0,0,140,169
74,شيران,س. صنايع‌شيميايي‌ايران,968,5675592,116522069020,21160,20530,20530,-630,-2.98,20530,-630,-2.98,20530,20700
75,وسكرد,شركت س استان كردستان,917,55096922,36970249229,691,671,671,-20,-2.89,675,-16,-2.32,671,680
76,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,917,29898524,70141937304,2418,2346,2346,-72,-2.98,2346,-72,-2.98,2346,2346
77,ساراب,سيمان‌ داراب‌,909,3025408,64280377400,20190,21290,21400,1210,5.99,21250,1060,5.25,20550,21400
78,پيزد,مجتمع صنايع لاستيك يزد,893,120066,7243276809,62192,60327,60327,-1865,-3,61912,-280,-0.45,60327,60390
79,شبهرن,نفت‌ بهران‌,856,6212231,68824910920,11400,11060,11060,-340,-2.98,11080,-320,-2.81,11060,11400
80,ومهان,گروه توسعه مالي مهر آيندگان,854,2499633,30603485251,12375,12080,12120,-255,-2.06,12293,-82,-0.66,12004,12490
81,خكرمان,گروه اقتصادي كرمان خودرو,837,8093138,28001189531,3429,3380,3440,11,0.32,3460,31,0.9,3370,3530
82,ارفع,شركت آهن و فولاد ارفع,831,6278512,88049262142,14420,13988,13988,-432,-3,14024,-396,-2.75,13988,14500
83,كگلح,ح . معدني و صنعتي گل گهر,811,4407632,45119612660,10190,10010,10140,-50,-0.49,10240,50,0.49,10010,10570
84,وصنعت,سرمايه گذاري توسعه صنعت وتجارت,808,6246631,35659180330,5690,5720,5750,60,1.05,5700,10,0.18,5610,5780
85,تسه9912,امتياز تسهيلات مسكن اسفند99,804,13312,7228380410,542137,536000,560000,17863,3.29,542997,860,0.16,527525,569243
86,طلا,صندوق س.پشتوانه طلاي لوتوس,784,565595,36999003986,66595,65210,65860,-735,-1.1,65416,-1179,-1.77,65170,65870
87,البرز,بيمه البرز,780,9407655,32182895064,3477,3410,3450,-27,-0.78,3439,-38,-1.09,3380,3485
88,وسينا,بانك سينا,776,30233839,82554038921,2814,2730,2730,-84,-2.99,2731,-83,-2.95,2730,2789
89,فجر,فولاد اميركبيركاشان,772,1103399,63694623750,55870,55500,57990,2120,3.79,57730,1860,3.33,55500,59190
90,كگل,معدني و صنعتي گل گهر,764,4546570,60909671250,13400,13050,13240,-160,-1.19,13400,0,0,13020,13970
91,شصدف,صنعتي دوده فام,759,179677,5869688236,30819,32668,32668,1849,6,31023,204,0.66,32668,32668
92,وسكاب,س.ص.بازنشستگي كاركنان بانكها,725,6289293,30243329039,4745,4800,4830,85,1.79,4784,39,0.82,4752,4980
93,شلرد,كود شيميايي اوره لردگان,721,6784152,42778324881,6297,6220,6297,0,0,6306,9,0.14,6220,6420
94,هرمز,فولاد هرمزگان جنوب,716,2334524,35010795910,15035,14989,14860,-175,-1.16,15023,-12,-0.08,14750,15190
95,زگلدشتح,ح.كشت و دام گلدشت نمونه اصفهان,712,4457795,28561148578,6568,6371,6371,-197,-3,6407,-161,-2.45,6371,6660
96,وكار,بانك‌ كارآفرين‌,708,16328847,48139122876,2934,2940,2970,36,1.23,2948,14,0.48,2900,3000
97,رمپنا,گروه مپنا (سهامي عام),682,10634032,163870780800,15880,15410,15410,-470,-2.96,15410,-470,-2.96,15410,15420
98,ثمسكن,سرمايه‌گذاري‌ مسكن‌,662,6816750,33601664830,5056,4925,4905,-151,-2.99,4970,-86,-1.7,4905,5089
99,شغدير,پتروشيمي غدير,644,677636,41898782970,62070,62000,61990,-80,-0.13,61860,-210,-0.34,60500,64000
100,شفن,پتروشيمي فناوران,643,111508,34435430150,313670,304260,305550,-8120,-2.59,311940,-1730,-0.55,304260,315990
101,افق,فروشگاههاي زنجيره اي افق كوروش,634,1029941,70801421540,68450,67000,68990,540,0.79,68700,250,0.37,67000,70000
102,سرچشمه,سرمايه گذاري مس سرچشمه,632,3226896,19384662406,5973,5830,6030,57,0.95,5987,14,0.23,5830,6150
103,وبانك,سرمايه گذاري گروه توسعه ملي,626,4129506,31255082890,7720,7490,7530,-190,-2.46,7660,-60,-0.78,7490,7800
104,شاراك,پتروشيمي شازند,621,2267528,59144869000,25760,25010,26100,340,1.32,25990,230,0.89,24990,26500
105,سكه0012پ01,سكه تمام بهارتحويلي 1روزه رفاه,606,168500,152719704800,933821,909999,904001,-29820,-3.19,906348,-27473,-2.94,903800,914399
106,مدير,ص.س.مديريت ثروت ص.بازنشستگي-س,601,2041449,16028883761,7760,7877,7818,58,0.75,7852,92,1.19,7701,7940
107,فنوال,نورد آلومينيوم‌,591,1209921,31626896980,26310,25560,26300,-10,-0.04,26190,-120,-0.46,25530,26890
108,زاگرس,پتروشيمي زاگرس,585,231516,46153028806,195362,199000,198710,3348,1.71,197251,1889,0.97,193310,201000
109,آريان,سرمايه گذاري پارس آريان,568,12223716,114454914239,9530,9342,9410,-120,-1.26,9363,-167,-1.75,9340,9529
110,ميدكو,هلدينگ صنايع  معدني خاورميانه,548,4178803,138178585811,32760,32761,33100,340,1.04,33067,307,0.94,32761,33100
111,رانفور,خدمات‌انفورماتيك‌,548,10216697,65795528680,6630,6440,6440,-190,-2.87,6460,-170,-2.56,6440,6440
112,شسپا,نفت سپاهان,529,1775015,25301501020,14410,14230,14190,-220,-1.53,14340,-70,-0.49,14010,14620
113,فنورد,نوردوقطعات‌ فولادي‌,521,122308,18698185150,151830,150000,153000,1170,0.77,152240,410,0.27,148590,157990
114,ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,509,5045979,40774035800,8320,8080,8080,-240,-2.88,8150,-170,-2.04,8080,8140
115,ثتوسا,س.توسعه و عمران استان اردبيل,506,1964651,76570308074,39769,38974,38974,-795,-2,38974,-795,-2,38974,38974
116,خديزل,بهمن  ديزل,499,900459,35250916187,40220,39014,39035,-1185,-2.95,39485,-735,-1.83,39014,40290
117,دسبحانح,ح. سبحان دارو,498,206528,2676146520,13100,12340,13100,0,0,12960,-140,-1.07,12320,13600
118,قيستو,شركت قند بيستون,497,4278854,82632772361,19463,19074,19231,-232,-1.19,19312,-151,-0.78,19074,19852
119,ضخود7075,اختيارخ خودرو-2000-1400/07/07,495,18337,4974280000,267,289,251,-16,-5.99,271,4,1.5,245,320
120,همراه,شركت ارتباطات سيار ايران,487,1765517,40627288960,23720,23010,23010,-710,-2.99,23420,-300,-1.26,23010,23200
121,تصميم,صندوق س با درآمد ثابت تصميم,485,5083770,82765901520,16263,16284,16277,14,0.09,16280,17,0.1,16255,16290
122,تسه9803,امتياز تسهيلات مسكن خرداد98,484,5505,2860086517,518358,504010,526969,8611,1.66,519543,1185,0.23,504010,528450
123,كارين2,صندوق س نگين سامان-ثابت,480,4800000,4800000,10076,1,1,-10075,-99.99,1,-10075,-99.99,1,1
124,شپديس,پتروشيمي پرديس,479,546151,50366671270,91770,91770,91940,170,0.19,92010,240,0.26,90750,93390
125,وپخش,داروپخش‌ (هلدينگ‌,470,266969,26804445210,102640,104800,99570,-3070,-2.99,101490,-1150,-1.12,99570,104800
126,ضخود7076,اختيارخ خودرو-2500-1400/07/07,468,17860,2710673000,144,158,151,7,4.86,152,8,5.56,140,177
127,مبين,مبين انرژي خليج فارس,461,2717962,42632420800,15490,15030,15890,400,2.58,15560,70,0.45,15030,16000
128,ارزش,صندوق س ارزش آفرين بيدار-سهام,460,2934281,26745796630,8980,9140,9090,110,1.22,9110,130,1.45,9040,9180
129,كارين,صندوق س نگين سامان-ثابت,460,21000514,211789132710,10076,10086,10087,11,0.11,10085,9,0.09,10084,10087
130,واميدح,ح.گروه مديريت سرمايه گذار اميد,446,2944630,23013325330,1250,8020,7540,6290,503.2,7820,6570,525.6,7540,8490
131,كگهر,سنگ آهن گهرزمين,439,1171809,49771857772,43223,41927,41927,-1296,-3,42899,-324,-0.75,41927,44800
132,پارسان,گسترش نفت و گاز پارسيان,436,1767704,31130645760,17630,17160,17550,-80,-0.45,17620,-10,-0.06,17160,17960
133,پارند,صندوق س. پارند پايدار سپهر,435,6914280,78588818341,11357,11366,11367,10,0.09,11366,9,0.08,11365,11369
134,فردا,صندوق س آواي فرداي زاگرس-ثابت,429,18674917,198514328042,10619,10629,10630,11,0.1,10630,11,0.1,10629,10631
135,واحيا,م .صنايع و معادن احياء سپاهان,428,544333,73594309672,134419,134330,135300,881,0.66,135201,782,0.58,134320,137000
136,آسيا,بيمه آسيا,417,13890201,25627420845,1902,1845,1845,-57,-3,1870,-32,-1.68,1845,1845
137,سمتاز,سيمان ممتازان كرمان,416,800764,18377726292,23352,22885,22885,-467,-2,22980,-372,-1.59,22885,23431
138,شرنگي,شيميايي رنگين,406,157092,40587977843,251081,258613,258613,7532,3,258371,7290,2.9,246061,258613
139,جم,پتروشيمي جم,404,1029421,36126214160,35500,34440,35500,0,0,35350,-150,-0.42,34440,36490
140,آكورد,صندوق س. آرمان آتي كوثر-د,403,7238276,230980580179,31879,31909,31911,32,0.1,31911,32,0.1,31909,31915
141,تسه9908,امتياز تسهيلات مسكن آبان99,403,9160,4901415010,533786,510000,549000,15214,2.85,535089,1303,0.24,510000,554999
142,افران,صندوق س افرا نماد پايدار-ثابت,395,9673105,128152096317,13234,13242,13260,26,0.2,13248,14,0.11,13242,13270
143,تسه9802,امتياز تسهيلات مسكن ارديبهشت98,393,5246,2085939973,391112,410657,410667,19555,5,397625,6513,1.67,371662,410667
144,سيدكو,سرمايه گذاري توسعه صنايع سيمان,390,1741271,10067744130,5800,5630,5720,-80,-1.38,5800,0,0,5630,5980
145,كرماشا,صنايع پتروشيمي كرمانشاه,388,657220,21926662950,33760,32750,33500,-260,-0.77,33580,-180,-0.53,32750,34100
146,سخوز,سيمان خوزستان,388,845129,18045065750,21410,20770,21300,-110,-0.51,21390,-20,-0.09,20770,22690
147,سپ,پرداخت الكترونيك سامان كيش,378,1063131,22767509070,21520,20880,21500,-20,-0.09,21470,-50,-0.23,20880,21810
148,تسه9911,امتياز تسهيلات مسكن بهمن99,377,5440,2932276379,537899,525097,527166,-10733,-2,539021,1122,0.21,522970,564793
149,حسينا,توسعه خدمات دريايي وبندري سينا,376,275349,15830592275,58371,57448,57087,-1284,-2.2,58070,-301,-0.52,56811,59480
150,شساخت,مهندسي و ساختمان صنايع نفت,367,879605,35092344012,39161,40330,40238,1077,2.75,39802,641,1.64,38502,40330
151,ضسپا3003,اختيارخ خساپا-2000-1400/03/26,365,16091,1260022000,68,77,70,2,2.94,78,10,14.71,66,100
152,كاريس,صندوق س.سپهر كاريزما-س,360,2055066,21261430146,10311,10221,10345,34,0.33,10346,35,0.34,10221,10460
153,دالبرح,ح . البرزدارو,358,469408,4102901790,8810,8500,8800,-10,-0.11,8740,-70,-0.79,8500,8940
154,ياقوت,صندوق س ياقوت آگاه-ثابت,355,7309997,90357354204,12351,12349,12349,-2,-0.02,12361,10,0.08,12340,12366
155,حكشتي,كشتيراني جمهوري اسلامي ايران,339,1569922,25322841860,16620,16130,16130,-490,-2.95,16510,-110,-0.66,16130,16130
156,فسپا,گروه‌صنعتي‌سپاهان‌,337,1171360,41737299270,36730,35630,35630,-1100,-2.99,35770,-960,-2.61,35630,36070
157,وصندوق,سرمايه‌گذاري‌صندوق‌بازنشستگي‌,332,1760571,24618487220,14320,13900,13920,-400,-2.79,14250,-70,-0.49,13900,14240
158,زر,صندوق س.پشتوانه سكه طلاي زر,330,337581,12877558023,39066,38505,37999,-1067,-2.73,38147,-919,-2.35,37523,38997
159,كنور,توسعه معدني و صنعتي صبانور,326,396064,19251919810,47610,47300,48380,770,1.62,47950,340,0.71,47000,50000
160,پاكشو,گروه صنعتي پاكشو,324,2826986,17427578470,6350,6160,6160,-190,-2.99,6320,-30,-0.47,6160,6290
161,سپاس,صندوق س. پاداش سهامداري توسعه1,323,14359912,146068546887,10162,10172,10171,9,0.09,10172,10,0.1,10170,10174
162,گوهران,سرمايه گذاري توسعه گوهران اميد,318,940636,6465330032,6961,6753,6860,-101,-1.45,6949,-12,-0.17,6753,6961
163,گشان,توسعه بين المللي پديده شانديز,308,649535,14645065645,23486,22547,22547,-939,-4,22547,-939,-4,22547,22547
164,ضجار2003,اختيارخ وتجارت-3000-1400/02/22,307,17581,91068000,6,7,5,-1,-16.67,5,-1,-16.67,3,8
165,وثوق,سرمايه گذاري وثوق امين,307,901014,15662326362,17737,17383,17383,-354,-2,17444,-293,-1.65,17383,17383
166,ضسپا3004,اختيارخ خساپا-2500-1400/03/26,306,18248,410346000,21,39,20,-1,-4.76,22,1,4.76,17,39
167,تيپيكو,سرمايه گذاري دارويي تامين,306,290958,10008422560,34790,33870,34300,-490,-1.41,34720,-70,-0.2,33870,35000
168,پارتا,مجتمع‌صنعتي‌آرتاويل‌تاير,299,1266404,37358844384,29146,28564,30020,874,3,29500,354,1.21,28564,30020
169,وتوسم,سرمايه‌گذاري‌توسعه‌ملي‌,279,1415266,10871371570,7910,7680,7700,-210,-2.65,7860,-50,-0.63,7680,7730
170,وخارزم,سرمايه گذاري خوارزمي,270,3610870,16429458500,4690,4550,4550,-140,-2.99,4641,-49,-1.04,4550,4550
171,وخاور,بانك خاورميانه,251,2045773,17650388970,8560,8400,8610,50,0.58,8580,20,0.23,8400,8740
172,تسه9810,امتياز تسهيلات مسكن دي98,250,4602,2432823399,527487,520011,518010,-9477,-1.8,528645,1158,0.22,512200,539900
173,تنوين,تامين سرمايه نوين,245,2042277,14766302400,7190,7190,7290,100,1.39,7200,10,0.14,7190,7290
174,پارس,پتروشيمي پارس,243,183900,26231261640,141760,141990,142900,1140,0.8,142000,240,0.17,140100,144130
175,شنفت,نفت‌ پارس‌,241,254419,12021543020,47280,45870,46450,-830,-1.76,47270,-10,-0.02,45870,48120
176,تسه9910,امتياز تسهيلات مسكن دي99,231,2919,1568104295,535909,540000,530000,-5909,-1.1,537206,1297,0.24,520100,562000
177,شيراز,پتروشيمي‌شيراز,229,242620,12570726680,52480,51350,50990,-1490,-2.84,52390,-90,-0.17,50920,53550
178,كاردان,صندوق س تجارت شاخصي كاردان,228,53815,7826980760,142950,145000,144700,1750,1.22,145440,2490,1.74,143510,147270
179,سشرق,سيمان‌ شرق‌,226,3230135,19413191350,6190,6010,6010,-180,-2.91,6120,-70,-1.13,6010,6020
180,فردا2,صندوق س آواي فرداي زاگرس-ثابت,220,22000000,22000000,10619,1,1,-10618,-99.99,1,-10618,-99.99,1,1
181,گوهر,صندوق سكه طلاي كيان,219,125714,5587491507,45631,44530,44001,-1630,-3.57,44446,-1185,-2.6,44000,45333
182,تسه9909,امتياز تسهيلات مسكن آذر99,219,2886,1545231845,534921,521000,530000,-4921,-0.92,535423,502,0.09,510000,560000
183,سحرخيز,صندوق س. گروه زعفران سحرخيز,219,925385,8326497290,9062,9022,9002,-60,-0.66,8998,-64,-0.71,8860,9140
184,درازك,دارويي‌ رازك‌,218,764262,23081448350,31130,30200,30200,-930,-2.99,30680,-450,-1.45,30200,30300
185,تسه9902,امتياز تسهيلات مسكن ارديبهشت99,215,4484,2425519669,531623,540000,520000,-11623,-2.19,540928,9305,1.75,516222,550000
186,عيار,صندوق س. پشتوانه طلاي مفيد,214,262129,6052317998,23620,23000,23100,-520,-2.2,23089,-531,-2.25,22999,23288
187,شرانل,نفت ايرانول,209,304844,11878942912,39452,38270,38801,-651,-1.65,39333,-119,-0.3,38270,39500
188,شصفها,پتروشيمي‌ اصفهان‌,202,94930,12172441485,130098,130000,127497,-2601,-2,128617,-1481,-1.14,127497,131131
189,اطلس,صندوق س.توسعه اندوخته آينده-س,198,62358,12319309199,196382,193600,197800,1418,0.72,197558,1176,0.6,193600,199999
190,خراسان,پتروشيمي خراسان,197,97889,6658379280,69080,67110,67250,-1830,-2.65,68940,-140,-0.2,67010,69970
191,شخارك,پتروشيمي‌ خارك‌,196,224031,9674388470,43490,42190,42740,-750,-1.72,43460,-30,-0.07,42190,43980
192,كاما,باما,195,705540,8127820800,11870,11520,11520,-350,-2.95,11810,-60,-0.51,11520,11520
193,واتي,سرمايه‌ گذاري‌ آتيه‌ دماوند,187,1374069,13355950680,10330,9720,9720,-610,-5.91,10160,-170,-1.65,9720,9720
194,ونفت,سرمايه‌گذاري‌ صنعت‌ نفت‌,186,791522,10844930650,14120,13700,13700,-420,-2.97,14020,-100,-0.71,13700,13990
195,اخابر,مخابرات ايران,174,3455324,32065406720,9560,9280,9280,-280,-2.93,9480,-80,-0.84,9280,9280
196,فيروزه,صندوق شاخص30 شركت فيروزه- سهام,169,46582,5950124850,127510,126050,127600,90,0.07,127730,220,0.17,126050,128880
197,شلعابح,ح . لعابيران‌,169,1324081,12877856300,10310,10600,9700,-610,-5.92,9730,-580,-5.63,9700,10600
198,شكبير,پتروشيمي اميركبير,167,714106,59138523221,84459,82770,82770,-1689,-2,83441,-1018,-1.21,82770,84459
199,لوتوس,تامين سرمايه لوتوس پارسيان,164,757918,6880898480,9320,9080,9100,-220,-2.36,9290,-30,-0.32,9050,9170
200,وبشهر,توسعه‌ صنايع‌ بهشهر(هلدينگ,162,2499416,25818967280,10640,10330,10330,-310,-2.91,10470,-170,-1.6,10330,10330
201,سشمال,سيمان‌ شمال‌,162,1371083,13299505100,9990,9700,9700,-290,-2.9,9910,-80,-0.8,9700,9700
202,آساس,صندوق س.آسمان آرماني سهام-س,161,87061,14133285349,161766,161330,162200,434,0.27,162338,572,0.35,160000,163710
203,نهال,صندوق س. طلاي سرخ نوويرا,158,300597,2717907143,9013,8822,9101,88,0.98,9042,29,0.32,8822,9250
204,بفجر,فجر انرژي خليج فارس,157,814276,17029771710,20990,20370,20460,-530,-2.53,20970,-20,-0.1,20370,21200
205,تسه9907,امتياز تسهيلات مسكن مهر99,156,2092,1123173390,539069,513333,520000,-19069,-3.54,536890,-2179,-0.4,512522,566022
