,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
76,زاگرس,پتروشيمي زاگرس,1285,967123,197072338298,213697,209000,203013,-10684,-5,203772,-9925,-4.64,203013,210900
77,سرچشمه,سرمايه گذاري مس سرچشمه,1272,9442171,62903742753,6655,6740,6500,-155,-2.33,6662,7,0.11,6401,6900
78,وسكرد,شركت س استان كردستان,1234,51528304,29102525086,581,596,572,-9,-1.55,565,-16,-2.75,552,596
79,آسيا,بيمه آسيا,1211,34405676,61539038589,1821,1810,1794,-27,-1.48,1789,-32,-1.76,1753,1826
80,شبريز,پالايش نفت تبريز,1163,3104871,74944568990,25070,24640,23850,-1220,-4.87,24310,-760,-3.03,23820,25490
81,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,1148,13115241,138055872260,10560,10570,10360,-200,-1.89,10530,-30,-0.28,10230,10770
82,رمپنا,گروه مپنا (سهامي عام),1123,12569059,167803389540,14010,14000,13340,-670,-4.78,13350,-660,-4.71,13310,14000
83,پاكشو,گروه صنعتي پاكشو,1115,12124076,75698736870,6130,6040,6220,90,1.47,6200,70,1.14,5990,6400
84,وخارزمح,ح.سرمايه گذاري خوارزمي,1112,7477873,19766548725,2751,2730,2630,-121,-4.4,2643,-108,-3.93,2570,2770
85,دابور,داروسازي‌ ابوريحان‌,1054,2745228,71948871330,33800,27200,26100,-7700,-22.78,26210,-7590,-22.46,25840,28100
86,وملل,اعتباري ملل,1028,42233247,527847589011,13351,12510,12500,-851,-6.37,12498,-853,-6.39,11885,12700
87,سامان,بانك سامان,1024,7612079,71565955779,9474,9240,9190,-284,-3,9402,-72,-0.76,9190,9688
88,تسه0001,امتيازتسهيلات مسكن فروردين1400,1021,21408,12723737193,596285,590245,597000,715,0.12,594345,-1940,-0.33,575333,610000
89,سشرق,سيمان‌ شرق‌,953,16488182,82991697440,5270,5090,5030,-240,-4.55,5030,-240,-4.55,5010,5200
90,ما,بيمه  ما,941,8128660,72567547210,8830,9190,9000,170,1.93,8930,100,1.13,8820,9190
91,سفارس,سيمان فارس و خوزستان,941,6271777,90028285070,15020,14800,14310,-710,-4.73,14350,-670,-4.46,14270,14800
92,آوا,صندوق س.سهام آواي معيار-س,941,12352598,81530590807,6632,6601,6600,-32,-0.48,6600,-32,-0.48,6585,6640
93,ضخود7075,اختيارخ خودرو-2000-1400/07/07,931,40874,6357069000,185,199,142,-43,-23.24,156,-29,-15.68,139,209
94,حتايد,تايدواترخاورميانه,923,2862254,68063013240,23580,24390,23630,50,0.21,23780,200,0.85,23150,24580
95,شغدير,پتروشيمي غدير,897,1425687,95540601050,68070,69450,66170,-1900,-2.79,67010,-1060,-1.56,65900,69450
96,واتي,سرمايه‌ گذاري‌ آتيه‌ دماوند,897,20683942,195648135450,9380,9010,9480,100,1.07,9460,80,0.85,9010,9540
97,فباهنر,مس‌ شهيدباهنر,882,949921,21027176010,22640,21860,21900,-740,-3.27,22180,-460,-2.03,21740,23000
98,فباهنرح,ح . مس‌ شهيدباهنر,852,1854791,26951011570,15010,14880,14390,-620,-4.13,14530,-480,-3.2,14310,15130
99,تسه9912,امتياز تسهيلات مسكن اسفند99,846,20630,12174325666,592517,571200,570622,-21895,-3.7,590127,-2390,-0.4,570622,600000
100,پرداخت,به پرداخت ملت,823,2657879,60156461510,22520,21490,22600,80,0.36,22630,110,0.49,21490,23600
101,آگاس,صندوق س.هستي بخش آگاه-س,813,697802,43634969568,63904,63001,62398,-1506,-2.36,62532,-1372,-2.15,62250,63899
102,فاسمين,كالسيمين‌,811,3951654,52838675860,13940,13650,13250,-690,-4.95,13370,-570,-4.09,13250,14170
103,كاوه,فولاد كاوه جنوب كيش,801,5035477,96400375430,19770,19600,18910,-860,-4.35,19150,-620,-3.14,18900,19900
104,بپاس,بيمه پاسارگاد,766,1119602,107195256709,91347,94950,95914,4567,5,95689,4342,4.75,93300,95914
105,ساراب,سيمان‌ داراب‌,746,3516441,72932967430,21770,20950,20690,-1080,-4.96,20740,-1030,-4.73,20690,21740
106,وساغربي,شركت س استان آذربايجان غربي,728,63509607,42043359834,696,662,662,-34,-4.89,662,-34,-4.89,662,662
107,والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,722,3336657,43242174570,13400,13190,13000,-400,-2.99,12960,-440,-3.28,12730,13440
108,رانفور,خدمات‌انفورماتيك‌,721,6983097,43325698430,6180,6290,6200,20,0.32,6200,20,0.32,6180,6300
109,كارين,صندوق س نگين سامان-ثابت,719,36918561,375285732516,10160,10166,10163,3,0.03,10165,5,0.05,10163,10167
110,شپديس,پتروشيمي پرديس,705,983267,92930124380,94550,94560,93880,-670,-0.71,94520,-30,-0.03,93000,96000
111,شلرد,كود شيميايي اوره لردگان,697,8163109,48131026205,6028,6040,5848,-180,-2.99,5896,-132,-2.19,5848,6050
112,خزاميا,زامياد,695,8046054,57453342780,7480,7130,7110,-370,-4.95,7140,-340,-4.55,7110,7250
113,ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,694,3732133,31824445050,8820,8900,8380,-440,-4.99,8660,-160,-1.81,8380,8950
114,سپ,پرداخت الكترونيك سامان كيش,666,1572439,37156410840,24200,23120,24200,0,0,23750,-450,-1.86,22990,24880
115,گشان,توسعه بين المللي پديده شانديز,660,1870201,42972003969,23445,22977,22977,-468,-2,22977,-468,-2,22977,23001
116,وساپا,سرمايه‌گذاري‌ سايپا,659,11059155,48972878571,4643,4450,4411,-232,-5,4428,-215,-4.63,4411,4600
117,معيار,سرمايه گذاري معيار صنعت پارس,656,872189,48833358871,56518,54823,58123,1605,2.84,55989,-529,-0.94,54823,58123
118,شبهرن,نفت‌ بهران‌,656,2507931,27656133210,11310,10930,10800,-510,-4.51,11160,-150,-1.33,10790,11490
119,گوهران,سرمايه گذاري توسعه گوهران اميد,648,1320176,9252183081,7020,7195,7030,10,0.14,7013,-7,-0.1,6900,7195
120,غبشهر,صنعتي‌ بهشهر,646,2741963,55619353320,21300,20250,20240,-1060,-4.98,20280,-1020,-4.79,20240,21000
121,وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,631,997905,39838412460,41740,41000,39660,-2080,-4.98,39920,-1820,-4.36,39660,41020
122,ضپاس2001,اختيارخ وپارس-2500-1400/02/29,631,30092,1408459000,101,50,56,-45,-44.55,47,-54,-53.47,22,94
123,ضسپا3003,اختيارخ خساپا-2000-1400/03/26,631,32549,1369005000,57,74,40,-17,-29.82,42,-15,-26.32,31,74
124,تاصيكو,سرمايه گذاري صدرتامين,630,4146396,40149614920,10000,9750,9720,-280,-2.8,9890,-110,-1.1,9500,10070
125,دعبيد,لابراتوارداروسازي‌  دكترعبيدي‌,625,1059510,26628343450,24670,25500,25500,830,3.36,24940,270,1.09,24550,25500
126,وصنعت,سرمايه گذاري توسعه صنعت وتجارت,610,5857662,31130989950,5470,5390,5380,-90,-1.65,5310,-160,-2.93,5230,5480
127,كگل,معدني و صنعتي گل گهر,597,2574531,36108250330,14260,14260,13760,-500,-3.51,14190,-70,-0.49,13720,14300
128,افق,فروشگاههاي زنجيره اي افق كوروش,593,797946,53789552030,68190,67130,66990,-1200,-1.76,67670,-520,-0.76,66200,68100
129,وسينا,بانك سينا,590,12658335,30567034739,2525,2468,2405,-120,-4.75,2415,-110,-4.36,2400,2533
130,شپلي,پلي اكريل ايران,584,7744844,65080030818,8083,8406,8406,323,4,8403,320,3.96,8200,8406
131,ومهان,گروه توسعه مالي مهر آيندگان,582,1861571,22725435385,12448,12440,12189,-259,-2.08,12336,-112,-0.9,12140,12590
132,وسلرستا,شركت س استان لرستان,566,36480748,28199618204,813,773,773,-40,-4.92,774,-39,-4.8,773,773
133,سشمال,سيمان‌ شمال‌,557,2756410,25414741410,9490,9520,9020,-470,-4.95,9220,-270,-2.85,9020,9750
134,وسيستا,شركت س استان سيستان وبلوچستان,553,39832650,24138585900,637,606,606,-31,-4.87,617,-20,-3.14,606,606
135,فسپا,گروه‌صنعتي‌سپاهان‌,551,991261,33250241060,33820,34440,33950,130,0.38,33540,-280,-0.83,33120,34440
136,البرز,بيمه البرز,548,6747680,23706835733,3582,3582,3500,-82,-2.29,3513,-69,-1.93,3411,3639
137,ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,542,10481387,47047259930,4710,4500,4480,-230,-4.88,4490,-220,-4.67,4480,4640
138,ورازي,بيمه رازي,539,7311885,52893087906,7319,6980,7377,58,0.79,7234,-85,-1.16,6954,7600
139,كاما,باما,532,2445540,23354907000,10050,9550,9550,-500,-4.98,9740,-310,-3.08,9550,9550
140,لوتوس,تامين سرمايه لوتوس پارسيان,528,7448511,50869682700,6980,6660,6750,-230,-3.3,6830,-150,-2.15,6660,7020
141,وگردش,بانك گردشگري,522,2197266,33029849627,15252,14800,14916,-336,-2.2,15172,-80,-0.52,14795,15489
142,پارند,صندوق س. پارند پايدار سپهر,516,10063414,113179105144,11232,11246,11246,14,0.12,11247,15,0.13,11245,11251
143,فايرا,آلومينيوم‌ايران‌,505,5134005,93914506190,18390,18390,18310,-80,-0.44,18290,-100,-0.54,17820,18410
144,فنورد,نوردوقطعات‌ فولادي‌,496,412366,65344680710,166660,158330,158330,-8330,-5,158460,-8200,-4.92,158330,163990
145,تسه9911,امتياز تسهيلات مسكن بهمن99,489,7913,4654410394,592830,563999,572000,-20830,-3.51,588198,-4632,-0.78,563999,610000
146,كنور,توسعه معدني و صنعتي صبانور,488,575263,28644610530,49580,48610,50000,420,0.85,49680,100,0.2,48610,50870
147,وبوعلي,سرمايه‌گذاري‌بوعلي‌,472,4013274,15209483370,4090,3920,3770,-320,-7.82,3790,-300,-7.33,3730,3920
148,ضسپا3002,اختيارخ خساپا-1800-1400/03/26,469,24038,1842157000,101,60,80,-21,-20.79,77,-24,-23.76,60,106
149,وسكاب,س.ص.بازنشستگي كاركنان بانكها,465,4438443,20647054098,4757,4756,4749,-8,-0.17,4652,-105,-2.21,4566,4756
150,وثوق,سرمايه گذاري وثوق امين,464,834386,13284215847,16361,15875,15871,-490,-2.99,15921,-440,-2.69,15871,16660
151,شسپا,نفت سپاهان,458,2157071,32621356820,15320,15020,14840,-480,-3.13,15210,-110,-0.72,14710,15440
152,سپاها,سيمان‌سپاهان‌,455,3029318,19826251130,6760,6560,6500,-260,-3.85,6540,-220,-3.25,6460,6890
153,جم پيلن,پلي پروپيلن جم - جم پيلن,448,521662,35217495820,69700,68260,67300,-2400,-3.44,68270,-1430,-2.05,67000,69700
154,سخزر,سيمان‌ خزر,445,1357310,24061675080,18540,18010,17620,-920,-4.96,17730,-810,-4.37,17620,18690
155,شاراك,پتروشيمي شازند,444,894999,22281783710,25480,25490,24630,-850,-3.34,25320,-160,-0.63,24500,25850
156,شپاكسا,پاكسان‌,443,2841679,59925635020,22120,21020,21020,-1100,-4.97,21090,-1030,-4.66,21020,22000
157,ارزش,صندوق س ارزش آفرين بيدار-سهام,443,3692918,32055112350,8800,8710,8640,-160,-1.82,8680,-120,-1.36,8620,8770
158,تسه9908,امتياز تسهيلات مسكن آبان99,442,10534,6174069219,591355,584000,592500,1145,0.19,586109,-5246,-0.89,561788,599999
159,وكار,بانك‌ كارآفرين‌,438,8774434,24495511229,2791,2800,2800,9,0.32,2791,0,0,2770,2848
160,كروي,توسعه‌ معادن‌ روي‌ ايران‌,434,1077182,22721900950,21710,20850,20630,-1080,-4.97,21090,-620,-2.86,20630,21980
161,پرديس,سرمايه گذاري پرديس,429,3780969,17423124190,4770,4630,4550,-220,-4.61,4610,-160,-3.35,4540,4720
162,انرژي3,سايراشخاص بورس انرژي,429,105045,23414530500,247660,222900,222900,-24760,-10,236820,-10840,-4.38,222900,222900
163,مدير,ص.س.مديريت ثروت ص.بازنشستگي-س,424,1439236,11021499237,7761,7785,7643,-118,-1.52,7658,-103,-1.33,7565,7785
164,سصوفي,سيمان‌ صوفيان‌,422,2822659,34039254460,12680,12080,12050,-630,-4.97,12060,-620,-4.89,12050,12550
165,وصنا,گروه‌صنايع‌بهشهرايران‌,421,4128450,18940160000,4810,4600,4580,-230,-4.78,4590,-220,-4.57,4570,4900
166,فنوال,نورد آلومينيوم‌,416,1561713,41846424770,28170,27940,26770,-1400,-4.97,26800,-1370,-4.86,26770,27940
167,آكورد,صندوق س. آرمان آتي كوثر-د,414,6135318,197262426396,32135,32151,32156,21,0.07,32152,17,0.05,32151,32156
168,پارس,پتروشيمي پارس,411,274674,40277846620,145680,145680,145200,-480,-0.33,146060,380,0.26,144580,147800
169,كگلح,ح . معدني و صنعتي گل گهر,411,1496459,16526541100,11440,11370,10890,-550,-4.81,11040,-400,-3.5,10850,11370
170,طلا,صندوق س.پشتوانه طلاي لوتوس,408,331177,23470488996,73054,71196,71115,-1939,-2.65,70870,-2184,-2.99,70160,71300
171,شپترو,پتروشيمي آبادان,405,7785525,33880393095,4481,4370,4347,-134,-2.99,4352,-129,-2.88,4347,4481
172,شفن,پتروشيمي فناوران,404,99202,29907673920,300880,300890,300930,50,0.02,301060,180,0.06,298500,306000
173,جم,پتروشيمي جم,392,531900,18157658910,34720,34730,34020,-700,-2.02,34610,-110,-0.32,34000,34730
174,كاردان,صندوق س تجارت شاخصي كاردان,389,110868,15965637200,144630,141000,143000,-1630,-1.13,144010,-620,-0.43,141000,146110
175,پارسيان,بيمه پارسيان,385,4752142,38179264480,8420,8100,8050,-370,-4.39,8030,-390,-4.63,8000,8440
176,سيدكو,سرمايه گذاري توسعه صنايع سيمان,381,9379077,54280366960,5800,5810,5770,-30,-0.52,5790,-10,-0.17,5610,5920
177,پكرمان,گروه‌ صنعتي‌ بارز,372,852405,18485585420,22100,22490,21190,-910,-4.12,21750,-350,-1.58,21030,22490
178,ضسپا3004,اختيارخ خساپا-2500-1400/03/26,369,20829,161292000,11,10,15,4,36.36,8,-3,-27.27,6,15
179,تصميم,صندوق س با درآمد ثابت تصميم,368,3826894,62691773501,16376,16383,16385,9,0.05,16382,6,0.04,16380,16386
180,واعتبار,سرمايه گذاري اعتبار ايران,365,3518857,30761390640,9190,8740,8880,-310,-3.37,8740,-450,-4.9,8740,8890
181,واحيا,م .صنايع و معادن احياء سپاهان,363,529107,78867835013,151044,151700,149000,-2044,-1.35,149058,-1986,-1.31,147102,154000
182,فسازان,غلتك سازان سپاهان,359,639375,19734645700,31940,32750,30350,-1590,-4.98,30870,-1070,-3.35,30350,32750
183,اوصتا2,صندوق انديشه ورزان صباتامين -د,351,35100000,35100000,18666,1,1,-18665,-99.99,1,-18665,-99.99,1,1
184,سخوز,سيمان خوزستان,338,1591302,33411910420,21840,21390,20820,-1020,-4.67,21000,-840,-3.85,20750,22000
185,وشهر,بانك شهر,337,8374264,42357233891,5008,5120,5000,-8,-0.16,5058,50,1,4808,5120
186,نمرينو,ايران‌ مرينوس‌,336,384905,27330910010,111340,69700,73180,-38160,-34.27,71010,-40330,-36.22,66220,73180
187,ثمسكن,سرمايه‌گذاري‌ مسكن‌,329,3626641,14326938523,4141,3968,3934,-207,-5,3950,-191,-4.61,3934,4136
188,تنوين,تامين سرمايه نوين,329,5521888,40403740650,7300,7370,7350,50,0.68,7320,20,0.27,7300,7370
189,شبصير,توليدات پتروشيمي قائد بصير,328,143815,9460060851,64986,63000,65750,764,1.18,65486,500,0.77,63000,66350
190,سكه0012پ01,سكه تمام بهارتحويلي 1روزه رفاه,326,125300,124634740800,1018928,988887,994500,-24428,-2.4,994691,-24237,-2.38,982170,998900
191,تسه9909,امتياز تسهيلات مسكن آذر99,325,5759,3388358297,593479,582500,580000,-13479,-2.27,588359,-5120,-0.86,575150,600000
192,وتوس,توسعه‌شهري‌توس‌گستر,325,1131740,15442570460,13590,13660,13550,-40,-0.29,13640,50,0.37,13550,13800
193,تسه9910,امتياز تسهيلات مسكن دي99,321,4511,2648168253,591137,576300,575000,-16137,-2.73,587047,-4090,-0.69,573100,600000
194,زگلدشتح,ح.كشت و دام گلدشت نمونه اصفهان,318,1039222,5989357779,5852,5750,5759,-93,-1.59,5763,-89,-1.52,5659,5899
195,بموتو,موتوژن‌,315,415123,19222312930,48180,47600,46520,-1660,-3.45,46310,-1870,-3.88,45780,47810
196,وتوكا,سرمايه‌گذاري‌توكافولاد(هلدينگ,314,2256087,20169051140,9400,9110,8930,-470,-5,8940,-460,-4.89,8930,9250
197,شنفت,نفت‌ پارس‌,313,391570,18782784650,47200,47000,46990,-210,-0.44,47500,300,0.64,46990,48940
198,غمارگ,مارگارين‌,310,1940587,37949292510,28200,19990,19000,-9200,-32.62,19560,-8640,-30.64,19000,19990
199,خكرمان,گروه اقتصادي كرمان خودرو,310,4672732,15059974561,3309,3250,3210,-99,-2.99,3223,-86,-2.6,3210,3340
200,وتوسم,سرمايه‌گذاري‌توسعه‌ملي‌,307,3744375,24506257480,6880,6750,6550,-330,-4.8,6540,-340,-4.94,6540,6750
201,ونفت,سرمايه‌گذاري‌ صنعت‌ نفت‌,301,1853365,26008902440,14270,13950,13850,-420,-2.94,14030,-240,-1.68,13620,14420
202,امين يكم2,صندوق درآمد ثابت امين يكم فردا,300,30000000,30000000,10161,1,1,-10160,-99.99,1,-10160,-99.99,1,1
203,فردا,صندوق س آواي فرداي زاگرس-ثابت,295,10784690,115506414538,10705,10711,10712,7,0.07,10710,5,0.05,10710,10712
204,ضخود7074,اختيارخ خودرو-1800-1400/07/07,291,16730,3478561000,262,242,200,-62,-23.66,208,-54,-20.61,193,260
