,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
51,امين يكم,صندوق درآمد ثابت امين يكم فردا,2963,89072795,903990274798,10136,10146,10150,14,0.14,10149,13,0.13,10140,10152
52,فخوز,فولاد  خوزستان,2922,17818044,272952140560,15140,14730,15300,160,1.06,15320,180,1.19,14730,15600
53,خساپا,سايپا,2912,218853528,425232404904,1851,1943,1943,92,4.97,1943,92,4.97,1943,1943
54,بگيلان,توسعه مسير برق گيلان,2883,497245,9739838176,19892,19600,19450,-442,-2.22,19804,-88,-0.44,19410,19740
55,ومعادن,توسعه‌معادن‌وفلزات‌,2764,28321703,228220305070,7940,8080,8010,70,0.88,8060,120,1.51,7810,8160
56,آبادا,توليد نيروي برق آبادان,2722,1726845,18899410690,11500,10930,10930,-570,-4.96,10940,-560,-4.87,10930,11200
57,وخارزمح,ح.سرمايه گذاري خوارزمي,2654,11182921,32953699405,2954,3048,2902,-52,-1.76,2947,-7,-0.24,2850,3048
58,وبانك,سرمايه گذاري گروه توسعه ملي,2554,21683222,154823303140,7250,7020,7150,-100,-1.38,7140,-110,-1.52,7020,7250
59,ساراب,سيمان‌ داراب‌,2537,8811510,187784737820,21560,20490,21750,190,0.88,21310,-250,-1.16,20490,22500
60,شپترو,پتروشيمي آبادان,2391,42811732,200293067828,4615,4675,4737,122,2.64,4678,63,1.37,4512,4753
61,وپست,پست بانك ايران,2348,14863134,305841717010,19890,19220,20880,990,4.98,20580,690,3.47,19220,20880
62,كمند,صندوق س. با درآمد ثابت كمند,2341,83016161,835208329465,10055,10061,10061,6,0.06,10061,6,0.06,10060,10063
63,اخابر,مخابرات ايران,2316,16358565,137248800960,8540,8210,8240,-300,-3.51,8390,-150,-1.76,8170,8720
64,غگل,گلوكوزان‌,2168,22502769,60629707966,2710,2651,2700,-10,-0.37,2694,-16,-0.59,2626,2760
65,آسيا,بيمه آسيا,2056,45695835,84478601132,1791,1820,1880,89,4.97,1849,58,3.24,1751,1880
66,نوري,پتروشيمي نوري,1910,1852250,110504146060,59930,60460,58750,-1180,-1.97,59660,-270,-0.45,58070,60800
67,خاور,ايران خودرو ديزل,1899,24245852,117154311803,4888,4742,4881,-7,-0.14,4832,-56,-1.15,4742,4950
68,ونوين,بانك‌اقتصادنوين‌,1783,34797207,146299386517,4183,4070,4240,57,1.36,4204,21,0.5,4070,4289
69,ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,1763,15456946,124696826790,7750,7460,8130,380,4.9,8070,320,4.13,7460,8130
70,حفاري,حفاري شمال,1675,14139349,84996010140,6050,5990,6000,-50,-0.83,6010,-40,-0.66,5900,6180
71,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,1674,10074674,101670068810,10250,9900,10060,-190,-1.85,10120,-130,-1.27,9900,10290
72,ميدكو,هلدينگ صنايع  معدني خاورميانه,1660,6076363,217248183884,34382,35000,36101,1719,5,35753,1371,3.99,34501,36101
73,شبريز,پالايش نفت تبريز,1644,4377117,113678295360,26720,25600,25390,-1330,-4.98,25970,-750,-2.81,25390,27130
74,كگل,معدني و صنعتي گل گهر,1639,11578014,166331249880,14500,14650,14110,-390,-2.69,14370,-130,-0.9,14020,14770
75,ماديرا,صنايع ماشين هاي اداري ايران,1631,13185399,98844351365,7446,7300,7612,166,2.23,7497,51,0.68,7220,7690
76,صبا,سرمايه گذاري صبا تامين,1547,4291985,31919830237,7544,7360,7407,-137,-1.82,7515,-29,-0.38,7351,7580
77,قرن,پديده شيمي قرن,1534,860961,52841891010,61450,61500,61300,-150,-0.24,61380,-70,-0.11,60310,62140
78,اعتماد,صندوق س.اعتماد آفرين پارسيان-د,1513,27094500,987434006360,36425,36445,36443,18,0.05,36444,19,0.05,36442,36447
79,وسينا,بانك سينا,1497,30077164,78216433354,2565,2438,2660,95,3.7,2601,36,1.4,2438,2678
80,كيان,صندوق س. با درآمد ثابت كيان,1483,19156031,544899222195,28430,28445,28447,17,0.06,28445,15,0.05,28444,28449
81,تسه0001,امتيازتسهيلات مسكن فروردين1400,1350,38323,22421422915,565314,572223,586500,21186,3.75,585064,19750,3.49,571122,593579
82,پرديس,سرمايه گذاري پرديس,1349,12597469,61739140680,5430,4890,4890,-540,-9.94,4900,-530,-9.76,4890,5060
83,هرمز,فولاد هرمزگان جنوب,1342,7741682,122100823431,15352,15840,15770,418,2.72,15757,405,2.64,15400,16100
84,پرداخت,به پرداخت ملت,1327,9450266,220520772700,24550,23330,23330,-1220,-4.97,23330,-1220,-4.97,23330,23720
85,فنوال,نورد آلومينيوم‌,1248,2434721,68897665130,27460,27460,28600,1140,4.15,28300,840,3.06,27100,28830
86,بجهرم,توسعه مولد نيروگاهي جهرم,1239,14706581,33463923500,2278,2247,2257,-21,-0.92,2275,-3,-0.13,2211,2330
87,تملت,تامين سرمايه بانك ملت,1191,5506339,27044563138,4938,4980,4883,-55,-1.11,4912,-26,-0.53,4817,5050
88,معيار,سرمايه گذاري معيار صنعت پارس,1091,1221000,73919580855,60526,59000,58711,-1815,-3,60540,14,0.02,58711,62341
89,وگردش,بانك گردشگري,1089,11836064,181461262277,15204,14748,15390,186,1.22,15331,127,0.84,14748,15660
90,وسكرد,شركت س استان كردستان,1080,50750599,30157154914,623,592,592,-31,-4.98,594,-29,-4.65,592,618
91,وثوق,سرمايه گذاري وثوق امين,1072,2597062,44010055304,16486,16980,16980,494,3,16946,460,2.79,16530,16980
92,شيران,س. صنايع‌شيميايي‌ايران,1068,2380090,51140748590,21440,20890,21440,0,0,21470,30,0.14,20890,22100
93,وصنعت,سرمايه گذاري توسعه صنعت وتجارت,1067,13280722,73119227360,5680,5620,5520,-160,-2.82,5510,-170,-2.99,5430,5680
94,شجم,صنايع پتروشيمي تخت جمشيد,1061,7456621,69642675115,9534,9500,9302,-232,-2.43,9340,-194,-2.03,9248,9653
95,آگاس,صندوق س.هستي بخش آگاه-س,1059,1150619,74025048357,64593,64451,63860,-733,-1.13,64335,-258,-0.4,63801,65220
96,خفولا,خدمات فني فولاد يزد,1051,4531043,195247173913,41836,43091,43091,1255,3,43091,1255,3,43091,43091
97,توريل,توکاريل,1030,3768918,61492730236,16906,16125,16061,-845,-5,16316,-590,-3.49,16061,16980
98,دكپسول,توليد ژلاتين كپسول ايران,1026,1748611,56020578261,30610,30853,32119,1509,4.93,32037,1427,4.66,30853,32140
99,خكرمان,گروه اقتصادي كرمان خودرو,1019,24309617,82865034158,3314,3230,3413,99,2.99,3409,95,2.87,3230,3413
100,كگلح,ح . معدني و صنعتي گل گهر,1012,3775549,43016257270,11950,11950,11280,-670,-5.61,11390,-560,-4.69,11120,11990
101,شلرد,كود شيميايي اوره لردگان,1001,8759111,55546109533,6430,6242,6340,-90,-1.4,6342,-88,-1.37,6238,6500
102,آوا,صندوق س.سهام آواي معيار-س,1001,11448311,76689151231,6623,6660,6701,78,1.18,6699,76,1.15,6590,6775
103,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,975,6610547,66509509490,10110,9950,10120,10,0.1,10080,-30,-0.3,9910,10170
104,ونفت,سرمايه‌گذاري‌ صنعت‌ نفت‌,974,6778324,98645396790,13870,14560,14560,690,4.97,14550,680,4.9,14210,14560
105,وشهر,بانك شهر,966,8493042,43807348617,5339,5126,5199,-140,-2.62,5158,-181,-3.39,5126,5350
106,سرو,صندوق س سروسودمند مدبران-سهام,959,948166,60397960340,63550,63500,63660,110,0.17,63700,150,0.24,62600,64750
107,گكوثر,هتل پارسيان كوثر اصفهان,947,13916259,30059680403,2191,2112,2110,-81,-3.7,2160,-31,-1.41,2088,2249
108,ارفع,شركت آهن و فولاد ارفع,930,7901743,114595040702,14092,13950,14600,508,3.6,14503,411,2.92,13760,14650
109,البرز,بيمه البرز,916,13306921,48843237111,3765,3749,3610,-155,-4.12,3671,-94,-2.5,3600,3765
110,سخزر,سيمان‌ خزر,899,2637138,51231587240,20420,19400,19400,-1020,-5,19430,-990,-4.85,19400,20300
111,خصدرا,صنعتي‌ دريايي‌ ايران‌,898,17667931,42441747375,2468,2400,2394,-74,-3,2402,-66,-2.67,2394,2460
112,خريخت,صنايع‌ريخته‌گري‌ايران‌,890,12484965,32947001396,2753,2616,2630,-123,-4.47,2639,-114,-4.14,2616,2740
113,رانفور,خدمات‌انفورماتيك‌,880,5863705,36681110300,6240,6210,6270,30,0.48,6250,10,0.16,6150,6390
114,تسه9912,امتياز تسهيلات مسكن اسفند99,863,15260,8930219140,565105,580000,593360,28255,5,585204,20099,3.56,560555,593360
115,جم پيلن,پلي پروپيلن جم - جم پيلن,861,1080414,76910871740,74200,74300,70920,-3280,-4.42,71190,-3010,-4.06,70490,75710
116,طلا,صندوق س.پشتوانه طلاي لوتوس,853,521772,38519266746,73326,74790,73050,-276,-0.38,73824,498,0.68,72809,74800
117,شپديس,پتروشيمي پرديس,840,2043004,192783507120,94220,94820,93950,-270,-0.29,94360,140,0.15,93010,97000
118,جوين,كشت و صنعت جوين,839,12523616,57076931222,4585,4451,4599,14,0.31,4558,-27,-0.59,4448,4620
119,فايرا,آلومينيوم‌ايران‌,830,4049098,74516355670,18240,17480,18530,290,1.59,18400,160,0.88,17480,18530
120,زاگرس,پتروشيمي زاگرس,821,414322,88325614018,208074,212000,213400,5326,2.56,212390,4316,2.07,208100,214000
121,كماسه,تامين‌ ماسه‌ ريخته‌گري‌,811,1489781,45944581370,32410,30790,30790,-1620,-5,30840,-1570,-4.84,30790,31520
122,سامان,بانك سامان,809,8991825,81432195865,8891,8625,9157,266,2.99,9056,165,1.86,8625,9157
123,لوتوس,تامين سرمايه لوتوس پارسيان,801,12207765,93453435950,8020,7620,7640,-380,-4.74,7660,-360,-4.49,7620,7900
124,سفارس,سيمان فارس و خوزستان,780,2847256,44156946630,15810,15700,15350,-460,-2.91,15510,-300,-1.9,15200,15900
125,سشرق,سيمان‌ شرق‌,778,4662035,26516656710,5720,5720,5600,-120,-2.1,5690,-30,-0.52,5500,5880
126,وثنو,سرمايه گذاري ساختماني نوين,777,5686884,25666384032,4413,4283,4460,47,1.07,4513,100,2.27,4283,4545
127,كنور,توسعه معدني و صنعتي صبانور,774,1156771,56884578850,51180,50300,48890,-2290,-4.47,49210,-1970,-3.85,48630,50990
128,كاوه,فولاد كاوه جنوب كيش,770,4235868,85261893430,20170,19310,19760,-410,-2.03,20140,-30,-0.15,19310,20490
129,فاسمين,كالسيمين‌,762,2778850,39429413600,14430,14150,14010,-420,-2.91,14190,-240,-1.66,13860,14500
130,ضخود7075,اختيارخ خودرو-2000-1400/07/07,747,26123,6377565000,191,194,280,89,46.6,244,53,27.75,150,292
131,كروي,توسعه‌ معادن‌ روي‌ ايران‌,747,1509154,34656868160,23830,23960,22680,-1150,-4.83,22960,-870,-3.65,22640,23970
132,جم,پتروشيمي جم,747,1664288,57161873380,35230,34410,34200,-1030,-2.92,34710,-520,-1.48,33980,35900
133,فسپا,گروه‌صنعتي‌سپاهان‌,746,1938301,68677352790,35180,35540,35000,-180,-0.51,35430,250,0.71,34550,36290
134,فباهنرح,ح . مس‌ شهيدباهنر,735,1816944,28653174430,16080,16000,15670,-410,-2.55,15770,-310,-1.93,15600,16250
135,تايرا,تراكتورسازي‌ايران‌,727,1524566,39111736930,25220,23960,25650,430,1.7,25650,430,1.7,23960,26430
136,رمپنا,گروه مپنا (سهامي عام),723,2131259,30542808020,14530,14240,14350,-180,-1.24,14480,-50,-0.34,14010,14670
137,ضخود7077,اختيارخ خودرو-3000-1400/07/07,718,37384,2584243000,48,56,73,25,52.08,69,21,43.75,55,75
138,همراه,شركت ارتباطات سيار ايران,714,3132773,70038003580,22500,22130,22000,-500,-2.22,22400,-100,-0.44,21820,22710
139,وسيستا,شركت س استان سيستان وبلوچستان,713,45527613,30503542710,705,670,670,-35,-4.96,680,-25,-3.55,670,671
140,شصدف,صنعتي دوده فام,708,137329,4545589900,31524,33100,33100,1576,5,31977,453,1.44,33100,33100
141,حتايد,تايدواترخاورميانه,708,1629808,39142420290,24450,23700,23730,-720,-2.94,24020,-430,-1.76,23520,24900
142,واتي,سرمايه‌ گذاري‌ آتيه‌ دماوند,700,4955254,47297714040,9530,9400,9720,190,1.99,9540,10,0.1,9220,9790
143,پاكشو,گروه صنعتي پاكشو,698,4684286,28521356050,6270,6000,6110,-160,-2.55,6230,-40,-0.64,5990,6260
144,تاصيكو,سرمايه گذاري صدرتامين,697,5340512,53361439670,10120,9940,10070,-50,-0.49,10060,-60,-0.59,9850,10140
145,بميلا,توسعه بازرگاني آهن وفولادميلاد,688,5170811,69535643815,13749,13337,13337,-412,-3,13448,-301,-2.19,13337,13980
146,غسالم,سالمين‌,686,7163359,24738815184,3631,3450,3450,-181,-4.98,3454,-177,-4.87,3450,3586
147,فنورد,نوردوقطعات‌ فولادي‌,683,235237,38389621400,160560,160830,167500,6940,4.32,163200,2640,1.64,157200,168570
148,والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,672,1817980,25656150680,14590,14400,13880,-710,-4.87,14140,-450,-3.08,13880,14580
149,وكار,بانك‌ كارآفرين‌,670,13983593,38830983931,2800,2670,2825,25,0.89,2780,-20,-0.71,2660,2850
150,شسپا,نفت سپاهان,659,2107742,32481081650,15680,15600,15410,-270,-1.72,15530,-150,-0.96,15150,15670
151,پارند,صندوق س. پارند پايدار سپهر,659,16559268,185952562493,11215,11221,11230,15,0.13,11230,15,0.13,11220,11240
152,واعتبار,سرمايه گذاري اعتبار ايران,655,7754631,73292421820,9940,9450,9450,-490,-4.93,9450,-490,-4.93,9450,9720
153,سرچشمه,سرمايه گذاري مس سرچشمه,639,6596902,41226698073,5983,6000,6282,299,5,6249,266,4.45,6000,6282
154,ما,بيمه  ما,636,3775128,31297535180,8010,8300,8400,390,4.87,8290,280,3.5,8200,8410
155,واحيا,م .صنايع و معادن احياء سپاهان,636,965641,146341337320,155276,155793,150700,-4576,-2.95,151548,-3728,-2.4,150618,155793
156,سكه0012پ01,سكه تمام بهارتحويلي 1روزه رفاه,614,300400,307871829300,1019012,1030111,1020000,988,0.1,1024873,5861,0.58,1015000,1038000
157,وتوكا,سرمايه‌گذاري‌توكافولاد(هلدينگ,614,2782942,28358832390,10260,10500,10040,-220,-2.14,10190,-70,-0.68,10000,10500
158,شبهرن,نفت‌ بهران‌,608,2166852,24581104870,11310,11190,11280,-30,-0.27,11330,20,0.18,11180,11490
159,خديزل,بهمن  ديزل,605,1249463,51102884275,39222,39228,41173,1951,4.97,40900,1678,4.28,37280,41183
160,فولاژ,فولاد آلياژي ايران,585,2065433,30832117560,15380,14700,14900,-480,-3.12,15190,-190,-1.24,14620,15340
161,ومهان,گروه توسعه مالي مهر آيندگان,581,2359695,29353096639,12564,12331,12400,-164,-1.31,12490,-74,-0.59,12331,12630
162,پارس,پتروشيمي پارس,577,839763,121583073270,143730,145900,145400,1670,1.16,144780,1050,0.73,144450,145950
163,وپترو,سرمايه‌گذاري صنايع پتروشيمي‌,567,2101059,26016046560,12890,12260,12520,-370,-2.87,12380,-510,-3.96,12250,12750
164,بپاس,بيمه پاسارگاد,559,639809,56803287328,88252,88300,89549,1297,1.47,88551,299,0.34,88250,89699
165,افق,فروشگاههاي زنجيره اي افق كوروش,556,627382,42795170380,68730,67200,67780,-950,-1.38,68460,-270,-0.39,67200,69280
166,سمازن,سيمان‌مازندران‌,537,3698046,44840080740,12270,12020,12080,-190,-1.55,12130,-140,-1.14,12020,12380
167,سپاها,سيمان‌سپاهان‌,534,4238974,31397077520,7690,7560,7310,-380,-4.94,7410,-280,-3.64,7310,7750
168,فپنتا,سپنتا,533,59952,21999761310,372460,372510,364610,-7850,-2.11,366960,-5500,-1.48,360000,388000
169,فمراد,آلومراد,528,455437,40234758200,92830,88250,88190,-4640,-5,88340,-4490,-4.84,88190,91000
170,وصندوق,سرمايه‌گذاري‌صندوق‌بازنشستگي‌,524,3569635,49977620060,13910,13910,14000,90,0.65,13950,40,0.29,13430,14180
171,شفن,پتروشيمي فناوران,518,125777,37427539070,304610,300010,300000,-4610,-1.51,301920,-2690,-0.88,289380,306580
172,واميدح,ح.گروه مديريت سرمايه گذار اميد,514,1856185,13746073990,7330,7500,7450,120,1.64,7410,80,1.09,7180,7620
173,ثمسكن,سرمايه‌گذاري‌ مسكن‌,504,4203344,18909309391,4521,4360,4430,-91,-2.01,4499,-22,-0.49,4360,4589
174,شپاكسا,پاكسان‌,500,778902,18939988840,24580,23400,24100,-480,-1.95,24320,-260,-1.06,23400,24980
175,مدير,ص.س.مديريت ثروت ص.بازنشستگي-س,498,2300815,18213304418,7885,7840,7950,65,0.82,7916,31,0.39,7840,8000
176,ضسپا3004,اختيارخ خساپا-2500-1400/03/26,484,25685,619093000,14,25,22,8,57.14,24,10,71.43,19,32
177,تسه9911,امتياز تسهيلات مسكن بهمن99,480,7345,4284875778,565569,566000,583000,17431,3.08,583373,17804,3.15,562201,593847
178,وتوسم,سرمايه‌گذاري‌توسعه‌ملي‌,474,3183187,22645490730,7440,7440,7070,-370,-4.97,7110,-330,-4.44,7070,7500
179,ضخود4002,اختيارخ خودرو-1800-1400/04/02,473,19659,5270199000,168,150,288,120,71.43,268,100,59.52,150,300
180,كرماشا,صنايع پتروشيمي كرمانشاه,463,1983845,64136104300,32210,32480,31980,-230,-0.71,32330,120,0.37,31090,33820
181,تسه9908,امتياز تسهيلات مسكن آبان99,460,11145,6498915307,561512,560012,585000,23488,4.18,583124,21612,3.85,560012,589587
182,شپلي,پلي اكريل ايران,459,6143151,47799857931,7629,7781,7781,152,1.99,7781,152,1.99,7781,7781
183,مبين,مبين انرژي خليج فارس,452,3752790,59288344100,15690,15990,15880,190,1.21,15740,50,0.32,15540,16250
184,گوهران,سرمايه گذاري توسعه گوهران اميد,450,1376642,9586142461,7011,7040,7013,2,0.03,6981,-30,-0.43,6830,7210
185,شغدير,پتروشيمي غدير,445,1114122,71880457610,65210,63540,64010,-1200,-1.84,64520,-690,-1.06,63540,65000
186,ضسپا3003,اختيارخ خساپا-2000-1400/03/26,444,23517,2269174000,52,94,95,43,82.69,96,44,84.62,85,109
187,شلعابح,ح . لعابيران‌,443,7947140,59603550000,8070,7500,7500,-570,-7.06,7500,-570,-7.06,7500,7500
188,سپ,پرداخت الكترونيك سامان كيش,440,2040223,51733466320,24160,25320,25360,1200,4.97,25360,1200,4.97,24850,25360
189,فسازان,غلتك سازان سپاهان,437,1380955,44879658810,32360,33000,32520,160,0.49,32500,140,0.43,31420,33300
190,غزر,صنعتي زر ماكارون,434,358938,8259163380,25560,23010,23010,-2550,-9.98,24840,-720,-2.82,23010,23010
191,ضخود7076,اختيارخ خودرو-2500-1400/07/07,429,16101,2344721000,121,130,144,23,19.01,146,25,20.66,125,155
192,دعبيد,لابراتوارداروسازي‌  دكترعبيدي‌,428,881347,21496682650,24190,24300,24800,610,2.52,24290,100,0.41,23500,24800
193,سخوز,سيمان خوزستان,416,2091667,43995944710,21190,21640,21630,440,2.08,21030,-160,-0.76,20160,21660
194,فباهنر,مس‌ شهيدباهنر,416,622478,14545433890,23410,23800,23180,-230,-0.98,23380,-30,-0.13,23040,23800
195,وسكاب,س.ص.بازنشستگي كاركنان بانكها,398,2445187,11910945068,4869,4815,4822,-47,-0.97,4871,2,0.04,4814,4947
196,ضسپا3002,اختيارخ خساپا-1800-1400/03/26,396,20452,4088286000,102,229,195,93,91.18,200,98,96.08,194,229
197,بساما,بيمه سامان,395,620957,12883618065,20430,19460,20710,280,1.37,20670,240,1.17,19460,21035
198,شرانل,نفت ايرانول,395,600430,23940627806,39788,40239,40000,212,0.53,39851,63,0.16,39060,40540
199,وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,393,333410,14493751810,43630,42000,43710,80,0.18,43510,-120,-0.28,42000,44490
200,تماوندح,ح . تامين سرمايه دماوند,393,15235792,54331406692,3673,3563,3620,-53,-1.44,3566,-107,-2.91,3563,3780
201,سباقر,سيمان باقران,393,2720135,41317028571,15316,15000,14857,-459,-3,15189,-127,-0.83,14857,15770
202,سشمال,سيمان‌ شمال‌,383,1779664,15522802620,9140,8710,8690,-450,-4.92,8720,-420,-4.6,8690,9000
203,دزهراوي,داروسازي‌زهراوي‌,383,1750825,12526004720,7520,7160,7150,-370,-4.92,7150,-370,-4.92,7150,7200
204,شاراك,پتروشيمي شازند,382,818710,20765722110,25370,25080,25350,-20,-0.08,25370,0,0,25080,25940
205,پارسان,گسترش نفت و گاز پارسيان,379,2103781,38183079620,18160,17760,17940,-220,-1.21,18160,0,0,17760,18600
206,ورازي,بيمه رازي,378,2851155,22839603319,8040,8189,7904,-136,-1.69,8011,-29,-0.36,7901,8200
207,ارزش,صندوق س ارزش آفرين بيدار-سهام,375,2264864,20320576200,9000,8950,8950,-50,-0.56,8970,-30,-0.33,8910,9070
