,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
2,پالايش,صندوق پالايشي يکم-سهام,35245,40171576,2857024587980,69090,68000,72750,3660,5.3,71120,2030,2.94,67500,72890
3,دارا يكم,صندوق واسطه گري مالي يكم-سهام,24858,18231223,2287555654370,122360,120400,128910,6550,5.35,125470,3110,2.54,119500,128910
4,شستا,سرمايه گذاري تامين اجتماعي,20782,101184710,1149968412750,11420,11200,11630,210,1.84,11370,-50,-0.44,11200,11700
5,شپنا,پالايش نفت اصفهان,16904,169833952,1974861694900,11850,11620,11720,-130,-1.1,11630,-220,-1.86,11620,11780
6,فملي,ملي‌ صنايع‌ مس‌ ايران‌,15725,92590424,1031185479350,11160,10940,11360,200,1.79,11140,-20,-0.18,10940,11420
7,فولاد,فولاد مباركه اصفهان,14929,141171735,1735482831380,12470,12230,12470,0,0,12290,-180,-1.44,12230,12590
8,وكبهمن,مديريت سرمايه گذاري كوثربهمن,8177,3863420,41533226479,10697,10484,10852,155,1.45,10744,47,0.44,10484,10960
9,وبملت,بانك ملت,7463,244329902,969420383020,3940,3870,4030,90,2.28,3970,30,0.76,3870,4040
10,وتجارت,بانك تجارت,7431,303403724,782905332240,2630,2580,2600,-30,-1.14,2580,-50,-1.9,2580,2600
11,خودرو,ايران‌ خودرو,7251,275315500,616936571350,2280,2240,2260,-20,-0.88,2240,-40,-1.75,2240,2270
12,اپال,فرآوري معدني اپال كاني پارس,6768,8503917,142610740000,16630,16320,17010,380,2.29,16770,140,0.84,16300,17180
13,شتران,پالايش نفت تهران,5737,75246791,708123263930,9600,9410,9430,-170,-1.77,9410,-190,-1.98,9410,9460
14,بوعلي,پتروشيمي بوعلي سينا,5498,1978228,83139554720,42300,41510,42290,-10,-0.02,42030,-270,-0.64,41510,42600
15,وبصادر,بانك صادرات ايران,4984,271083574,620837913980,2330,2290,2300,-30,-1.29,2290,-40,-1.72,2290,2300
16,آريا,پليمر آريا ساسول,4811,1932862,165090677074,85719,84005,86680,961,1.12,85413,-306,-0.36,84005,88400
17,سيتا,سرمايه گذاري سيمان تامين,4523,6408860,96146532850,15000,15000,15010,10,0.07,15000,0,0,15000,15030
18,وپارس,بانك‌پارسيان‌,4412,150719772,379461265920,2550,2510,2560,10,0.39,2520,-30,-1.18,2500,2570
19,ساراب,سيمان‌ داراب‌,3671,11557091,228860160990,19000,19700,20140,1140,6,19800,800,4.21,19100,20140
20,بگيلان,توسعه مسير برق گيلان,3619,544923,11568013397,21468,21047,21200,-268,-1.25,21411,-57,-0.27,21047,21670
21,فخوز,فولاد  خوزستان,2725,16480522,238554507080,14430,14150,14870,440,3.05,14470,40,0.28,14150,15000
22,بپيوند,برق و انرژي پيوندگستر پارس,2666,2284119,29352768205,13108,12846,12846,-262,-2,12952,-156,-1.19,12846,13000
23,آبادا,توليد نيروي برق آبادان,2663,2693362,35579543910,13470,13210,13210,-260,-1.93,13280,-190,-1.41,13210,13250
24,شگويا,پتروشيمي تندگويان,2599,16790248,149368090032,9077,8896,8896,-181,-1.99,8896,-181,-1.99,8896,8922
25,امينح,ح . تامين سرمايه امين,2595,2839330,12975738100,4760,4570,4570,-190,-3.99,4570,-190,-3.99,4570,4570
26,بركت,گروه دارويي بركت,2540,10701884,341497118440,32560,31910,31910,-650,-2,31910,-650,-2,31910,31910
27,تاصيكو,سرمايه گذاري صدرتامين,2536,14846545,147972308740,9820,9650,10140,320,3.26,9970,150,1.53,9630,10290
28,امين يكم,صندوق درآمد ثابت امين يكم فردا,2429,90393598,922464248261,10202,10206,10206,4,0.04,10205,3,0.03,10198,10208
29,كيان,صندوق س. با درآمد ثابت كيان,2413,68089586,1908655871094,28019,28032,28033,14,0.05,28032,13,0.05,28031,28038
30,صبا,سرمايه گذاري صبا تامين,2377,6744681,50213736999,7542,7392,7548,6,0.08,7500,-42,-0.56,7392,7548
31,آوا,صندوق س.سهام آواي معيار-س,2339,19689714,120833119255,5947,5870,6273,326,5.48,6137,190,3.19,5870,6289
32,نوري,پتروشيمي نوري,2277,3042219,183788603870,60550,59340,60700,150,0.25,60410,-140,-0.23,59340,61980
33,وخارزمح,ح.سرمايه گذاري خوارزمي,2193,7816084,27273122890,3530,3400,3550,20,0.57,3490,-40,-1.13,3390,3640
