,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
2,پالايش,صندوق پالايشي يکم-سهام,46511,66098673,4808535030590,69100,71700,74100,5000,7.24,72750,3650,5.28,70220,74400
3,كزغال,زغال سنگ پروده طبس,35903,43111697,1322196893632,31276,30338,31430,154,0.49,30669,-607,-1.94,30338,31650
4,دارا يكم,صندوق واسطه گري مالي يكم-سهام,30587,29264686,3948853983600,132630,135000,134720,2090,1.58,134940,2310,1.74,132250,137400
5,خساپا,سايپا,22879,742179565,1373596115237,1816,1860,1830,14,0.77,1851,35,1.93,1770,1919
6,فملي,ملي‌ صنايع‌ مس‌ ايران‌,19659,162813593,2108268856630,12350,12710,13090,740,5.99,12950,600,4.86,12470,13090
7,خودرو,ايران‌ خودرو,18029,635037324,1235010867838,1858,1910,1969,111,5.97,1945,87,4.68,1840,1969
8,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,15129,379617106,859455418011,2251,2265,2277,26,1.16,2264,13,0.58,2184,2349
9,بركت,گروه دارويي بركت,14131,44704900,1261764334760,27090,27500,28710,1620,5.98,28220,1130,4.17,27140,28710
10,شستا,سرمايه گذاري تامين اجتماعي,13181,62731280,694622571740,10670,10930,11110,440,4.12,11070,400,3.75,10710,11290
11,فولاد,فولاد مباركه اصفهان,12946,138985009,1760231182120,12020,12300,12740,720,5.99,12660,640,5.32,12090,12740
12,ثاميد,توسعه و عمران اميد,12939,77363166,104429336331,1332,1335,1360,28,2.1,1350,18,1.35,1313,1376
13,حكشتي,كشتيراني جمهوري اسلامي ايران,12650,50085913,809485410480,16320,15840,16100,-220,-1.35,16160,-160,-0.98,15840,17000
14,كرمان,س. توسعه و عمران استان كرمان,10092,394003227,440751912733,1122,1112,1113,-9,-0.8,1119,-3,-0.27,1095,1150
15,امينح,ح . تامين سرمايه امين,8791,6768506,31819646257,4747,4750,4662,-85,-1.79,4701,-46,-0.97,4600,4800
16,خبهمن,گروه‌بهمن‌,8234,362138485,487116601398,1337,1311,1338,1,0.07,1345,8,0.6,1300,1400
17,وبصادر,بانك صادرات ايران,7745,236478948,532666359233,2232,2240,2242,10,0.45,2252,20,0.9,2216,2319
18,وتجارت,بانك تجارت,7736,190805010,475788265786,2453,2460,2490,37,1.51,2494,41,1.67,2400,2570
19,بوعلي,پتروشيمي بوعلي سينا,7607,2847512,122115437870,42230,41910,42990,760,1.8,42880,650,1.54,41910,43200
20,شپنا,پالايش نفت اصفهان,7192,79874482,810956654220,9640,10100,10210,570,5.91,10150,510,5.29,9900,10210
21,آبادا,توليد نيروي برق آبادان,7082,3350075,40905493740,12560,12190,12190,-370,-2.95,12270,-290,-2.31,12190,12490
22,وكبهمن,مديريت سرمايه گذاري كوثربهمن,7046,2146842,22111265599,10064,10064,10335,271,2.69,10168,104,1.03,10064,10540
23,بترانس,ايران‌ ترانسفو,6467,120771841,333280399891,2744,2675,2718,-26,-0.95,2760,16,0.58,2675,2826
24,آريا,پليمر آريا ساسول,6335,3501641,315677533261,87499,89475,90516,3017,3.45,90151,2652,3.03,88903,90580
25,وخارزم,سرمايه گذاري خوارزمي,6289,62161805,280752380809,4491,4460,4570,79,1.76,4516,25,0.56,4390,4620
26,امين يكم,صندوق درآمد ثابت امين يكم فردا,6176,379848928,3844912941556,10115,10119,10122,7,0.07,10122,7,0.07,10118,10128
27,بپيوند,برق و انرژي پيوندگستر پارس,5982,3767538,42133552404,10828,10803,11200,372,3.44,11127,299,2.76,10803,11339
28,اخابر,مخابرات ايران,5751,58236709,526589374260,9270,9000,9100,-170,-1.83,9040,-230,-2.48,9000,9380
29,كمند,صندوق س. با درآمد ثابت كمند,5664,226320499,2270789817180,10027,10033,10035,8,0.08,10034,7,0.07,10033,10036
30,شتران,پالايش نفت تهران,5399,72275830,578494953130,7590,7810,8040,450,5.93,8000,410,5.4,7740,8040
31,بگيلان,توسعه مسير برق گيلان,5392,918369,18494277472,19915,19500,19970,55,0.28,19998,83,0.42,19500,20500
32,ذوب,سهامي ذوب آهن  اصفهان,5272,169695812,560692150359,3125,3250,3312,187,5.98,3304,179,5.73,3212,3312
33,وخارزمح,ح.سرمايه گذاري خوارزمي,4830,32563260,95768970093,2710,2875,3035,325,11.99,2941,231,8.52,2748,3035
34,سيتا,سرمايه گذاري سيمان تامين,4768,4642237,69744609640,15000,15000,15000,0,0,15020,20,0.13,15000,15240
35,وپاسار,بانك  پاسارگاد,4709,52791535,884819924770,16560,16700,16810,250,1.51,16760,200,1.21,16600,16810
36,امين,تامين سرمايه امين,4528,2538590,17756126420,6990,6990,7000,10,0.14,6990,0,0,6990,7050
37,ساراب,سيمان‌ داراب‌,4523,16662576,386199110530,22410,22410,22600,190,0.85,23180,770,3.44,21800,23750
38,كماسه,تامين‌ ماسه‌ ريخته‌گري‌,4154,6051791,209803131470,43680,35010,33960,-9720,-22.25,34670,-9010,-20.63,33960,37000
39,دماوند,توليد نيروي برق دماوند,4009,8483787,262792019260,30744,31020,29822,-922,-3,30976,232,0.75,29822,31530
40,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,3694,28166023,285612236130,9680,10000,10260,580,5.99,10140,460,4.75,9700,10260
41,فارس,صنايع پتروشيمي خليج فارس,3693,28640785,247873209680,8290,8630,8740,450,5.43,8650,360,4.34,8500,8740
42,شگويا,پتروشيمي تندگويان,3515,21737003,192647699361,8423,8750,8928,505,6,8863,440,5.22,8571,8928
43,شبندر,پالايش نفت بندرعباس,3312,21648215,437959780640,19140,20240,20280,1140,5.96,20230,1090,5.69,19770,20280
44,وپارس,بانك‌پارسيان‌,3135,97370895,236934400930,2416,2436,2421,5,0.21,2433,17,0.7,2415,2490
45,ومعادنح,ح . توسعه‌معادن‌وفلزات‌,3079,21692401,117012885690,4890,5000,5470,580,11.86,5390,500,10.22,4970,5470
46,غگل,گلوكوزان‌,2718,30030574,84457247516,2746,2857,2820,74,2.69,2812,66,2.4,2730,2867
47,قرن,پديده شيمي قرن,2689,3375093,203576453450,61760,59910,61020,-740,-1.2,60320,-1440,-2.33,59910,62680
48,خصدرا,صنعتي‌ دريايي‌ ايران‌,2589,58382272,146109163608,2439,2405,2512,73,2.99,2503,64,2.62,2405,2512
