,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
55,وبيمه,سرمايه‌ گذاري‌ صنعت‌ بيمه‌,4179,97705574,189656106864,1931,1924,1860,-71,-3.68,1941,10,0.52,1854,2020
56,امين,تامين سرمايه امين,4097,5093907,36218259740,7110,7110,7110,0,0,7110,0,0,7010,7150
57,سدور,سيمان‌ دورود,4066,34649645,301847175450,8790,9220,8440,-350,-3.98,8710,-80,-0.91,8360,9220
58,بپيوند,برق و انرژي پيوندگستر پارس,4006,3367805,35282369148,10485,10980,10207,-278,-2.65,10476,-9,-0.09,10150,10980
59,فخوز,فولاد  خوزستان,3915,25455068,399640015180,15500,15680,15510,10,0.06,15700,200,1.29,15210,16140
60,سيتا,سرمايه گذاري سيمان تامين,3892,8311867,124812921620,15080,15050,15000,-80,-0.53,15020,-60,-0.4,15000,15250
61,ثاخت,بين‌المللي‌توسعه‌ساختمان,3780,63442920,132950324207,2075,2140,2069,-6,-0.29,2096,21,1.01,2020,2160
62,كلوند,كاشي‌ الوند,3754,11597553,235390621760,19760,19560,20000,240,1.21,20300,540,2.73,19100,20740
63,نوري,پتروشيمي نوري,3570,4101659,261146001540,62920,66000,62660,-260,-0.41,63670,750,1.19,62110,66000
64,بگيلان,توسعه مسير برق گيلان,3474,1067504,19240877081,18020,18110,18100,80,0.44,18023,3,0.02,17502,18520
65,شتوكا,توكا رنگ فولاد سپاهان,3469,11178718,344153584823,29943,31440,31400,1457,4.87,30786,843,2.82,28446,31440
66,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,3421,49545730,514410936650,9920,10410,10230,310,3.13,10380,460,4.64,10040,10410
67,وپارس,بانك‌پارسيان‌,3414,123743935,347664870290,2796,2860,2805,9,0.32,2810,14,0.5,2800,2895
68,سرو,صندوق س سروسودمند مدبران-سهام,3336,3518221,214172044490,59980,61430,59700,-280,-0.47,60880,900,1.5,59000,62800
69,فرآور,فرآوري‌موادمعدني‌ايران‌,3252,15916867,434072480570,28480,27120,27060,-1420,-4.99,27270,-1210,-4.25,27060,28380
70,خمحركه,نيرو محركه‌,3241,36960765,132753023095,3649,3750,3469,-180,-4.93,3592,-57,-1.56,3467,3830
71,گشان,توسعه بين المللي پديده شانديز,3236,7372615,159381616691,22013,21640,21573,-440,-2,21618,-395,-1.79,21573,22167
72,بترانس,ايران‌ ترانسفو,3032,56235355,130073521617,2242,2354,2260,18,0.8,2313,71,3.17,2203,2354
73,پكوير,كوير تاير,2907,20083154,232971147930,12540,11290,11390,-1150,-9.17,11600,-940,-7.5,11290,12480
74,شبريز,پالايش نفت تبريز,2839,10756180,272385291500,24330,25540,24830,500,2.06,25320,990,4.07,24300,25540
75,پيزد,مجتمع صنايع لاستيك يزد,2807,446888,24457317070,54334,56900,53850,-484,-0.89,54728,394,0.73,53000,56900
76,نوين,بيمه نوين,2800,24398570,132403264769,5478,5331,5225,-253,-4.62,5427,-51,-0.93,5212,5680
77,ساوه,سيمان ساوه,2780,1999902,82959546430,43192,44900,41034,-2158,-5,41482,-1710,-3.96,41033,44900
78,سبزوا,سيمان لار سبزوار,2757,29216871,86652998221,3027,3018,2876,-151,-4.99,2966,-61,-2.02,2876,3100
79,كفپارس,فرآورده‌هاي‌ نسوز پارس‌,2756,39560728,116736167592,2825,2849,2890,65,2.3,2951,126,4.46,2840,2966
80,خصدرا,صنعتي‌ دريايي‌ ايران‌,2743,62915600,134398972611,2144,2208,2081,-63,-2.94,2136,-8,-0.37,2080,2208
81,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,2737,38747130,413694294610,10220,10550,10500,280,2.74,10680,460,4.5,10280,10730
82,غپينو,پارس‌ مينو,2731,22850677,139331042490,5910,5980,6090,180,3.05,6100,190,3.21,5800,6200
83,تسه0002,امتيازتسهيلاتمسكن ارديبهشت1400,2730,55688,30228386572,545800,550122,536000,-9800,-1.8,542817,-2983,-0.55,520000,563800
84,خاذين,سايپاآذين‌,2700,40400094,121952114635,3030,3040,2880,-150,-4.95,3019,-11,-0.36,2879,3181
85,بكهنوج,توليد برق ماهتاب كهنوج,2643,54548669,78980609888,1477,1471,1404,-73,-4.94,1448,-29,-1.96,1404,1520
86,ومعادن,توسعه‌معادن‌وفلزات‌,2579,25884318,213534997060,7960,8350,8180,220,2.76,8250,290,3.64,8020,8350
87,ستران,سيمان‌ تهران‌,2575,6995186,137957113680,20240,20500,19300,-940,-4.64,19720,-520,-2.57,19230,20750
88,آگاس,صندوق س.هستي بخش آگاه-س,2537,2725824,178260393905,64106,65999,64400,294,0.46,65397,1291,2.01,63700,67899
89,ختوقا,قطعات‌ اتومبيل‌ ايران‌,2535,36708458,69802605011,1935,1990,1839,-96,-4.96,1902,-33,-1.71,1839,2029
90,رتاپ,تجارت الكترونيك  پارسيان,2431,14950669,81631720760,5560,5410,5500,-60,-1.08,5460,-100,-1.8,5290,5690
91,حفاري,حفاري شمال,2426,37354911,218852772660,5600,5880,5880,280,5,5860,260,4.64,5650,5880
92,بجهرم,توسعه مولد نيروگاهي جهرم,2423,30454920,64843792131,2120,2190,2080,-40,-1.89,2129,9,0.42,2055,2210
93,ونيرو,سرمايه‌گذاري‌نيرو,2422,44285959,105172243863,2346,2381,2340,-6,-0.26,2375,29,1.24,2260,2459
94,قاسم,قاسم ايران,2343,11516979,123461479080,10348,10320,10400,52,0.5,10720,372,3.59,10320,10865
95,اعتماد,صندوق س.اعتماد آفرين پارسيان-د,2340,46578410,1709082452650,36675,36693,36695,20,0.05,36693,18,0.05,36600,36698
96,وساپا,سرمايه‌گذاري‌ سايپا,2312,34976980,149878706339,4396,4450,4180,-216,-4.91,4285,-111,-2.53,4177,4580
97,وخارزمح,ح.سرمايه گذاري خوارزمي,2281,20181604,57082231593,2719,2894,2760,41,1.51,2828,109,4.01,2620,2970
98,ساراب,سيمان‌ داراب‌,2272,9028769,169511684190,19600,18730,18620,-980,-5,18770,-830,-4.23,18620,19300
99,غمينو,شركت صنايع غذايي مينو شرق,2236,10698257,98695374520,9209,9050,9209,0,0,9225,16,0.17,8811,9437
100,وبانك,سرمايه گذاري گروه توسعه ملي,2198,19608423,144243911730,7120,7200,7350,230,3.23,7360,240,3.37,7130,7470
101,كچاد,معدني‌وصنعتي‌چادرملو,2179,10070419,233287178300,23130,23610,22820,-310,-1.34,23170,40,0.17,22550,24100
102,ولبهمن,شركت بهمن ليزينگ,2175,14343867,93062797750,6618,6340,6330,-288,-4.35,6488,-130,-1.96,6288,6890
103,سغرب,سيمان‌غرب‌,2174,4629748,126818536150,27790,26490,26420,-1370,-4.93,27390,-400,-1.44,26410,29000
104,ونوين,بانك‌اقتصادنوين‌,2129,40107257,170079642783,4113,4318,4179,66,1.6,4241,128,3.11,4101,4318
105,وتوصا,گروه س توسعه صنعتي ايران,2082,13291712,107946771890,8240,8490,8030,-210,-2.55,8120,-120,-1.46,7830,8490
106,كيان,صندوق س. با درآمد ثابت كيان,2062,28227192,808439478933,28625,28640,28641,16,0.06,28640,15,0.05,28640,28643
107,ومعادنح,ح . توسعه‌معادن‌وفلزات‌,2053,19032810,116044348660,6020,6210,6000,-20,-0.33,6100,80,1.33,5900,6320
108,فباهنرح,ح . مس‌ شهيدباهنر,2037,8295457,117508877410,13770,14480,13870,100,0.73,14170,400,2.9,13500,14880
109,چكارن,كارتن‌ ايران‌,2031,35447473,106003451125,3120,2964,2964,-156,-5,2990,-130,-4.17,2964,3080
110,غسالم,سالمين‌,2030,23906768,78343982215,3305,3299,3320,15,0.45,3277,-28,-0.85,3150,3380
111,تنوين,تامين سرمايه نوين,2027,84359793,670155458090,7680,7990,7990,310,4.04,7940,260,3.39,7730,8050
112,دكوثر,داروسازي‌ كوثر,1999,28159048,124629378568,4370,4588,4200,-170,-3.89,4426,56,1.28,4152,4588
113,صبا,سرمايه گذاري صبا تامين,1998,8389705,61030739780,7171,7340,7238,67,0.93,7221,50,0.7,7010,7480
114,اخابر,مخابرات ايران,1963,16949389,130602583180,7620,7900,7400,-220,-2.89,7710,90,1.18,7330,8000
115,آوا,صندوق س.سهام آواي معيار-س,1786,15364815,100652425192,6419,6580,6441,22,0.34,6551,132,2.06,6410,6729
116,فسرب,ملي‌ سرب‌وروي‌ ايران‌,1771,1534155,97208618630,66530,63210,63210,-3320,-4.99,63360,-3170,-4.76,63210,65000
117,وهور,مديريت انرژي اميد  تابان هور,1732,33411904,64188521350,1924,2000,1860,-64,-3.33,1921,-3,-0.16,1834,2010
118,توريل,توکاريل,1709,6138824,92539335834,15302,15002,14537,-765,-5,15074,-228,-1.49,14537,15698
119,غشوكو,شوكو پارس,1700,6069559,154621395898,26769,25431,25431,-1338,-5,25475,-1294,-4.83,25431,26060
120,ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,1699,9055613,74545232200,8440,8660,8020,-420,-4.98,8230,-210,-2.49,8020,8800
121,كاوه,فولاد كاوه جنوب كيش,1677,10695689,202534805000,18320,19000,18430,110,0.6,18940,620,3.38,18230,19230
122,تملت,تامين سرمايه بانك ملت,1675,8864335,39096454592,4402,4500,4300,-102,-2.32,4411,9,0.2,4186,4550
123,سصوفي,سيمان‌ صوفيان‌,1668,6179334,74763455170,12300,12890,11790,-510,-4.15,12100,-200,-1.63,11690,12890
124,البرز,بيمه البرز,1602,40084379,152963716752,3697,3881,3760,63,1.7,3816,119,3.22,3650,3881
125,رمپنا,گروه مپنا (سهامي عام),1591,13429235,169637159430,13050,13580,12570,-480,-3.68,12630,-420,-3.22,12400,13580
126,خفنر,فنرسازي‌خاور,1590,20806433,90815322240,4406,4626,4186,-220,-4.99,4365,-41,-0.93,4186,4626
127,سفارس,سيمان فارس و خوزستان,1566,9618149,155603431900,15900,16690,15860,-40,-0.25,16180,280,1.76,15310,16690
128,ميدكو,هلدينگ صنايع  معدني خاورميانه,1566,8430671,346874348179,40213,40213,41200,987,2.45,41144,931,2.32,40212,42223
129,غگرجي,بيسكويت‌  گرجي‌,1555,5025190,61052334120,12260,12160,12110,-150,-1.22,12150,-110,-0.9,12070,12450
130,كمنگنز,معادن‌منگنزايران‌,1544,1016554,70747258800,71230,68020,67670,-3560,-5,69600,-1630,-2.29,67670,73000
131,كگل,معدني و صنعتي گل گهر,1527,11323250,164792303850,14040,14210,14510,470,3.35,14550,510,3.63,14110,14740
132,آسيا,بيمه آسيا,1499,32128179,58203180943,1752,1839,1779,27,1.54,1812,60,3.42,1736,1839
133,هرمز,فولاد هرمزگان جنوب,1487,11675313,190346361520,15968,16210,15770,-198,-1.24,16303,335,2.1,15450,16766
134,شغدير,پتروشيمي غدير,1441,3028470,215136266520,69170,72490,69990,820,1.19,71040,1870,2.7,69000,72620
135,دزهراوي,داروسازي‌زهراوي‌,1411,7051957,44178466640,6430,6690,6110,-320,-4.98,6260,-170,-2.64,6110,6690
136,شيران,س. صنايع‌شيميايي‌ايران,1400,3388469,69367418360,20130,21090,20010,-120,-0.6,20430,300,1.49,19700,21100
137,طلا,صندوق س.پشتوانه طلاي لوتوس,1399,1430277,111181865555,77420,78340,76800,-620,-0.8,77734,314,0.41,76500,79000
138,شپترو,پتروشيمي آبادان,1381,21336468,90875836386,4186,4311,4215,29,0.69,4259,73,1.74,4152,4311
139,لسرما,سرما آفرين‌,1381,3848579,79320835360,19980,19150,20970,990,4.95,20610,630,3.15,19150,20970
140,فاسمين,كالسيمين‌,1378,8510940,124256852040,14140,14840,14600,460,3.25,14600,460,3.25,14190,14840
141,فباهنر,مس‌ شهيدباهنر,1369,4086103,91276493560,21500,22000,22080,580,2.7,22340,840,3.91,21710,22570
142,كگلح,ح . معدني و صنعتي گل گهر,1366,6634024,76838093100,11470,11600,11390,-80,-0.7,11580,110,0.96,11390,11950
143,شاراك,پتروشيمي شازند,1355,3801448,102937292090,26340,27260,26800,460,1.75,27080,740,2.81,26430,27640
144,وبوعلي,سرمايه‌گذاري‌بوعلي‌,1326,15798382,61208161147,3777,3965,3770,-7,-0.19,3874,97,2.57,3732,3965
145,زاگرس,پتروشيمي زاگرس,1319,418443,89139429119,212382,215880,212400,18,0.01,212936,554,0.26,207120,217600
146,شكلر,نيروكلر,1314,2519956,98045003300,39050,38030,37540,-1510,-3.87,38910,-140,-0.36,37110,40880
147,وسينا,بانك سينا,1308,84241206,206252877211,2341,2458,2376,35,1.5,2448,107,4.57,2365,2458
148,كماسه,تامين‌ ماسه‌ ريخته‌گري‌,1221,4698771,129743868340,26370,26900,27680,1310,4.97,27610,1240,4.7,26370,27680
149,خودكفا,اقتصادي و خودكفايي آزادگان,1218,12603585,216082586288,17371,17372,16850,-521,-3,17145,-226,-1.3,16850,17700
150,وسبحان,سرمايه گذاري سبحان,1210,33365948,79028197519,2396,2469,2350,-46,-1.92,2369,-27,-1.13,2310,2469
151,شرانل,نفت ايرانول,1186,2987865,129049789512,41575,42600,43650,2075,4.99,43191,1616,3.89,42100,43653
152,سشرق,سيمان‌ شرق‌,1156,10936681,59838005880,5540,5790,5360,-180,-3.25,5470,-70,-1.26,5270,5790
153,شپديس,پتروشيمي پرديس,1153,2047865,202637931460,97560,98500,97500,-60,-0.06,98950,1390,1.42,96010,100500
154,درهآور,دارويي ره آورد تامين,1145,3028712,76073075853,26274,26400,24961,-1313,-5,25117,-1157,-4.4,24961,26855
155,كهمدا,شيشه‌ همدان‌,1130,3611941,33494258450,9380,9370,9060,-320,-3.41,9270,-110,-1.17,8970,9640
156,مدير,ص.س.مديريت ثروت ص.بازنشستگي-س,1130,4718957,37763336817,7729,7999,7820,91,1.18,8002,273,3.53,7775,8280
157,ومهان,گروه توسعه مالي مهر آيندگان,1123,6680214,82696668423,12270,12695,12204,-66,-0.54,12379,109,0.89,12052,12770
158,افران,صندوق س افرا نماد پايدار-ثابت,1123,31475755,422231195009,13405,13413,13417,12,0.09,13414,9,0.07,13413,13418
159,وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,1120,4427805,196779870260,42410,44530,44530,2120,5,44440,2030,4.79,42860,44530
160,حخزر,كشتيراني درياي خزر,1117,3577704,78692554209,22590,23670,21500,-1090,-4.83,21995,-595,-2.63,21461,23670
161,شلرد,كود شيميايي اوره لردگان,1104,9717382,55414803134,5741,5870,5689,-52,-0.91,5703,-38,-0.66,5580,5912
162,ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,1084,14311075,63279427362,4320,4430,4304,-16,-0.37,4422,102,2.36,4240,4536
163,پارند,صندوق س. پارند پايدار سپهر,1075,38450946,434833807420,11300,11308,11306,6,0.05,11309,9,0.08,11306,11320
164,مرقام,ايران‌ارقام‌,1037,7169092,124720442090,19320,17390,17390,-1930,-9.99,17400,-1920,-9.94,17390,17890
165,ارفع,شركت آهن و فولاد ارفع,1034,2434654,32011105858,13110,13640,12752,-358,-2.73,13129,19,0.14,12650,13640
166,وسلرستا,شركت س استان لرستان,1033,53258044,30852167955,605,575,575,-30,-4.96,579,-26,-4.3,575,606
167,وپست,پست بانك ايران,1014,3971912,86757550480,21580,22280,21530,-50,-0.23,21840,260,1.2,21110,22430
168,شسپا,نفت سپاهان,1005,3905601,57856539910,14640,15100,14480,-160,-1.09,14810,170,1.16,14420,15300
169,دفارا,داروسازي‌ فارابي‌,1001,1859759,100790154490,56960,54120,54120,-2840,-4.99,54200,-2760,-4.85,54120,55200
170,كنور,توسعه معدني و صنعتي صبانور,1000,1191878,62890117750,51570,54140,52000,430,0.83,52770,1200,2.33,51570,54140
171,سهگمت,سيمان‌هگمتان‌,992,8418653,166047041110,19270,19280,19380,110,0.57,19720,450,2.34,19070,20050
172,ساروم,سيمان‌اروميه‌,986,2370541,61798003870,26460,27660,25560,-900,-3.4,26070,-390,-1.47,25320,27660
173,دسينا,داروسازي‌ سينا,979,2263018,43264204190,19530,19250,19190,-340,-1.74,19120,-410,-2.1,18560,19950
174,پارسان,گسترش نفت و گاز پارسيان,966,9039839,168337815930,17940,18830,18260,320,1.78,18620,680,3.79,18200,18830
175,وصنعت,سرمايه گذاري توسعه صنعت وتجارت,940,6838008,38438558090,5610,5790,5530,-80,-1.43,5620,10,0.18,5460,5840
176,سرچشمه,سرمايه گذاري مس سرچشمه,939,5995305,41615447859,6730,6995,6959,229,3.4,6941,211,3.14,6767,7066
177,ارزش,صندوق س ارزش آفرين بيدار-سهام,938,6199411,53913458540,8510,8850,8500,-10,-0.12,8700,190,2.23,8470,8990
178,تاصيكو,سرمايه گذاري صدرتامين,936,7515397,74436811170,9700,9740,9660,-40,-0.41,9820,120,1.24,9610,10170
179,فمراد,آلومراد,918,693835,54535415610,81160,81100,77110,-4050,-4.99,78600,-2560,-3.15,77110,82400
180,واميد,گروه مديريت سرمايه گذاري اميد,912,6803576,69020582540,10290,10360,9860,-430,-4.18,10200,-90,-0.87,9780,10570
181,غمارگ,مارگارين‌,907,2383671,43606652770,18470,18860,17910,-560,-3.03,18290,-180,-0.97,17550,18900
182,دتماد,توليدمواداوليه‌داروپخش‌,897,2043364,82790783910,39380,41040,38870,-510,-1.3,40520,1140,2.89,38810,41340
183,شبصير,توليدات پتروشيمي قائد بصير,893,1572850,127890104379,78543,82470,80000,1457,1.86,81311,2768,3.52,79000,82470
184,وتوكا,سرمايه‌گذاري‌توكافولاد(هلدينگ,879,5296870,46063891670,8710,8950,8360,-350,-4.02,8700,-10,-0.11,8310,9030
185,كفرا,فراورده‌ هاي‌ نسوزايران‌,872,1945123,40090208890,21440,21140,20370,-1070,-4.99,20610,-830,-3.87,20370,21430
186,تسه0001,امتيازتسهيلات مسكن فروردين1400,871,10976,6030708627,550612,552300,540000,-10612,-1.93,549445,-1167,-0.21,526000,570000
187,خلنت,لنت‌ ترمزايران‌,864,842203,48884267700,60110,57110,57110,-3000,-4.99,58040,-2070,-3.44,57110,61950
188,فوكا,فولاد كاويان,854,6827301,79641171934,11360,11700,11700,340,2.99,11665,305,2.68,11055,11700
189,شبهرن,نفت‌ بهران‌,843,3408086,37153566900,10530,11050,10840,310,2.94,10790,260,2.47,10680,11050
190,هشستا103,اختيارف ت شستا-11688-01/03/08,814,3510138,3510138,1,1,1,0,0,1,0,0,1,1
191,واميدح,ح.گروه مديريت سرمايه گذار اميد,811,5492589,43678990270,8100,8100,7680,-420,-5.19,7950,-150,-1.85,7480,8440
192,ثمسكن,سرمايه‌گذاري‌ مسكن‌,809,14228129,59707162897,4077,4220,4280,203,4.98,4196,119,2.92,3988,4280
193,گكوثر,هتل پارسيان كوثر اصفهان,807,14375329,27821075209,1932,1979,1946,14,0.72,1935,3,0.16,1892,1979
194,سپ,پرداخت الكترونيك سامان كيش,795,3360451,77240049820,23160,22450,23180,20,0.09,22990,-170,-0.73,22110,23500
195,فسپا,گروه‌صنعتي‌سپاهان‌,792,1657134,58180283110,35630,36300,35500,-130,-0.36,35110,-520,-1.46,34060,36700
196,فنوال,نورد آلومينيوم‌,776,1018630,26109286220,25750,26730,24800,-950,-3.69,25630,-120,-0.47,24800,26730
197,كروي,توسعه‌ معادن‌ روي‌ ايران‌,775,2091712,44685093120,21020,21990,21000,-20,-0.1,21360,340,1.62,20120,22070
198,افق,فروشگاههاي زنجيره اي افق كوروش,770,796304,53455963720,66780,67500,66000,-780,-1.17,67010,230,0.34,66000,69440
199,فنورد,نوردوقطعات‌ فولادي‌,764,337131,53532733960,153400,155000,157290,3890,2.54,158790,5390,3.51,151120,161070
200,وسكاب,س.ص.بازنشستگي كاركنان بانكها,762,5925126,28755183688,4781,4960,4828,47,0.98,4853,72,1.51,4700,4980
201,والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,753,2450483,31195231340,12830,13450,12500,-330,-2.57,12730,-100,-0.78,12310,13450
202,كاردان,صندوق س تجارت شاخصي كاردان,750,271717,39864640200,142920,148000,144100,1180,0.83,146710,3790,2.65,143380,151050
203,شكربن,كربن‌ ايران‌,747,589590,41133628550,68060,66200,67910,-150,-0.22,69770,1710,2.51,66200,71400
204,وملل,اعتباري ملل,746,24597338,313394330496,12703,12740,12749,46,0.36,12741,38,0.3,12739,12830
205,سمازن,سيمان‌مازندران‌,741,2995239,32923095700,11250,11490,10760,-490,-4.36,10990,-260,-2.31,10740,11490
206,تسه9908,امتياز تسهيلات مسكن آبان99,741,26585,14378432346,546178,573486,530003,-16175,-2.96,540848,-5330,-0.98,525555,573486
207,سقاين,سيمان‌ قائن‌,738,573649,30065670420,54240,56490,51530,-2710,-5,52410,-1830,-3.37,51530,56490
