,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
2,پالايش,صندوق پالايشي يکم-سهام,21089,18342742,1233046499510,69470,67700,66700,-2770,-3.99,67220,-2250,-3.24,66700,68400
3,اپال,فرآوري معدني اپال كاني پارس,16979,11029600,189875755980,17190,17190,17240,50,0.29,17220,30,0.17,17160,17280
4,وپاسار,بانك  پاسارگاد,11693,159531359,2614828826000,16630,16140,16700,70,0.42,16390,-240,-1.44,16140,16700
5,وسپهر,سرمايه گذاري مالي سپهرصادرات,11411,39225211,392682550693,10100,9900,10100,0,0,10011,-89,-0.88,9797,10102
6,دارا يكم,صندوق واسطه گري مالي يكم-سهام,10431,8295889,1093326947150,136180,133200,130740,-5440,-3.99,131790,-4390,-3.22,130740,133210
7,شستا,سرمايه گذاري تامين اجتماعي,10427,60932105,625932732450,10580,10270,10280,-300,-2.84,10270,-310,-2.93,10270,10450
8,وتجارت,بانك تجارت,7896,377086766,918286583645,2471,2450,2397,-74,-2.99,2435,-36,-1.46,2397,2465
9,فملي,ملي‌ صنايع‌ مس‌ ايران‌,7769,52157983,617901124880,12180,11920,11820,-360,-2.96,11850,-330,-2.71,11820,11980
10,وبصادر,بانك صادرات ايران,6840,455736043,1009654997285,2231,2218,2215,-16,-0.72,2215,-16,-0.72,2215,2240
11,امينح,ح . تامين سرمايه امين,6149,4230798,19997389086,4706,4600,4640,-66,-1.4,4727,21,0.45,4600,4880
12,كمند,صندوق س. با درآمد ثابت كمند,6048,241375869,2419196375005,10017,10025,10022,5,0.05,10023,6,0.06,10022,10025
13,فولاد,فولاد مباركه اصفهان,5735,59627396,690754738960,11930,11650,11580,-350,-2.93,11580,-350,-2.93,11580,11750
14,بوعلي,پتروشيمي بوعلي سينا,5495,5190488,220109438900,42810,41650,41690,-1120,-2.62,42410,-400,-0.93,41530,43730
15,رانفور,خدمات‌انفورماتيك‌,5122,93563272,582061707440,6300,6120,6490,190,3.02,6220,-80,-1.27,6120,6580
16,ذوب,سهامي ذوب آهن  اصفهان,5112,124137087,371901369176,3086,3000,2994,-92,-2.98,2996,-90,-2.92,2994,3057
17,پترول,گروه پتروشيمي س. ايرانيان,4778,32508443,252074756700,7930,7760,7710,-220,-2.77,7750,-180,-2.27,7700,8000
18,دماوند,توليد نيروي برق دماوند,4548,7779426,231516473689,29018,29550,29820,802,2.76,29760,742,2.56,29018,29999
19,سيتا,سرمايه گذاري سيمان تامين,4060,9984281,149767157010,15000,15000,15000,0,0,15000,0,0,15000,15010
20,وكبهمن,مديريت سرمايه گذاري كوثربهمن,4046,1681027,16703355509,10118,10118,10004,-114,-1.13,10055,-63,-0.62,9851,10118
21,وپارس,بانك‌پارسيان‌,3535,161039086,384515263718,2388,2380,2393,5,0.21,2388,0,0,2330,2400
22,امين,تامين سرمايه امين,3420,2851474,19934269400,6990,6990,7000,10,0.14,6990,0,0,6990,7000
23,آريا,پليمر آريا ساسول,3348,1057400,89446730222,85922,84000,85014,-908,-1.06,84704,-1218,-1.42,84000,85499
24,هخود108,اختيارف ت خودرو-2850-01/08/03,3300,330000000,94380000000,1,286,286,285,28500,286,285,28500,286,286
25,ساراب,سيمان‌ داراب‌,3168,17713893,409164878110,22520,23870,21850,-670,-2.98,23100,580,2.58,21850,23870
26,بگيلان,توسعه مسير برق گيلان,3061,966300,19182854309,20064,19551,19501,-563,-2.81,19981,-83,-0.41,19463,20290
27,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,2710,36269023,337282326990,9560,9320,9290,-270,-2.82,9300,-260,-2.72,9280,9550
28,شگويا,پتروشيمي تندگويان,2603,18168910,147944649525,8391,8171,8140,-251,-2.99,8143,-248,-2.96,8140,8200
29,امين يكم,صندوق درآمد ثابت امين يكم فردا,2341,69528914,703099686060,10107,10112,10114,7,0.07,10112,5,0.05,10108,10116
30,كيان,صندوق س. با درآمد ثابت كيان,2113,105386214,2987624866164,28336,28350,28353,17,0.06,28349,13,0.05,28344,28355
31,ولانا,شركت ليزينگ آريا دانا,2074,3162954,123827394911,39664,38100,38078,-1586,-4,39149,-515,-1.3,38078,40800
32,دعبيد,لابراتوارداروسازي‌  دكترعبيدي‌,1993,4794814,121578513340,25910,25140,25150,-760,-2.93,25360,-550,-2.12,25140,26470
33,تسه0001,امتيازتسهيلات مسكن فروردين1400,1744,36885,20197517101,540112,546001,531000,-9112,-1.69,547581,7469,1.38,530000,555000
34,نوري,پتروشيمي نوري,1702,3108244,169538161470,56180,55020,54500,-1680,-2.99,54540,-1640,-2.92,54500,55580
35,وخارزمح,ح.سرمايه گذاري خوارزمي,1628,7996987,21505348936,2837,2740,2667,-170,-5.99,2689,-148,-5.22,2667,2777
36,هفملي108,اختيارف ت فملي-16070-01/08/08,1601,160000000,71360000000,781,446,446,-335,-42.89,446,-335,-42.89,446,446
37,غگل,گلوكوزان‌,1588,40035080,108298504884,2788,2705,2706,-82,-2.94,2705,-83,-2.98,2705,2716
38,سمازن,سيمان‌مازندران‌,1565,5751640,70727503620,12280,12060,12070,-210,-1.71,12300,20,0.16,11950,12690
39,هساپا108,اختيارف ت سايپا-2750-01/08/16,1550,155000000,43710000000,1,282,282,281,28100,282,281,28100,282,282
40,وساپا,سرمايه‌گذاري‌ سايپا,1542,47278104,202642639331,4418,4286,4286,-132,-2.99,4286,-132,-2.99,4286,4330
41,شتران,پالايش نفت تهران,1468,21270161,163142134870,7900,7670,7670,-230,-2.91,7670,-230,-2.91,7670,7670
42,بپيوند,برق و انرژي پيوندگستر پارس,1465,1177769,12632752542,11057,10726,10726,-331,-2.99,10970,-87,-0.79,10726,10730
43,ومعادنح,ح . توسعه‌معادن‌وفلزات‌,1455,11129406,51963893390,4860,4760,4670,-190,-3.91,4670,-190,-3.91,4640,4760
44,هفولا108,اختيارف ت فولاد-11912-01/08/07,1450,145000000,170085000000,1127,1173,1173,46,4.08,1173,46,4.08,1173,1173
45,اعتماد,صندوق س.اعتماد آفرين پارسيان-د,1434,21303160,773750127920,36305,36319,36323,18,0.05,36321,16,0.04,36319,36323
46,فخوز,فولاد  خوزستان,1389,12104818,170498351870,14500,14110,14070,-430,-2.97,14090,-410,-2.83,14070,14330
47,واحيا,م .صنايع و معادن احياء سپاهان,1333,1718534,240532615116,137427,141549,138120,693,0.5,139964,2537,1.85,137265,141549
48,ومعادن,توسعه‌معادن‌وفلزات‌,1311,21083747,146427967760,7150,6960,6950,-200,-2.8,6950,-200,-2.8,6940,6990
49,هتران108,اختيارف ت شتران-12000-01/08/11,1300,130000000,192010000000,1273,1477,1477,204,16.03,1477,204,16.03,1477,1477
50,فارس,صنايع پتروشيمي خليج فارس,1270,16225164,132705354120,8420,8180,8170,-250,-2.97,8180,-240,-2.85,8170,8420
51,خودرو,ايران‌ خودرو,1243,61487751,116457800394,1952,1894,1894,-58,-2.97,1894,-58,-2.97,1894,1894
52,شپنا,پالايش نفت اصفهان,1210,21029231,203983540700,10000,9700,9700,-300,-3,9700,-300,-3,9700,9700
53,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,1205,17073031,166535725700,10050,9770,9750,-300,-2.99,9750,-300,-2.99,9750,9930
54,پارند,صندوق س. پارند پايدار سپهر,1150,29522186,330512932459,11188,11195,11196,8,0.07,11195,7,0.06,11193,11197
55,فنوال,نورد آلومينيوم‌,1133,1586261,42888969350,26570,26500,26620,50,0.19,26960,390,1.47,26500,27500
56,سفارس,سيمان فارس و خوزستان,1101,6252351,87646024330,14420,13990,14000,-420,-2.91,14020,-400,-2.77,13990,14400
57,البرز,بيمه البرز,1069,18002197,60396961050,3423,3355,3351,-72,-2.1,3355,-68,-1.99,3321,3449
58,تسه9912,امتياز تسهيلات مسكن اسفند99,1045,24698,13664968952,552806,550000,527004,-25802,-4.67,553282,476,0.09,526117,560000
59,سرو,صندوق س سروسودمند مدبران-سهام,1024,1496503,89373583720,60650,60000,59540,-1110,-1.83,59720,-930,-1.53,59500,60600
60,بپاس,بيمه پاسارگاد,968,776222,66957954008,88180,85551,86241,-1939,-2.2,86867,-1313,-1.49,85551,88000
61,كچاد,معدني‌وصنعتي‌چادرملو,936,5152666,103310968990,20630,20130,20030,-600,-2.91,20120,-510,-2.47,20020,20330
62,آگاس,صندوق س.هستي بخش آگاه-س,872,1038060,63458579420,62279,61725,60890,-1389,-2.23,61132,-1147,-1.84,60800,61725
63,صبا,سرمايه گذاري صبا تامين,871,7495250,54006339662,7427,7210,7205,-222,-2.99,7323,-104,-1.4,7205,7281
64,آوا,صندوق س.سهام آواي معيار-س,841,18601851,117190744794,6319,6301,6300,-19,-0.3,6300,-19,-0.3,6280,6328
65,بجهرم,توسعه مولد نيروگاهي جهرم,830,15315171,32281621696,2172,2107,2107,-65,-2.99,2128,-44,-2.03,2107,2148
66,وصنعت,سرمايه گذاري توسعه صنعت وتجارت,818,6697943,36913255370,5660,5560,5500,-160,-2.83,5550,-110,-1.94,5500,5570
67,هتجار108,اختيارف ت تجارت-3600-01/08/17,802,750000000,255000000000,1000,340,340,-660,-66,340,-660,-66,340,340
68,فباهنرح,ح . مس‌ شهيدباهنر,784,2183681,34667736560,16760,16350,15760,-1000,-5.97,15880,-880,-5.25,15760,16540
69,كيان2,صندوق س. با درآمد ثابت كيان,770,77000000,77000000,28336,1,1,-28335,-100,1,-28335,-100,1,1
70,ونوين,بانك‌اقتصادنوين‌,763,27416242,116027136435,4362,4232,4232,-130,-2.98,4232,-130,-2.98,4232,4294
71,ما,بيمه  ما,754,6697862,49421065420,7330,7490,7500,170,2.32,7380,50,0.68,7120,7600
72,فايرا,آلومينيوم‌ايران‌,752,4111863,72681591340,18200,17770,17660,-540,-2.97,17680,-520,-2.86,17660,18000
73,تماوند,تامين سرمايه دماوند,731,14077745,77811359562,5625,5513,5513,-112,-1.99,5527,-98,-1.74,5513,5792
74,ومهان,گروه توسعه مالي مهر آيندگان,674,2304304,27331425521,12187,12000,11822,-365,-2.99,12002,-185,-1.52,11822,12170
75,وسكاب,س.ص.بازنشستگي كاركنان بانكها,665,5139791,24018957604,4761,4669,4750,-11,-0.23,4718,-43,-0.9,4619,4800
76,طلا,صندوق س.پشتوانه طلاي لوتوس,657,615197,41999217057,67278,68700,68551,1273,1.89,68270,992,1.47,67850,68720
77,كگل,معدني و صنعتي گل گهر,647,4977574,64861796120,13360,13430,12970,-390,-2.92,13180,-180,-1.35,12960,13430
78,شسپا,نفت سپاهان,643,2839772,39687406010,13950,13600,13760,-190,-1.36,13970,20,0.14,13550,14470
79,كهمداح,ح . شيشه‌ همدان‌,617,15006857,115552798900,7700,7700,7700,0,0,7700,0,0,7700,7700
80,دالبرح,ح . البرزدارو,616,782002,6454344230,8490,8250,8280,-210,-2.47,8250,-240,-2.83,8230,8300
81,مدير,ص.س.مديريت ثروت ص.بازنشستگي-س,607,2314847,17402499490,7667,7690,7480,-187,-2.44,7518,-149,-1.94,7450,7690
82,افران,صندوق س افرا نماد پايدار-ثابت,604,5688753,75577144544,13274,13280,13282,8,0.06,13285,11,0.08,13280,13299
