,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
38,كاوه,فولاد كاوه جنوب كيش,904,10944308,223616694150,20830,20420,20420,-410,-1.97,20430,-400,-1.92,20420,20820
39,مدير,ص.س.مديريت ثروت ص.بازنشستگي-س,895,4120386,32146186542,8078,7972,7757,-321,-3.97,7802,-276,-3.42,7755,7985
40,نوري,پتروشيمي نوري,849,1923893,116492940560,61780,60550,60550,-1230,-1.99,60550,-1230,-1.99,60550,60660
41,سمازن,سيمان‌مازندران‌,846,7424540,103760973140,14250,13970,13970,-280,-1.96,13980,-270,-1.89,13970,14220
42,شپنا,پالايش نفت اصفهان,772,20417400,241946190000,12090,11850,11850,-240,-1.99,11850,-240,-1.99,11850,11850
43,وشهر,بانك شهر,759,6609175,36095115530,5475,5650,5341,-134,-2.45,5461,-14,-0.26,5330,5650
44,اعتلا,شركت سرمايه گذاري اعتلاء البرز,748,7373753,60846982765,8411,8243,8243,-168,-2,8252,-159,-1.89,8243,8490
45,ضخود2006,اختيارخ خودرو-2500-1400/02/08,727,38819,469624000,34,15,13,-21,-61.76,12,-22,-64.71,9,18
46,تنوين,تامين سرمايه نوين,723,14838237,106186646230,7180,7190,7190,10,0.14,7160,-20,-0.28,7040,7240
47,سمتاز,سيمان ممتازان كرمان,713,4321837,94948169993,22129,22792,21687,-442,-2,21969,-160,-0.72,21687,22792
48,كيان2,صندوق س. با درآمد ثابت كيان,710,71000000,71000000,28004,1,1,-28003,-100,1,-28003,-100,1,1
49,وملل,اعتباري ملل,696,20846092,278233868043,13347,13347,13348,1,0.01,13347,0,0,13344,13350
50,خودرو,ايران‌ خودرو,692,9610242,21623044500,2290,2250,2250,-40,-1.75,2280,-10,-0.44,2250,2250
51,آساميد,صندوق س.مشترك آسمان اميد -د,656,30847361,367059308698,11897,11900,11899,2,0.02,11899,2,0.02,11894,11906
52,ورازي,بيمه رازي,651,12163481,112189294860,9281,9490,8860,-421,-4.54,9223,-58,-0.62,8817,9490
53,گكوثر,هتل پارسيان كوثر اصفهان,622,10994273,26437817225,2443,2395,2395,-48,-1.96,2422,-21,-0.86,2395,2466
54,فولاد,فولاد مباركه اصفهان,619,8449852,105200657400,12700,12450,12450,-250,-1.97,12470,-230,-1.81,12450,12450
55,بپيوند,برق و انرژي پيوندگستر پارس,607,945400,12206059400,13174,12911,12911,-263,-2,13108,-66,-0.5,12911,12911
56,كچاد,معدني‌وصنعتي‌چادرملو,605,3630808,84018317070,23610,23140,23140,-470,-1.99,23270,-340,-1.44,23140,23170
57,طلا,صندوق س.پشتوانه طلاي لوتوس,589,463612,34278144344,75164,74400,74050,-1114,-1.48,73937,-1227,-1.63,73501,74400
58,ومهان,گروه توسعه مالي مهر آيندگان,570,4674176,57534993901,12551,12500,12300,-251,-2,12309,-242,-1.93,12300,12520
59,شرانل,نفت ايرانول,560,1317084,49831639203,37986,37351,38000,14,0.04,37835,-151,-0.4,37351,38040
60,شصدف,صنعتي دوده فام,542,45367,1454193818,30240,32054,32054,1814,6,30290,50,0.17,32054,32054
61,خكرمان,گروه اقتصادي كرمان خودرو,539,7887206,29865903233,3863,3786,3786,-77,-1.99,3787,-76,-1.97,3786,3849
62,ارفع,شركت آهن و فولاد ارفع,523,1695667,24847340932,14931,14633,14654,-277,-1.86,14833,-98,-0.66,14633,14860
63,ارزش,صندوق س ارزش آفرين بيدار-سهام,512,4057967,36796480310,9310,9140,9080,-230,-2.47,9070,-240,-2.58,9010,9240
64,ميدكو,هلدينگ صنايع  معدني خاورميانه,503,5095227,164640818585,32359,32360,32301,-58,-0.18,32313,-46,-0.14,32200,32640
65,پارند,صندوق س. پارند پايدار سپهر,500,15700175,176777764525,11254,11259,11263,9,0.08,11260,6,0.05,11257,11268
66,ومعادن,توسعه‌معادن‌وفلزات‌,470,4533243,51406975620,11570,11340,11340,-230,-1.99,11470,-100,-0.86,11340,11340
67,كگهر,سنگ آهن گهرزمين,469,1614784,77425600890,47837,47837,49500,1663,3.48,47908,71,0.15,47813,49500
68,پترول,گروه پتروشيمي س. ايرانيان,460,10230867,94328593740,9400,9220,9220,-180,-1.91,9220,-180,-1.91,9220,9220
69,كگل,معدني و صنعتي گل گهر,457,2124144,31078584010,14870,14580,14580,-290,-1.95,14810,-60,-0.4,14580,14990
70,نهال,صندوق س. طلاي سرخ نوويرا,438,661745,6746993257,10376,10206,10217,-159,-1.53,10196,-180,-1.73,10078,10500
71,تسه9911,امتياز تسهيلات مسكن بهمن99,436,17874,8868333640,511502,520000,491000,-20502,-4.01,496158,-15344,-3,485927,525000
72,بركت,گروه دارويي بركت,411,642006,20601972540,32740,32090,32090,-650,-1.99,32560,-180,-0.55,32090,32090
73,شسپا,نفت سپاهان,410,4751049,68747679030,14760,14470,14470,-290,-1.96,14470,-290,-1.96,14470,14470
74,سكه0012پ01,سكه تمام بهارتحويلي 1روزه رفاه,410,121400,124626185800,1044081,1035000,1025400,-18681,-1.79,1026575,-17506,-1.68,1021000,1035000
75,شفن,پتروشيمي فناوران,401,102862,32873912450,326090,319630,319570,-6520,-2,323900,-2190,-0.67,319570,320900
76,جمح,ح . پتروشيمي جم,400,1009272,28264229820,28610,28230,28010,-600,-2.1,28000,-610,-2.13,27500,28350
77,وثنو,سرمايه گذاري ساختماني نوين,389,3776969,20283872444,5644,5365,5420,-224,-3.97,5370,-274,-4.85,5362,5480
78,اتكاي,بيمه اتكايي ايرانيان,385,2635243,46285422794,17922,17564,17567,-355,-1.98,17581,-341,-1.9,17564,17568
79,سخند,صندوق س.سپهرخبرگان نفت-د,385,18090310,181540067370,10060,10075,10068,8,0.08,10035,-25,-0.25,10000,10075
80,هرمز,فولاد هرمزگان جنوب,379,4035049,58182687314,14695,14450,14402,-293,-1.99,14556,-139,-0.95,14402,14598
81,شپديس,پتروشيمي پرديس,375,717349,65825255020,93630,91760,91760,-1870,-2,92350,-1280,-1.37,91760,92770
82,خساپا,سايپا,373,4268626,9134859640,2180,2140,2140,-40,-1.83,2180,0,0,2140,2140
83,آكورد,صندوق س. آرمان آتي كوثر-د,369,7022755,222271103297,31635,31651,31650,15,0.05,31650,15,0.05,31639,31655
84,افران,صندوق س افرا نماد پايدار-ثابت,367,11667550,153059494216,13109,13125,13125,16,0.12,13118,9,0.07,13117,13125
85,ضسپا3003,اختيارخ خساپا-2000-1400/03/26,336,15019,2803552000,203,194,199,-4,-1.97,187,-16,-7.88,170,209
86,شبهرن,نفت‌ بهران‌,333,1227274,16126380360,13400,13140,13140,-260,-1.94,13330,-70,-0.52,13140,13140
87,ضسپا3004,اختيارخ خساپا-2500-1400/03/26,331,19197,1737880000,96,85,95,-1,-1.04,91,-5,-5.21,76,100
88,تصميم,صندوق س با درآمد ثابت تصميم,323,2847112,45975011307,16143,16151,16146,3,0.02,16148,5,0.03,16144,16152
89,وخارزمح,ح.سرمايه گذاري خوارزمي,323,1301156,4593832220,3670,3530,3530,-140,-3.81,3530,-140,-3.81,3530,3550
90,فنورد,نوردوقطعات‌ فولادي‌,322,215585,38313894380,181340,177720,177720,-3620,-2,178450,-2890,-1.59,177720,179990
91,دعبيد,لابراتوارداروسازي‌  دكترعبيدي‌,303,602746,13658937670,22990,22550,22560,-430,-1.87,22900,-90,-0.39,22540,22900
92,همراه,شركت ارتباطات سيار ايران,295,863919,22177200380,26190,25670,25670,-520,-1.99,26070,-120,-0.46,25670,25680
93,وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,294,1918386,89818832520,47770,46820,46820,-950,-1.99,46820,-950,-1.99,46820,46820
94,سحرخيز,صندوق س. گروه زعفران سحرخيز,282,1191292,11698299197,10020,9971,9930,-90,-0.9,9820,-200,-2,9571,10026
95,تسه9910,امتياز تسهيلات مسكن دي99,278,14360,7116082128,511469,515000,490000,-21469,-4.2,495549,-15920,-3.11,485897,515000
96,سرود,سيمان‌شاهرود,273,1493410,29262417990,19970,19580,19860,-110,-0.55,19740,-230,-1.15,19580,20120
97,شگويا,پتروشيمي تندگويان,262,4553007,40890555867,9164,8981,8981,-183,-2,9077,-87,-0.95,8981,8981
98,شاراك,پتروشيمي شازند,259,1213275,29371275520,24690,24200,24200,-490,-1.98,24510,-180,-0.73,24200,24400
99,بجهرم,توسعه مولد نيروگاهي جهرم,254,5909465,15736905295,2717,2663,2663,-54,-1.99,2700,-17,-0.63,2663,2663
100,گشان,توسعه بين المللي پديده شانديز,250,298938,7995993624,27862,26748,26748,-1114,-4,27302,-560,-2.01,26748,26748
101,ياقوت,صندوق س ياقوت آگاه-ثابت,249,2349113,28851684289,12267,12271,12286,19,0.15,12282,15,0.12,12269,12288
102,ذوب,سهامي ذوب آهن  اصفهان,248,1704808,6241302088,3735,3661,3661,-74,-1.98,3730,-5,-0.13,3661,3661
103,فارس,صنايع پتروشيمي خليج فارس,245,4781671,45043340820,9610,9420,9420,-190,-1.98,9540,-70,-0.73,9420,9420
104,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,245,6988608,78551953920,11460,11240,11240,-220,-1.92,11310,-150,-1.31,11240,11240
105,تمحركه,ماشين سازي نيرو محركه,242,881479,22457440483,24264,25477,25477,1213,5,25477,1213,5,25477,25477
106,وحكمت,بيمه حكمت صبا,242,2679242,9851477979,3748,3676,3674,-74,-1.97,3712,-36,-0.96,3674,3778
107,اخزا910,اسنادخزانه-م10بودجه99-020807,237,169762,102507752493,609295,604002,603873,-5422,-0.89,603832,-5463,-0.9,602519,606010
108,ونفت,سرمايه‌گذاري‌ صنعت‌ نفت‌,232,3261180,50092034800,15670,15360,15360,-310,-1.98,15360,-310,-1.98,15360,15370
109,فباهنرح,ح . مس‌ شهيدباهنر,231,547893,8428087130,16010,15380,15370,-640,-4,15380,-630,-3.94,15370,15690
110,پترولح,ح . گروه پتروشيمي س. ايرانيان,229,2139439,14949913650,7260,7260,6970,-290,-3.99,6990,-270,-3.72,6970,7260
111,وبانك,سرمايه گذاري گروه توسعه ملي,226,2431734,20159074860,8450,8290,8290,-160,-1.89,8410,-40,-0.47,8290,8290
112,سخوز,سيمان خوزستان,224,671251,15311899820,23260,23170,22800,-460,-1.98,23120,-140,-0.6,22800,23170
113,وبصادر,بانك صادرات ايران,224,2541898,5820946420,2330,2290,2290,-40,-1.72,2330,0,0,2290,2290
114,وتجارت,بانك تجارت,223,3294899,8500839420,2630,2580,2580,-50,-1.9,2630,0,0,2580,2580
115,شتران,پالايش نفت تهران,222,585624,5516578080,9610,9420,9420,-190,-1.98,9600,-10,-0.1,9420,9420
116,وخاور,بانك خاورميانه,218,4085136,34152954350,8530,8360,8370,-160,-1.88,8410,-120,-1.41,8360,8420
117,لوتوس,تامين سرمايه لوتوس پارسيان,217,2669281,25272427880,9650,9470,9470,-180,-1.87,9560,-90,-0.93,9460,9560
118,فيروزه,صندوق شاخص30 شركت فيروزه- سهام,216,135595,17282847270,130420,129000,126500,-3920,-3.01,127460,-2960,-2.27,126000,129000
119,كاردان,صندوق س تجارت شاخصي كاردان,212,200742,29054593520,148700,147900,144940,-3760,-2.53,144740,-3960,-2.66,144240,147900
120,تسه9908,امتياز تسهيلات مسكن آبان99,211,3551,1757428285,505812,493122,519000,13188,2.61,494911,-10901,-2.16,485000,519000
121,واعتبار,سرمايه گذاري اعتبار ايران,208,3018889,25552612960,8610,8460,8440,-170,-1.97,8530,-80,-0.93,8440,8610
122,وسكاب,س.ص.بازنشستگي كاركنان بانكها,204,1335057,6669173460,5080,5060,4980,-100,-1.97,5070,-10,-0.2,4980,5060
123,زاگرس,پتروشيمي زاگرس,203,151232,31340412288,211463,207234,207234,-4229,-2,210096,-1367,-0.65,207234,207234
124,پارس,پتروشيمي پارس,200,141663,20263002560,145790,143270,142880,-2910,-2,145220,-570,-0.39,142880,145700
125,شبندر,پالايش نفت بندرعباس,195,2174808,51129736080,23980,23510,23510,-470,-1.96,23770,-210,-0.88,23510,23510
126,ضخود2005,اختيارخ خودرو-2000-1400/02/08,195,8057,841933000,227,50,120,-107,-47.14,104,-123,-54.19,50,150
127,شساخت,مهندسي و ساختمان صنايع نفت,194,538130,19362315479,35327,34680,36300,973,2.75,35676,349,0.99,34630,36300
128,حسينا,توسعه خدمات دريايي وبندري سينا,192,571341,38095085127,68011,66660,66651,-1360,-2,66955,-1056,-1.55,66651,67855
129,شگلح,ح . گلتاش‌,192,838070,5266794490,6440,6350,6260,-180,-2.8,6280,-160,-2.48,6210,6370
130,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,182,2500022,6575057860,2680,2630,2630,-50,-1.87,2670,-10,-0.37,2630,2630
131,بخاور,بيمه زندگي خاورميانه,181,2497353,17159241332,7007,6867,6910,-97,-1.38,6959,-48,-0.69,6867,6950
132,گوهران,سرمايه گذاري توسعه گوهران اميد,181,1095170,7756033249,7197,7054,7054,-143,-1.99,7179,-18,-0.25,7054,7200
133,اطلس,صندوق س.توسعه اندوخته آينده-س,171,88835,18116685418,205303,205001,204380,-923,-0.45,203936,-1367,-0.67,203755,207800
134,كاريس,صندوق س.سپهر كاريزما-س,168,774836,8349880792,11137,11090,10710,-427,-3.83,10776,-361,-3.24,10710,11090
135,عيار,صندوق س. پشتوانه طلاي مفيد,167,146363,3827937636,26490,26201,26057,-433,-1.63,26154,-336,-1.27,26040,26299
136,سجامح,ح.مجتمع سيمان غرب آسيا,166,1393310,2606462708,1907,1870,1869,-38,-1.99,1871,-36,-1.89,1869,1900
137,زر,صندوق س.پشتوانه سكه طلاي زر,161,99154,4304193341,44590,44590,43110,-1480,-3.32,43409,-1181,-2.65,43000,44590
138,كرماشا,صنايع پتروشيمي كرمانشاه,160,347672,12290624630,36070,35350,35360,-710,-1.97,35890,-180,-0.5,35350,35850
139,دروز,داروسازي‌ روزدارو,159,1192545,42766519900,36590,35860,35860,-730,-2,35940,-650,-1.78,35860,36580
140,آريان,سرمايه گذاري پارس آريان,159,2605685,27287323923,10685,10472,10472,-213,-1.99,10615,-70,-0.66,10472,10679
141,آساس,صندوق س.آسمان آرماني سهام-س,156,52384,8559376173,167126,164503,162502,-4624,-2.77,163397,-3729,-2.23,162500,164551
142,ارمغان,ص سرمايه گذاري ارمغان ايرانيان,149,3443837,34734140231,10077,10079,10086,9,0.09,10086,9,0.09,10077,10107
143,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,146,800735,8447754250,10760,10550,10550,-210,-1.95,10740,-20,-0.19,10550,10550
144,سيدكو,سرمايه گذاري توسعه صنايع سيمان,146,3104594,18782793700,6170,6050,6050,-120,-1.94,6120,-50,-0.81,6050,6050
145,شخارك,پتروشيمي‌ خارك‌,146,808750,35856623010,45170,44270,44270,-900,-1.99,44860,-310,-0.69,44270,45050
146,تسه9803,امتياز تسهيلات مسكن خرداد98,145,1701,829096475,495608,499490,492990,-2618,-0.53,487417,-8191,-1.65,470830,499490
147,كنور,توسعه معدني و صنعتي صبانور,144,466192,21590085460,47250,46310,46310,-940,-1.99,46880,-370,-0.78,46310,47000
148,جم,پتروشيمي جم,144,732835,26097805450,36330,35610,35610,-720,-1.98,36140,-190,-0.52,35610,36200
149,تسه9810,امتياز تسهيلات مسكن دي98,143,3063,1508859990,500822,488555,525863,25041,5,492609,-8213,-1.64,475781,525863
150,كارين,صندوق س نگين سامان-ثابت,138,5373956,54692648341,10172,10177,10177,5,0.05,10177,5,0.05,10177,10190
151,دالبرح,ح . البرزدارو,134,239673,2404764660,10130,9870,10010,-120,-1.18,10030,-100,-0.99,9870,10190
152,ونوين,بانك‌اقتصادنوين‌,133,3773919,16378808460,4420,4340,4340,-80,-1.81,4400,-20,-0.45,4340,4340
153,گوهر,صندوق سكه طلاي كيان,132,100851,5108999946,51854,50763,50300,-1554,-3,50659,-1195,-2.3,50256,51500
154,خاتم,صندوق س خاتم ايساتيس پويا-ثابت,132,2125305,23348311378,10981,10984,10985,4,0.04,10986,5,0.05,10981,10991
155,سشرق,سيمان‌ شرق‌,127,1009012,6921822320,6990,6860,6860,-130,-1.86,6970,-20,-0.29,6860,6860
156,زعف0008پ20,زعفران0008نگين وحدت جام(پ),127,61270,8378700840,137895,132000,138700,805,0.58,136750,-1145,-0.83,131315,138700
157,شصفها,پتروشيمي‌ اصفهان‌,126,283600,34104990877,122649,120198,121400,-1249,-1.02,120257,-2392,-1.95,120197,121423
158,وخارزم,سرمايه گذاري خوارزمي,124,4545596,23728011120,5320,5220,5220,-100,-1.88,5270,-50,-0.94,5220,5220
159,تسه9909,امتياز تسهيلات مسكن آذر99,122,1327,660228650,510052,487550,500000,-10052,-1.97,497535,-12517,-2.45,484550,500002
160,وكار,بانك‌ كارآفرين‌,121,2847004,7060569920,2530,2480,2480,-50,-1.98,2520,-10,-0.4,2480,2480
161,تماوند,تامين سرمايه دماوند,121,1432790,23499465355,16735,16411,16401,-334,-2,16401,-334,-2,16401,16720
162,زعف0008پ05,زعفران0008نگين زرين(پ),119,51700,7114466651,138228,135000,139000,772,0.56,137611,-617,-0.45,131500,140500
163,فيروزا,صندوق بادرآمد ثابت فيروزه آسيا,116,2650680,60173446321,22702,22712,22700,-2,-0.01,22701,-1,0,22626,22720
164,سپاس,صندوق س. پاداش سهامداري توسعه1,112,2787661,28097366263,10073,10080,10077,4,0.04,10079,6,0.06,10077,10080
165,تيپيكو,سرمايه گذاري دارويي تامين,110,467609,18414798870,40180,39380,39380,-800,-1.99,39970,-210,-0.52,39380,39760
166,كهمداح,ح . شيشه‌ همدان‌,109,2110074,16449144800,8000,8000,7700,-300,-3.75,7800,-200,-2.5,7700,8000
167,وبازار,صندوق س شاخصي بازارآشنا,108,267523,2444233590,9310,9120,9130,-180,-1.93,9140,-170,-1.83,9100,9200
168,حكشتي,كشتيراني جمهوري اسلامي ايران,107,131173,2341438050,18210,17850,17850,-360,-1.98,18200,-10,-0.05,17850,17850
169,تسه9907,امتياز تسهيلات مسكن مهر99,106,1886,934942994,507827,500009,519998,12171,2.4,495728,-12099,-2.38,482436,519999
170,مبين,مبين انرژي خليج فارس,103,1513248,24318035360,16390,16070,16070,-320,-1.95,16320,-70,-0.43,16070,16140
171,خصدرا,صنعتي‌ دريايي‌ ايران‌,103,1380966,3865323834,2856,2799,2799,-57,-2,2848,-8,-0.28,2799,2799
172,آتيمس,صندوق س.آرمان آتيه درخشان مس-س,102,15122,2675719127,177462,182990,176500,-962,-0.54,176942,-520,-0.29,174500,182990
173,سكه0112پ03,سكه تمام بهارتحويلي1روزه سامان,102,34600,35452001500,1041901,1034597,1024999,-16902,-1.62,1024624,-17277,-1.66,1020500,1034597
174,تسه9902,امتياز تسهيلات مسكن ارديبهشت99,101,1674,852467923,514894,490021,535000,20106,3.9,509240,-5654,-1.1,489150,540000
175,تسه9802,امتياز تسهيلات مسكن ارديبهشت98,101,1499,660115113,460747,443363,437710,-23037,-5,440370,-20377,-4.42,437710,463999
176,جم پيلن,پلي پروپيلن جم - جم پيلن,101,301424,23653375590,80060,78480,78460,-1600,-2,79460,-600,-0.75,78460,80040
177,سخند2,صندوق س.سپهرخبرگان نفت-د,100,10000000,10000000,10060,1,1,-10059,-99.99,1,-10059,-99.99,1,1
178,كاما,باما,99,489703,6180051860,12870,12620,12620,-250,-1.94,12840,-30,-0.23,12620,12620
179,وبشهر,توسعه‌ صنايع‌ بهشهر(هلدينگ,98,982957,11146732380,11570,11340,11340,-230,-1.99,11520,-50,-0.43,11340,11340
180,لبوتان,گروه‌صنعتي‌بوتان‌,95,199078,12253250900,62800,61550,61550,-1250,-1.99,62490,-310,-0.49,61550,61550
181,وتوسم,سرمايه‌گذاري‌توسعه‌ملي‌,94,1327942,11433580620,8780,8610,8610,-170,-1.94,8740,-40,-0.46,8610,8610
182,سيستم,همكاران سيستم,93,818730,20951300700,26110,25590,25590,-520,-1.99,25890,-220,-0.84,25590,25590
183,صايند,صندوق س. گنجينه آينده روشن-د,91,306020,3027738240,9893,9890,9896,3,0.03,9894,1,0.01,9885,9901
184,مارون,پتروشيمي مارون,91,74280,11412712996,156777,153642,154000,-2777,-1.77,156412,-365,-0.23,153642,155450
185,اخزا901,اسنادخزانه-م1بودجه99-010621,87,65856,49652867069,756757,755000,752500,-4257,-0.56,753961,-2796,-0.37,751202,756000
186,زعف0008پ16,زعفران0008نگين بيرجند(پ),87,58494,7967449754,137551,134500,137200,-351,-0.26,136210,-1341,-0.97,134000,139376
187,غپاك,لبنيات‌ پاك‌,86,867668,26828294560,31550,30920,30920,-630,-2,31200,-350,-1.11,30920,30920
188,وسديد,گروه ‌صنعتي‌سديد,86,2305290,6636929910,2937,2879,2879,-58,-1.97,2926,-11,-0.37,2879,2879
189,اخزا914,اسنادخزانه-م14بودجه99-021025,85,39213,22491650847,580733,581990,573500,-7233,-1.25,573576,-7157,-1.23,570000,583000
190,شيراز,پتروشيمي‌شيراز,84,383765,20792988660,55280,54180,54180,-1100,-1.99,55050,-230,-0.42,54180,54780
191,غگل,گلوكوزان‌,84,1438019,4716702320,3340,3280,3280,-60,-1.8,3330,-10,-0.3,3280,3280
192,اخزا904,اسنادخزانه-م4بودجه99-011215,82,88908,61836047812,695837,691112,695000,-837,-0.12,695506,-331,-0.05,691111,695998
193,تسه9903,امتياز تسهيلات مسكن خرداد99,81,1171,600104049,517640,499001,491758,-25882,-5,512471,-5169,-1,491758,543521
194,اخزا903,اسنادخزانه-م3بودجه99-011110,81,112548,78758716879,701000,698000,694311,-6689,-0.95,699779,-1221,-0.17,692909,701888
195,امينح,ح . تامين سرمايه امين,76,188294,896279440,4950,4760,4760,-190,-3.84,4760,-190,-3.84,4760,4760
196,اخزا909,اسنادخزانه-م9بودجه99-020316,75,311453,203406986099,654973,655000,650521,-4452,-0.68,653090,-1883,-0.29,650511,655000
197,وسپه,سرمايه‌گذاري‌ سپه‌,75,343608,2264416720,6720,6590,6590,-130,-1.93,6710,-10,-0.15,6590,6630
198,بترانس,ايران‌ ترانسفو,75,854296,2443286560,2910,2860,2860,-50,-1.72,2910,0,0,2860,2860
199,وساپا,سرمايه‌گذاري‌ سايپا,75,3090096,15759489600,5200,5100,5100,-100,-1.92,5170,-30,-0.58,5100,5100
200,تسه9904,امتياز تسهيلات مسكن تير99,73,971,494155879,509649,491200,535130,25481,5,508914,-735,-0.14,484167,535131
201,سكرما,سيمان‌ كرمان‌,72,248629,3973915130,16300,15990,15980,-320,-1.96,16270,-30,-0.18,15980,16190
