,host,count
812,columbia.acc.brad.ac.uk,162
813,hdavid.icmebs.com,162
814,nccb521-mac67.engin.umich.edu,162
815,spassky.socstats.soton.ac.uk,161
816,worf.qntm.com,161
817,crl4.crl.com,161
818,pm2_17.digital.net,161
819,e6s196.syd.enternet.com.au,161
820,porsche.icd.teradyne.com,161
821,fox.informix.com,160
822,gutter.tepia.nmda.or.jp,160
823,pchell.co.kp.dlr.de,160
824,n1001355.ksc.nasa.gov,160
825,gopher.ic.ac.uk,160
826,som.stratus.com,160
827,jvc-k4.krhm.jvc-victor.co.jp,159
828,netcom3.netcom.com,159
829,dedwud.zoo.duke.edu,159
830,adinet.analog.com,159
831,ciba-gw.chbs.ciba.com,159
832,ch025.chance.berkeley.edu,159
833,n1122099.ksc.nasa.gov,158
834,tecnet1.jcte.jcs.mil,158
835,houston-1-11.i-link.net,158
836,blv-pm0-ip11.halcyon.com,158
837,brpc.multnomah.lib.or.us,158
838,stat11.hacom.nl,158
839,monarch.eng.buffalo.edu,158
840,arthur.intel.com,158
841,cst01.bham.ac.uk,158
842,ka144063.ksc.nasa.gov,158
843,albrech9.uncg.edu,158
844,johnson.library.nd.edu,158
845,bruise-cave.mcs.anl.gov,157
846,mac-gv21.teknikum.uu.se,157
847,sans01.nada.kth.se,157
848,houston.chron.com,157
849,proxy.h.wg.omron.co.jp,157
850,asd05-03.dial.xs4all.nl,156
851,hot3.orl.mmc.com,156
852,guilder-2.ics.uci.edu,156
853,msfcsma3.msfc.nasa.gov,156
854,net.galactica.it,155
855,fig.leba.net,155
856,cybersurf11.worldlinx.com,155
857,pong.ping.at,155
858,n1122774.ksc.nasa.gov,155
859,stimpy.eecis.udel.edu,155
860,pm2_10.digital.net,155
861,unet4.cmact.com,155
862,argeonet.via.at,154
863,rocky-gw.oswego.edu,154
864,53.138.med.umich.edu,154
865,avmac1.lrsm.upenn.edu,154
866,interlock.itthartford.com,154
867,netcom4.netcom.com,154
868,pm2_13.digital.net,154
869,sap10.sma.ch,154
870,cybersurf10.worldlinx.com,154
871,wpbfl2-27.gate.net,154
872,seaquest.cc.odu.edu,154
873,kiosk.port.net,154
874,tsppp6.cac.psu.edu,154
875,bos1e.delphi.com,153
876,braona1.cns.hp.com,153
877,i3125opn.atl.hp.com,153
878,n1043379.ksc.nasa.gov,153
879,harker.dnaco.net,153
880,ns.jsc.mil,152
881,n1043312.ksc.nasa.gov,152
882,pctriton.navsea.navy.mil,152
883,www-e1b.megaweb.com,152
884,ling.caen.gdeb.com,151
885,ppp175.iadfw.net,151
886,n1122812.ksc.nasa.gov,151
887,slip174-130.ak.nz.ibm.net,151
888,sam.th.tele.fi,151
889,hfx-p28.isisnet.com,151
890,astpc3.bns.com,151
891,crimp.amp.com,151
892,slip-sims.den.mmc.com,151
893,temp9.ucs.ualberta.ca,151
894,cobia.larc.nasa.gov,151
895,cybersurf3.worldlinx.com,150
896,port-2-6.access.one.net,150
897,zeus.cooper.edu,150
898,moat.bnr.co.uk,150
899,msn_2_4.binc.net,150
900,n1032033.ksc.nasa.gov,150
901,ppp073-stdkn2.ulaval.ca,150
902,redback.gsfc.nasa.gov,150
903,blv-pm3-ip4.halcyon.com,149
904,ringworld.ess.harris.com,149
905,synapse1.bms.com,149
906,bnlku3.phy.bnl.gov,149
907,buffnet5.buffnet.net,149
908,jhurd.pdial.interpath.net,149
909,ts1-004.jaxnet.com,149
910,indy63.gclab.missouri.edu,149
911,pm2_28.digital.net,149
912,fault.stanford.edu,148
913,mrdata.cistron.nl,148
914,ka146056.ksc.nasa.gov,148
915,ed247.ulib.albany.edu,148
916,gilgamesh.delphi.com,148
917,lonestar1.comsys.rockwell.com,148
918,rains-b28w-fastpath-dynamic-180.stanford.edu,148
919,drjo001a066.embratel.net.br,148
920,ts1-020.jaxnet.com,147
921,frank.mtsu.edu,147
922,mecho.cray.com,147
923,pinot.callamer.com,147
924,gate.funb.com,147
925,hopsden.lib.csufresno.edu,146
926,port71.fishnet.net,146
927,csdanxp4.med.utoronto.ca,146
928,crumden.dny.rockwell.com,146
929,ford.is.wdi.disney.com,146
930,www.auspex.com,146
931,c3dt1.c3d.rl.af.mil,146
932,micserv.helvetica.chnet.ch,146
933,vaiden.isgs.uiuc.edu,146
934,gate.altair.com,145
935,zetor.clinet.fi,145
936,queen.torfree.net,145
937,server.uwindsor.ca,145
938,bock.chem.unc.edu,145
939,wynns-pc.jhuapl.edu,145
940,eci55w.kuec.kyoto-u.ac.jp,145
941,lib-foxtrot.tamu.edu,145
942,n1121113.ksc.nasa.gov,145
943,n1000990.ksc.nasa.gov,145
944,sun-rise.aero.org,144
945,ppp-gw.st.rim.or.jp,144
946,diffuse.pha.jhu.edu,144
947,jl-pc.sci.rl.ac.uk,144
948,n1123082.ksc.nasa.gov,144
949,vprm1.admin.arizona.edu,144
950,seminole.gate.net,144
951,hrtddl.awp.com,144
952,pcsheet.dfrc.nasa.gov,144
953,gardner.plh.af.mil,144
954,yu1.yu.edu,144
955,n1043354.ksc.nasa.gov,144
956,ppp439.st.rim.or.jp,144
957,kscdm7.cad.ksc.nasa.gov,143
958,cpcapps.tulsa.k12.ok.us,143
959,sea-ts1-p20.wolfe.net,143
960,wwwproxy2.ca.sandia.gov,143
961,adelphi-tenny2.arl.mil,143
962,knowling.biz.uiowa.edu,143
963,welch.ncd.com,143
964,bh0000.lmsc.lockheed.com,143
965,olddominion.gsfc.nasa.gov,143
966,slip.globalone.net,143
967,ix-wc1-08.ix.netcom.com,142
968,chaos.es.co.nz,142
969,crc3.cris.com,142
970,bootp-238-235.bootp.virginia.edu,142
971,h209.s3.wcc.com,142
972,dds.dds.nl,142
973,western.natinst.com,142
974,m35957.ksc.nasa.gov,142
975,jglocksien.sso.az.honeywell.com,142
976,inetsvr.commscope.com,142
977,boole.fl.ensco.com,142
978,ssv9.cooper.edu,142
979,n1031629.ksc.nasa.gov,141
980,morinda.cs.ntu.edu.au,141
981,pc71.chp.edu,141
982,ppp-ftl2-18.shadow.net,141
983,it.njit.edu,141
984,wormhole.cs.mci.com,141
985,enterprise.rdd.lmsc.lockheed.com,141
986,raven.cybercomm.net,140
987,hpcsos.col.hp.com,140
988,neumann.gme.usherb.ca,140
989,sesame.hensa.ac.uk,140
990,bunpc30.ccn.yamanashi.ac.jp,140
991,enterprise.powerup.com.au,140
992,n1122088.ksc.nasa.gov,140
993,netcom16.netcom.com,140
994,thor.ics.uci.edu,140
995,cindy.yamato.ibm.co.jp,140
996,dialup46.toledolink.com,140
997,genghis.msfc.nasa.gov,140
998,brogers.sso.az.honeywell.com,139
999,ockham.uchicago.edu,139
1000,gate.kajima.co.jp,139
1001,olympus.ics.uci.edu,139
1002,n1121790.ksc.nasa.gov,139
1003,sagami2.isc.meiji.ac.jp,139
1004,fenris.srl.caltech.edu,139
1005,pittsinterlock.bayer.com,139
1006,whirlwind.msfc.nasa.gov,139
1007,french.petc.doe.gov,138
1008,starbuck.lerc.nasa.gov,138
1009,pm2_11.digital.net,138
1010,delta-air.com,138
1011,fts3p21-bfs.scri.fsu.edu,138
1012,crl3.crl.com,138
1013,ip18.infocom.net,138
1014,xosgb1.dfrc.nasa.gov,137
1015,dd01-016.compuserve.com,137
1016,portos.sr.se,137
1017,picalon.gun.de,137
1018,ip17.infocom.net,137
1019,observatory2.ccsn.nevada.edu,137
1020,khppm1.phsx.ukans.edu,137
1021,netspace.net.au,137
1022,kuts7p03.cc.ukans.edu,137
1023,wn173-032.wiscnet.net,137
1024,stat2.bst.rochester.edu,137
1025,skardi.iaccess.com.au,137
1026,s013n199.csun.edu,137
1027,sw25-225.iol.it,137
1028,xrgbi2.dfrc.nasa.gov,136
1029,gtwright.jsc.nasa.gov,136
1030,mac-2586.d-building.uh.edu,136
1031,stuart.cad.bnl.gov,136
1032,ana1052.deltanet.com,136
1033,pas.gpi.no,136
1034,ltsun2.star.le.ac.uk,136
1035,okigw3.oki.co.jp,136
1036,cy15.minn.net,136
1037,mbox.solidex.krakow.pl,136
1038,bmunroe.tyrell.net,135
1039,dept15.mar.depaul.edu,135
1040,charon.fmi.com,135
1041,aristotle.algonet.se,135
1042,crc6-fddi.cris.com,135
1043,larry.den.mmc.com,135
1044,j1u21.ulib.albany.edu,135
1045,vivaldi.hamline.edu,135
1046,n1373371.ksc.nasa.gov,135
1047,ndavison.demon.co.uk,135
1048,lumina.gmi.edu,135
1049,n1127423.ksc.nasa.gov,134
1050,cyberspy.com,134
1051,cesium.ms.sandia.gov,134
1052,ipswitch1.cdev.com,134
1053,abyss.sni-usa.com,134
1054,azclimate.la.asu.edu,134
1055,eblaese.stx.com,134
1056,joyce-perkins.tenet.edu,134
1057,tosca.harvard.edu,134
1058,pm2_1.digital.net,134
1059,greatwall.cctt.com,134
1060,capone.ch.apollo.hp.com,134
1061,n1127151.ksc.nasa.gov,134
1062,m66-080-19.mit.edu,134
1063,n1032613.ksc.nasa.gov,133
1064,tasha.mclean.sparta.com,133
1065,slip5.sinet.it,133
1066,yogi.gsfc.nasa.gov,133
1067,front1.cpl.org,133
1068,n1135852.ksc.nasa.gov,133
1069,tlorek.interart.com,133
1070,adder.cee.hw.ac.uk,133
1071,echo11.bsis.com,133
1072,ayergrp3.chem.ualberta.ca,133
1073,eepc50.ee.surrey.ac.uk,133
1074,mpdpc02067.nneco.nu.com,133
1075,pc020.fod.ac.cr,133
1076,chaos.marshall.edu,133
1077,art.mindspring.com,133
1078,gw.alsys.com,132
1079,source.iconz.co.nz,132
1080,ns1.emi.com,132
1081,n167376.ksc.nasa.gov,132
1082,async98.async.duke.edu,132
1083,slip174-142.ak.nz.ibm.net,132
1084,burns.lsis.loral.com,132
1085,n1043377.ksc.nasa.gov,132
1086,proarte.xionics.com,132
1087,eic73.fiu.edu,132
1088,dd11-001.compuserve.com,132
1089,roselin.dmi.usherb.ca,132
1090,n1032615.ksc.nasa.gov,131
1091,physed2.physics.usu.edu,131
1092,fsuadmin.aus.fsu.edu,131
1093,cc2000.kyoto-su.ac.jp,131
1094,n1142697.ksc.nasa.gov,131
1095,n1121174.ksc.nasa.gov,131
1096,hpccoa.corp.hp.com,131
1097,kslip1.apl.jhu.edu,131
1098,majestix.uni-muenster.de,131
1099,metric.tiac.net,130
1100,equuleus.db.erau.edu,130
1101,sonyinet.sony.co.jp,130
1102,hplabs.hpl.hp.com,130
1103,angel.esp.bellcore.com,130
1104,ip-pdx6-52.teleport.com,130
1105,ad02-010.compuserve.com,130
1106,interlock.dfw.ibm.com,130
1107,bruosh01.brussels.hp.com,130
1108,astro.sd.locus.com,129
1109,relay1.openmarket.com,129
1110,guiteau.macsch.com,129
1111,falcon.ecn.uoknor.edu,129
1112,h153-82-39-49.attgis.com,129
1113,hound.esc.k12.in.us,129
1114,dd09-024.compuserve.com,129
1115,ppp-81-22.bu.edu,129
1116,enterprise.aero.ufl.edu,129
1117,aggie5.rsoc.rockwell.com,129
1118,n1142813.ksc.nasa.gov,129
1119,ul0135-i.ulib.iupui.edu,129
1120,pcdp08.holyname.org,129
1121,moose.erie.net,129
1122,bos1f.delphi.com,128
1123,also.hooked.net,128
1124,kohring.lsis.loral.com,128
1125,vcgate0.mei.co.jp,128
1126,nz13.rz.uni-karlsruhe.de,128
1127,n1043376.ksc.nasa.gov,128
1128,suncap.uvic.ca,128
1129,ppp-ftl2-17.shadow.net,128
1130,hawk.hcsc.com,128
1131,mace2.out.trw.com,128
1132,warren.bluesky.com,128
1133,mikasa.iol.it,128
1134,ip-pdx1-30.teleport.com,127
1135,amw.slac.stanford.edu,127
1136,solaris.dvz.fh-aachen.de,127
1137,spat.ucsb.edu,127
1138,dtk17.sca.usherb.ca,127
1139,barrd-rock.ksc.nasa.gov,127
1140,americast.com,127
1141,demo2.it.sce.nyu.edu,127
1142,ppp119.htp.com,127
1143,svna0001.clipper.ssb.com,127
1144,cpsun1.b6.kanagawa-u.ac.jp,127
1145,benspc.oss.interact.net,127
1146,rossi.astro.nwu.edu,127
1147,rcwusr.bp.com,127
1148,mcmahon.adminis.nd.edu,126
1149,p19.t0.rio.com,126
1150,freenet2.afn.org,126
1151,ucxy08_04.slip.uc.edu,126
1152,ares.tn.cornell.edu,126
1153,pc-011-net1.isburg.ch,126
1154,isi9.ssl.berkeley.edu,126
1155,dd12-007.compuserve.com,126
1156,jupiter.dis.anl.gov,126
1157,n1122780.ksc.nasa.gov,126
1158,xyplex1-1-1.intersource.com,126
1159,megabyte.omsi.edu,126
1160,ml42pc6.uta.fi,126
1161,mars.ark.com,126
1162,guinness.ci.bradenton.fl.us,126
1163,rich-isdn.ngc.com,126
1164,pl01266.ksc.nasa.gov,126
1165,beka1.arb.telub.se,126
1166,ginger.near.net,126
1167,dottie.cistd.att.net,126
1168,netcom9.netcom.com,126
1169,ldb.dialup.access.net,126
1170,x166-15.finop.umn.edu,125
1171,mike-bukovitz.anixter.com,125
1172,zeus.polsl.gliwice.pl,125
1173,kingsrd.demon.co.uk,125
1174,bht8376.dukepower.com,125
1175,epc64.lib.uh.edu,125
1176,sparc10_work3.utsi.edu,125
1177,pallas.tuc.noao.edu,125
1178,mpcs017.bwi.wec.com,125
1179,mtm1ip.usia.gov,125
1180,corp-uu.infoseek.com,125
1181,cfd8.math.ucl.ac.uk,124
1182,query1.lycos.cs.cmu.edu,124
1183,ad09-013.compuserve.com,124
1184,grove.ufl.edu,124
1185,slrp13.atsc.allied.com,124
1186,taranis.astro.cf.ac.uk,124
1187,relay.telecom.it,124
1188,mpdpc01085.nneco.nu.com,124
1189,sps133.lds.loral.com,124
1190,m_good.hip.cam.org,124
1191,pine.smsnet.com,124
1192,pc-151.mrc.gla.ac.uk,124
1193,cybersurf7.worldlinx.com,124
1194,gateway.cal.trlabs.ca,124
1195,mceldowney.usc.edu,123
1196,outback.aii.com,123
1197,usr9-dialup11.atlanta.mci.net,123
1198,pathwch.tor.onramp.ca,123
1199,nilsen.cts.com,123
1200,macfhr.nrl.navy.mil,123
1201,ns1.maf.mobile.al.us,123
1202,xrdws7.dl.ac.uk,123
1203,lehman2.lehman.com,123
1204,ppp050-stdkn2.ulaval.ca,123
1205,n1121164.ksc.nasa.gov,123
1206,ch655.aero.org,123
1207,cm-mac19.cso.uiuc.edu,123
1208,dialup-67.icon-stl.net,123
1209,oispc1.murdoch.edu.au,123
1210,magma1.vpro.nl,123
1211,grant.pinto.net,122
1212,pc223.farm.rug.nl,122
1213,r2d2.sci.fi,122
1214,relay.ubss.com,122
1215,rripollpc.nswc.navy.mil,122
1216,calypso-2.oit.unc.edu,122
1217,ocelot2.b17d.ingr.com,122
1218,sct.boces.k12.ny.us,122
1219,jesup_resrm_quadra.cc.williams.edu,122
1220,ppp046-stdkn2.ulaval.ca,122
1221,kralle.zdv.uni-mainz.de,122
1222,c682h.gsfc.nasa.gov,122
1223,netcom18.netcom.com,122
1224,hades.iaehv.nl,122
1225,pdial1.wilmington.net,122
1226,gemini.tntech.edu,121
1227,meinzer.geology.ualberta.ca,121
1228,curry.math.ethz.ch,121
1229,line03.pm1.abb.mindlink.net,121
1230,stemmons13.onramp.net,121
1231,nowaksg.chem.nd.edu,121
1232,ppp11.usd.edu,121
1233,proxy.iijnet.or.jp,121
1234,tty08.com2.houston.net,121
1235,nutau.lampf.lanl.gov,121
1236,relay2.philips.com,120
1237,heidrun.aom.bt.co.uk,120
1238,nesmate.msfc.nasa.gov,120
1239,erau.db.erau.edu,120
1240,europa.wustl.edu,120
1241,f-umbc9.umbc.edu,120
1242,lawrencetown-ts-01.nstn.ca,120
1243,tmp.inet.it,120
1244,n1142703.ksc.nasa.gov,120
1245,sysadmin.dietary.uiowa.edu,120
1246,intermin.fi,120
1247,n868776.ksc.nasa.gov,120
1248,budapest.ozonline.com.au,120
1249,mainframeop.santafe.cc.fl.us,119
1250,n1132656.ksc.nasa.gov,119
1251,gf1-a1.corpcomm.net,119
1252,dd15-002.compuserve.com,119
1253,arimo.slip.utu.fi,119
1254,com1.med.usf.edu,119
1255,nova.ca,119
1256,ns.gamewood.net,119
1257,pm2_16.digital.net,119
1258,mmind.wariat.org,119
1259,hollerith.hrz.tu-chemnitz.de,119
1260,centarus.interpath.net,119
1261,derekbs.oanet.com,119
1262,kcrw4.smc.edu,119
1263,usr20-dialup1.atlanta.mci.net,119
1264,starrking.ucsc.edu,119
1265,diablo-i.onthenet.com.au,118
1266,navajo.gate.net,118
1267,line001.pg.mindlink.net,118
1268,dialup-73.icon-stl.net,118
1269,ten-nash.ten.k12.tn.us,118
1270,netcom21.netcom.com,118
1271,ntc.noranda.com,118
1272,buckbrgr.inmind.com,118
1273,khisi.kodak.com,118
1274,n1122001.ksc.nasa.gov,118
1275,technic.seanet.com,118
1276,ip143.phx.primenet.com,118
1277,nola.entergy.com,118
1278,magma4.vpro.nl,118
1279,gigem.plk.af.mil,118
1280,asbestos.cacd.rockwell.com,118
1281,damedici.ksc.nasa.gov,118
1282,insti.physics.sunysb.edu,117
1283,dial101.cognet.com,117
1284,saturne.info.uqam.ca,117
1285,jpnona1.cns.hp.com,117
1286,ad13-032.compuserve.com,117
1287,dialupa135.intex.net,117
1288,larry01.slip.yorku.ca,117
1289,pooh.magic.mb.ca,117
1290,ibm7.scri.fsu.edu,117
1291,dal03-11.ppp.iadfw.net,117
1292,lfaulds.ball.com,117
1293,h132_197_8_121.gte.com,117
1294,hitel.kol.co.kr,117
1295,d40.net.interaccess.com,117
1296,kepler.mat.ulaval.ca,117
1297,vqgjx.oxy.com,117
1298,mergellina.synapsis.it,117
1299,netcom23.netcom.com,116
1300,n1142701.ksc.nasa.gov,116
1301,muscle.trincoll.edu,116
1302,n1123086.ksc.nasa.gov,116
1303,mewgate.mew.co.jp,116
1304,port113.iwaynet.net,116
1305,mpd55.msfc.nasa.gov,116
1306,dd05-017.compuserve.com,116
1307,golden.ripco.com,116
1308,ewald.chem.cornell.edu,116
1309,custer.umt.edu,116
1310,tangerine.nosc.mil,116
1311,pm4_9.digital.net,116
1312,hobbes.ksc.nasa.gov,116
1313,gw.ukgate.unisys.com,115
1314,pc1155.isg.rest.tasc.com,115
1315,dial-1.r1.scflrn.sunbelt.net,115
1316,nccnd.gsfc.nasa.gov,115
1317,ted.jsc.nasa.gov,115
1318,prinny.pavilion.co.uk,115
1319,ppp33.asahi-net.or.jp,115
1320,stcgate.statcan.ca,115
1321,n1373370.ksc.nasa.gov,115
1322,dd11-030.compuserve.com,115
1323,cow_1.dml.georgetown.edu,115
1324,magi02p63.magi.com,115
1325,tearnest2.stpaul.ncr.com,115
1326,hal.com,115
1327,yakko.extern.ucsd.edu,114
1328,ftp.mel.aone.net.au,114
1329,huapango.astroscu.unam.mx,114
1330,dyn-31.direct.ca,114
1331,albatross.mcl.bdm.com,114
1332,dragon.nawc-ad-indy.navy.mil,114
1333,cmsgm.llnl.gov,114
1334,fts4p25-bfs.scri.fsu.edu,114
1335,n1123601.ksc.nasa.gov,114
1336,ppp205.interealm.com,114
1337,bootp-18-230.bootp.virginia.edu,114
1338,ttyv7.tyrell.net,114
1339,port20.tserver2.ucf.edu,114
1340,mozart.telepac.pt,114
1341,u66i01.iar.nrc.ca,114
1342,crl9.crl.com,114
1343,gatekeeper.ddp.state.me.us,113
1344,cba_804.sdsu.edu,113
1345,pcurto.ins.hq.nasa.gov,113
1346,ppp8.moa.com,113
1347,ofw.mriresearch.org,113
1348,yhm0072.bekkoame.or.jp,113
1349,aplexus.jhuapl.edu,113
1350,larson.helios.nd.edu,113
1351,sgcms1.cern.ch,113
1352,ix-stl3-13.ix.netcom.com,113
1353,compass.net,113
1354,falafel.alt.net,113
1355,ix-wc6-05.ix.netcom.com,113
1356,sparc2.ksc.nasa.gov,113
1357,welby.ahc.ameritech.com,113
1358,seds.lpl.arizona.edu,113
1359,fts3p15-bfs.scri.fsu.edu,113
1360,rzis1.rz.tu-bs.de,113
1361,sun579.rz.ruhr-uni-bochum.de,113
1362,s4109.netins.net,112
1363,conch.aa.msen.com,112
1364,joctra.princeton.lib.nj.us,112
1365,opus.wpi.edu,112
1366,garnet.uchicago.edu,112
1367,beast.cs.iastate.edu,112
1368,zeno.physics.louisville.edu,112
1369,pm4_14.digital.net,112
1370,n1136059.ksc.nasa.gov,112
1371,symmetry.icsl.ucla.edu,112
1372,na2.dow.com,112
1373,jarcand.boeing.hq.nasa.gov,112
1374,supreme.pcug.org.au,112
1375,derf.rtp.dg.com,112
1376,rm103-42.und-w.nodak.edu,112
1377,kevinjpc.orcad.com,112
1378,pegasus.cc.ucf.edu,112
1379,ok.interart.com,112
1380,crystal91.crystal.hillsborough.ca.us,112
1381,unix.datacomm.ch,112
1382,n167270.ksc.nasa.gov,112
1383,bootstrap.agcs.com,112
1384,tcpip-2.tacom.army.mil,111
1385,slmel2p12.ozemail.com.au,111
1386,alpha1.csd.uwm.edu,111
1387,n1377025.ksc.nasa.gov,111
1388,blan.loc.gov,111
1389,dd15-042.compuserve.com,111
1390,lewis.che.wsu.edu,111
1391,daffy.cemax.com,111
1392,rmyers-ppp.clark.net,111
1393,csc111-alt2.us.dg.com,111
1394,dalton.concordia.ca,111
1395,scorpio.digex.net,111
1396,hampton.larc.nasa.gov,111
1397,rutherford3.stsi.com,111
1398,prague.chem.uno.edu,111
1399,ereapp.erenj.com,111
1400,bintang.ttl.fi,110
1401,solg2.bnsc.rl.ac.uk,110
1402,orion.ksc.nasa.gov,110
1403,port17.wavenet.com,110
1404,ts1.cdsnet.net,110
1405,philc-ws.ncms.org,110
1406,tcash.ball.com,110
1407,elaine48.stanford.edu,110
1408,mercury.pwc.bc.doe.ca,110
1409,ns.iceonline.com,110
1410,watserv1.uwaterloo.ca,110
1411,larouche.port.net,110
1412,axp2.cns.ox.ac.uk,110
1413,walter.uthscsa.edu,110
1414,rdsw.com,110
1415,ccuf.wlv.ac.uk,110
1416,slip-3-19.shore.net,110
1417,terra.nlnet.nf.ca,110
1418,gatekeeper.eop.gov,110
1419,kkuhn.pennet.net,110
1420,port19.annex2.nwlink.com,109
1421,cardfan.msfc.nasa.gov,109
1422,isatkarttamac.fmi.fi,109
1423,gatekeeper.ttc.com,109
1424,sbarron.demon.co.uk,109
1425,dfrost.earthlink.net,109
1426,solix.fiu.edu,109
1427,tomservo.cts.com,109
1428,dip.geo.mtu.edu,109
1429,pc59.butler.cc.msstate.edu,109
1430,raven.cybercom.com,109
1431,nido.ll.iac.es,109
1432,charlie.acc.iit.edu,109
1433,n1127156.ksc.nasa.gov,109
1434,cirrus.com,109
1435,hst00022.gsfc.nasa.gov,109
1436,gate1.mgb.ch,109
1437,bam.nuri.net,109
1438,wn173-031.wiscnet.net,109
1439,ftp.gensym.com,109
1440,proxy.iaf.nl,109
1441,x407.kvoa.com,109
1442,cpmt2.cyberport.net,109
1443,mxl37-ra.f-remote.cwru.edu,109
1444,flute.ftc.nrcs.usda.gov,108
1445,n1031626.ksc.nasa.gov,108
1446,eiip1.ec.ecei.tohoku.ac.jp,108
1447,dd10-002.compuserve.com,108
1448,blv-pm11-ip14.halcyon.com,108
1449,gladstone.uoregon.edu,108
1450,repc155.roe.ac.uk,108
1451,miafl2-25.gate.net,108
1452,sun8.hrz.th-darmstadt.de,108
1453,n874709.ksc.nasa.gov,108
1454,pm4_3.digital.net,108
1455,www.cai.com,108
1456,pm2_9.digital.net,108
1457,shane.mv.com,108
1458,rppp77.cofc.edu,108
1459,ip-pdx1-02.teleport.com,108
1460,n1028369.ksc.nasa.gov,108
1461,focus.ftn.net,108
1462,star.pond.com,108
1463,netcom17.netcom.com,108
1464,mark.pa.tetherless.com,108
1465,steve-jahr.utm.edu,108
1466,ew1.earthwatch.com,108
1467,surg1.mayo.edu,107
1468,chaplin.bsn.usf.edu,107
1469,xanadu.centrum.is,107
1470,yarrow.wt.com.au,107
1471,ge321.ssn.flinders.edu.au,107
1472,tansky.doshisha.ac.jp,107
1473,roy.u-gakugei.ac.jp,107
1474,fts3p13-bfs.scri.fsu.edu,107
1475,hittsa.pid.com,107
1476,slip144-198.ut.nl.ibm.net,107
1477,pl03670.ksc.nasa.gov,107
1478,seigate.sumiden.co.jp,107
1479,hopi.gate.net,107
1480,centum.utulsa.edu,107
1481,ux10.hrz.uni-dortmund.de,107
1482,jel.seanet.com,107
1483,pc.bio.uni-duesseldorf.de,107
1484,mega212.megamed.com,107
1485,cnct.com,107
1486,machine.edupac.qc.ca,107
1487,netcom8.netcom.com,107
1488,mail.pricewaterhouse.co.uk,107
1489,zuza.hip.berkeley.edu,107
1490,bugs.oryx.com,107
1491,gateway.ey.com,107
1492,woodlawn.uchicago.edu,107
1493,gatekeeper.roche.com,107
1494,ziggy.lpl.arizona.edu,107
1495,isi9.mtwilson.edu,107
1496,ccspar2.cadence.com,107
1497,dal04-19.ppp.iadfw.net,107
1498,arcade-slip3.dynamic.usit.net,107
1499,laredo.unison.com,106
1500,terranet.terranet.ab.ca,106
1501,metz.une.edu.au,106
1502,hertz.njit.edu,106
1503,gateway-test.morgan.com,106
1504,ned.larc.nasa.gov,106
1505,loki.admins.com,106
1506,phoenix.doc.ic.ac.uk,106
1507,assassin.lpl.arizona.edu,106
1508,graph.gsi-mc.go.jp,106
1509,i322.oro.net,106
1510,mercury.interpath.net,106
1511,ainet.com,106
1512,gatekeeper.un.org,106
1513,slip33.amaranth.com,106
1514,macbessi.lure.u-psud.fr,106
1515,public.hlp.com,106
1516,n1031671.ksc.nasa.gov,106
1517,ubmac187.uio.no,106
1518,nb2ppp21.acns-slp.fsu.edu,106
1519,n1028726.ksc.nasa.gov,105
1520,azure.dstc.edu.au,105
1521,tais.com,105
1522,kgtyk4.kj.yamagata-u.ac.jp,105
1523,ad02-013.compuserve.com,105
1524,akiu.gw.tohoku.ac.jp,105
1525,hh201pc12.evansville.edu,105
1526,magma7.vpro.nl,105
1527,gw.rd.qms.com,105
1528,dialup8.afn.org,105
1529,foley.ripco.com,105
1530,brianschwartze.sdstate.edu,105
1531,psag.pnl.gov,105
1532,dtnet6-122.dt.navy.mil,105
1533,mwtech.cas.uec.ac.jp,105
1534,ps14pg2.wam.umd.edu,105
1535,proxy.shizuoka.ac.jp,105
1536,query2.lycos.cs.cmu.edu,105
1537,crdras.ge.com,105
1538,tuleyc.pgh.wec.com,104
1539,pc75.et.byu.edu,104
1540,auk.cs.mun.ca,104
1541,asimov.orl.mmc.com,104
1542,vphil.chinalake.navy.mil,104
1543,utsmc-2.swmed.edu,104
1544,menelik.cs.hamptonu.edu,104
1545,eplet.mira.net.au,104
1546,solte.hac.com,104
1547,gatekeeper.ssi1.com,104
1548,unet8.cmact.com,104
1549,pcarmstrong.dfrc.nasa.gov,104
1550,g1466.258.interlink.net,104
1551,kc4rdj.isdn.net,103
1552,www.austria.eu.net,103
1553,michael_quesnell.chinalake.navy.mil,103
1554,mfisher.remote.ualberta.ca,103
1555,nd024136.global.medtronic.com,103
1556,wave.aoml.erl.gov,103
1557,n1031504.ksc.nasa.gov,103
1558,ix-nas-nh1-05.ix.netcom.com,103
1559,ka122053.ksc.nasa.gov,103
1560,sl02-033.sunbelt.net,103
1561,slip17.duncan.island.net,103
1562,phantasm.ecst.csuchico.edu,103
1563,n1032334.ksc.nasa.gov,103
1564,freenet3.scri.fsu.edu,103
1565,orion.sfsu.edu,103
1566,unknown.netscape.com,103
1567,sukiyaki.nri.com,103
1568,miranda.osc.on.ca,103
1569,delombard.lerc.nasa.gov,103
1570,sage.cc.purdue.edu,103
1571,cwisdis.ins.gu.edu.au,102
1572,helix.nih.gov,102
1573,logic.lsil.com,102
1574,pm2_8.digital.net,102
1575,desksol.demon.co.uk,102
1576,tardis-c10.ethz.ch,102
1577,sys1013035.orl.mmc.com,102
1578,alpha2.csd.uwm.edu,102
1579,e17.iea.com,102
1580,host1-102.entertv.com,102
